,QDHtot_kW,Tindoor0_Cdeg,Tindoor1_Cdeg,QDHapt0_W,QDHapt1_W,Tthermo0_Cdeg,Tthermo1_Cdeg,TsetP_Cdeg,COG_MDOTtoTES_kgs,COG_MDOTfromTES_kgs,COG_MDOTtoLOAD_kgs,HOB_Q_kW,HOB_Flag,HOB_mdotOUT
2000-01-01 01:00:00,0.0,18.16601443575238,18.1313170802844,1.004198425e-315,9.5488348e-316,21.0,21.0,74.8,506.99999999999994,0.0,0.0,0.0,-1.0,0.0
2000-01-01 02:00:00,0.0,18.07839109916528,18.04852412373274,1.004198425e-315,9.54883006e-316,22.0,22.0,72.46000000000001,507.0,0.0,0.0,0.0,-1.0,0.0
2000-01-01 03:00:00,0.0,18.0632941724789,18.03302151136036,1.00419977e-315,9.54882294e-316,22.0,22.0,70.84,507.0,0.0,0.0,0.0,-1.0,0.0
2000-01-01 04:00:00,0.0,18.0367394065506,18.00674253503527,1.004199057e-315,9.5488245e-316,22.0,22.0,69.76,507.0,0.0,0.0,0.0,-1.0,0.0
2000-01-01 05:00:00,0.0,17.99592832655801,17.96720661895517,1.00419985e-315,9.548834e-316,22.0,22.0,69.04,507.0,0.0,0.0,0.0,-1.0,0.0
2000-01-01 06:00:00,45579.70844348847,21.91444302720087,21.91769836429889,1281.074119355484,1305.95620243909,21.0,21.0,68.5,52.460282631369765,0.0,454.53971736863025,0.0,-1.0,0.0
2000-01-01 07:00:00,45315.435009272085,22.12789132565763,22.10914711253912,1257.437406336432,1279.952087070268,20.0,20.0,68.5,55.0965349648353,0.0,451.90346503516474,0.0,1.0,0.0
2000-01-01 08:00:00,42876.387682981054,21.87269442054382,21.6517904310392,1251.175436136713,1152.198842605389,20.0,20.0,69.94,79.41953091787143,0.0,427.58046908212856,-11634.036983255635,1.0,427.58046908212856
2000-01-01 09:00:00,42913.64310964436,21.66239302068464,21.41813441138615,1250.22860780022,1154.987472937834,20.0,20.0,71.2,79.04803335277991,0.0,427.9519666472201,-9064.519077869438,1.0,427.9519666472201
2000-01-01 10:00:00,43773.1365884277,21.71135512764876,21.47796175273241,1251.488509743738,1158.916788756432,19.0,19.0,72.64,70.47681617065787,0.0,436.52318382934214,-6943.686980536574,-1.0,436.52318382934214
2000-01-01 11:00:00,42563.21978088233,20.76185668448503,20.52237379928059,1254.292087303183,1163.617876115367,18.0,18.0,72.64,82.54259029410835,0.0,424.4574097058917,0.0,-1.0,0.0
2000-01-01 12:00:00,44336.806129632845,20.80456051080242,20.55737828166082,1262.671409205744,1174.218541940012,18.0,18.0,72.64,64.85567941204162,0.0,442.14432058795836,0.0,-1.0,0.0
2000-01-01 13:00:00,0.0,18.57613850937366,18.4295529490396,1.004198425e-315,9.54882294e-316,19.0,19.0,72.64,507.0,0.0,0.0,0.0,-1.0,0.0
2000-01-01 14:00:00,20071.062649667176,18.64415026570988,18.76099675711344,509.0127459550191,593.3107541841151,20.0,20.0,73.72,306.843355151884,0.0,200.15664484811603,0.0,-1.0,0.0
2000-01-01 15:00:00,32361.090522010672,19.60983501701433,19.37477602505268,855.3304008436967,958.8520930046253,21.0,21.0,74.62,184.28229364078732,0.0,322.71770635921274,0.0,-1.0,0.0
2000-01-01 16:00:00,46057.60772003158,20.40553937246811,20.20393459988799,1307.002199101553,1306.338167595887,19.0,19.0,75.69999999999999,47.69515940144801,0.0,459.304840598552,0.0,-1.0,0.0
2000-01-01 17:00:00,43763.35411955614,21.64950964549145,21.67004329431666,1295.949665477887,1259.950524764879,19.0,19.0,76.24,70.57437168388667,0.0,436.42562831611326,0.0,-1.0,0.0
2000-01-01 18:00:00,0.0,19.85359449906806,19.8079047276047,1.00419977e-315,9.5488245e-316,19.0,19.0,76.78,507.00000000000006,0.0,0.0,0.0,-1.0,0.0
2000-01-01 19:00:00,0.0,19.45087844493538,19.44481015713657,1.004198425e-315,9.54883006e-316,20.0,20.0,77.32,507.00000000000006,0.0,0.0,0.0,1.0,0.0
2000-01-01 20:00:00,0.0,19.19058807172254,19.14795311112675,1.004199057e-315,9.54883006e-316,20.0,20.0,77.5,507.0,0.0,0.0,0.0,1.0,0.0
2000-01-01 21:00:00,0.0,18.97096023476898,18.91066354604097,1.004199057e-315,9.54882294e-316,20.0,20.0,77.68,507.00000000000006,0.0,0.0,0.0,1.0,0.0
2000-01-01 22:00:00,0.0,18.88636510751083,18.82944020861095,1.004199057e-315,9.54882294e-316,21.0,21.0,77.86,507.0,0.0,0.0,0.0,1.0,0.0
2000-01-01 23:00:00,0.0,18.71415106693405,18.66052503285579,1.004198425e-315,9.5488348e-316,22.0,22.0,77.86,507.00000000000006,0.0,0.0,0.0,1.0,0.0
2000-01-02 00:00:00,0.0,18.4804553852242,18.42679830323808,1.004199057e-315,9.54883006e-316,22.0,22.0,78.04,507.00000000000006,0.0,0.0,0.0,1.0,0.0
2000-01-02 01:00:00,0.0,17.95152344451522,17.89455908305855,1.00419977e-315,9.54882294e-316,22.0,22.0,78.04,507.00000000000006,0.0,0.0,0.0,1.0,0.0
2000-01-02 02:00:00,0.0,17.7748382324787,17.72397708202979,1.004199057e-315,9.54882294e-316,22.0,22.0,78.04,507.0,0.0,0.0,0.0,1.0,0.0
2000-01-02 03:00:00,0.0,17.67871942886875,17.63270738904224,1.004199057e-315,9.5488111e-316,22.0,22.0,78.22,507.0,0.0,0.0,0.0,1.0,0.0
2000-01-02 04:00:00,0.0,17.60832707394126,17.5635146102654,1.004199374e-315,9.54883006e-316,22.0,22.0,78.22,507.0,0.0,0.0,0.0,1.0,0.0
2000-01-02 05:00:00,0.0,17.52341908753827,17.4798033166866,1.00419977e-315,9.548834e-316,22.0,22.0,78.22,507.0,0.0,0.0,0.0,1.0,0.0
2000-01-02 06:00:00,50976.90909861421,21.67368118190405,21.48084116191798,1457.890900123301,1447.908790419739,20.0,20.0,78.4,0.0,1.362076685790506,507.0,6833.812439999998,-1.0,507.0
2000-01-02 07:00:00,63432.10383097575,21.93313073060195,21.83767555670856,1763.398641630901,1882.263465015495,20.0,20.0,78.4,0.0,125.57024802537651,507.0,0.0,1.0,0.0
2000-01-02 08:00:00,31578.364691220122,21.63669607666063,20.09545376741665,1229.797344656392,558.0195413863421,20.0,20.0,78.4,192.0879479231447,0.0,314.9120520768554,4481.954289978644,1.0,314.9120520768554
2000-01-02 09:00:00,54291.43357591973,20.16590882136861,20.10292311330618,1489.407598681939,1578.880346390264,20.0,20.0,78.58000000000001,0.0,34.41583722778805,507.0,7215.826800000013,1.0,507.0
2000-01-02 10:00:00,47891.522379570386,20.0873966568279,20.08789307338208,1448.666166106086,1344.350185205274,20.0,20.0,78.58000000000001,29.406630706992495,0.0,477.59336929300747,7157.15692102072,-1.0,477.59336929300747
2000-01-02 11:00:00,45877.71082393442,20.10118016590064,20.08664760898057,1259.563742654984,1323.491148609238,20.0,20.0,78.58000000000001,49.489163025977746,0.0,457.5108369740223,0.0,-1.0,0.0
2000-01-02 12:00:00,43640.495264586425,20.20398767089601,20.07593670819238,1269.572816228253,1226.792124144695,20.0,20.0,78.58000000000001,71.79956920503444,0.0,435.20043079496565,0.0,-1.0,0.0
2000-01-02 13:00:00,44660.37288743744,20.26187208298448,20.07391084684123,1274.449230443047,1215.098288698961,20.0,20.0,78.58000000000001,61.6289426312042,0.0,445.3710573687958,0.0,-1.0,0.0
2000-01-02 14:00:00,46138.35663275218,20.08723756244725,20.07978436954069,1276.204010331518,1340.43621305596,20.0,20.0,79.12,46.889899026076925,0.0,460.1101009739231,0.0,-1.0,0.0
2000-01-02 15:00:00,48934.00728708662,20.07641566458827,20.08335426610405,1375.021245147329,1401.105402746195,20.0,20.0,79.66,19.010555270753947,0.0,487.98944472924603,0.0,-1.0,0.0
2000-01-02 16:00:00,51142.36201060707,20.07880689186101,20.08395065127707,1414.868872893032,1454.861863319618,20.0,20.0,80.2,0.0,3.0120391382714997,507.0,0.0,-1.0,0.0
2000-01-02 17:00:00,50767.60719108802,20.07734020824741,20.07994833820463,1408.202910611223,1436.406864069252,20.0,20.0,80.38,0.7251654446064378,0.0,506.27483455539357,0.0,-1.0,0.0
2000-01-02 18:00:00,45369.45485694132,20.18676623077543,20.07256815302192,1270.331900611848,1216.300594947463,20.0,20.0,80.74000000000001,54.55769431652788,0.0,452.4423056834721,0.0,-1.0,0.0
2000-01-02 19:00:00,24544.841722566183,20.67982416938325,20.56532935832586,636.330739767015,701.3319103865858,20.0,20.0,80.92,262.2290452550637,0.0,244.77095474493638,0.0,1.0,0.0
2000-01-02 20:00:00,22106.603594195105,20.80047550588825,20.5279525159251,636.3630328623278,586.3690405703612,20.0,20.0,80.92,286.54412869804304,0.0,220.45587130195705,5463.143401438356,1.0,220.45587130195705
2000-01-02 21:00:00,0.0,19.26664015374777,19.14565566383837,1.00419977e-315,9.548834e-316,20.0,20.0,80.92,507.0,0.0,0.0,0.0,1.0,0.0
2000-01-02 22:00:00,0.0,19.04063319824563,18.94963477154175,1.004199374e-315,9.54882294e-316,20.0,21.0,80.92,507.0,0.0,0.0,0.0,1.0,0.0
2000-01-02 23:00:00,0.0,18.60878405533415,18.541814526339,1.004198425e-315,9.54882294e-316,21.0,22.0,80.56,507.00000000000006,0.0,0.0,0.0,1.0,0.0
2000-01-03 00:00:00,0.0,18.33850534737411,18.27186615336429,1.004199295e-315,9.54883006e-316,22.0,22.0,80.38,507.00000000000006,0.0,0.0,0.0,1.0,0.0
2000-01-03 01:00:00,0.0,17.82978516471775,17.77457042262241,1.00419977e-315,9.54882294e-316,22.0,22.0,80.02,507.00000000000006,0.0,0.0,0.0,1.0,0.0
2000-01-03 02:00:00,0.0,17.68020775013424,17.62360726796177,1.004199057e-315,9.5488245e-316,22.0,22.0,80.38,507.0,0.0,0.0,0.0,1.0,0.0
2000-01-03 03:00:00,0.0,17.60303470717116,17.5477064164232,1.004199057e-315,9.54882294e-316,22.0,22.0,80.92,507.0,0.0,0.0,0.0,1.0,0.0
2000-01-03 04:00:00,0.0,17.48394763418697,17.43134229764181,1.004199374e-315,9.5488332e-316,22.0,22.0,81.28,507.0,0.0,0.0,0.0,1.0,0.0
2000-01-03 05:00:00,0.0,17.39918517210819,17.34867702400786,1.00419977e-315,9.54882294e-316,22.0,22.0,80.92,507.0,0.0,0.0,0.0,1.0,0.0
2000-01-03 06:00:00,53492.066211765195,21.52613378177288,21.44683642610322,1463.786042542957,1501.69168933814,22.0,22.0,80.38,0.0,26.44422693495838,507.0,12564.027840000004,-1.0,507.0
2000-01-03 07:00:00,68032.65003906479,21.90273126078626,21.74928547138039,1852.742795781292,1877.27638158904,20.0,20.0,80.02,0.0,171.44873037353457,507.0,0.0,1.0,0.0
2000-01-03 08:00:00,58650.20747538349,22.1169880446652,21.99299160910719,1636.444402692346,1585.400762989287,20.0,20.0,80.38,0.0,77.88326965008035,507.0,10653.956039999992,1.0,507.0
2000-01-03 09:00:00,55484.23737663023,19.94562907868865,19.88737708947766,1544.541974285444,1552.520682929588,20.0,20.0,80.56,0.0,46.310952642292776,507.0,11417.98475999999,1.0,507.0
2000-01-03 10:00:00,59126.99973530267,20.09997807300567,20.10063221685358,1643.169097590007,1664.868386266808,18.0,18.0,80.92,0.0,82.63803230050556,507.0,11799.999120000006,-1.0,507.0
