 TIME                    	HPT_Power                	LPT_Power                	Cond_Heat                	Cond_TES_FGC_Heat        	FGC_Heat                 	TES_Heat                 	DeaPumps_Power           	CondPump_Power           	mdot_FUEL                	ToTES                    	
  +9.1300000000000000E+02	  +4.9391843941301800E+07	  +3.2707597188003503E+07	  +0.0000000000000000E+00	  +1.5321388262400001E+08	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.7681058107543814E+06	  +6.9333095385576962E+04	  +1.1507371387800981E+02	  +0.0000000000000000E+00	
  +9.1400000000000000E+02	  +4.8387994633112147E+07	  +3.1931528997455608E+07	  +0.0000000000000000E+00	  +1.5043214201400000E+08	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.7676453193407494E+06	  +6.8718894292904602E+04	  +1.1508411057132128E+02	  +0.0000000000000000E+00	
  +9.1500000000000000E+02	  +4.7614582467888981E+07	  +3.1105956510401897E+07	  +0.0000000000000000E+00	  +1.4901425731800002E+08	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.7676453193407494E+06	  +6.8446016435174301E+04	  +1.1512925835372552E+02	  +0.0000000000000000E+00	
  +9.1600000000000000E+02	  +4.7461865670281529E+07	  +3.0713531253170963E+07	  +0.0000000000000000E+00	  +1.4856885815400001E+08	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.7674516481937557E+06	  +6.8506007987633056E+04	  +1.1513985824563196E+02	  +0.0000000000000000E+00	
  +9.1700000000000000E+02	  +4.7461270574393466E+07	  +3.0768327899343777E+07	  +0.0000000000000000E+00	  +1.4862146261400002E+08	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.7674825017950258E+06	  +6.8494539434552178E+04	  +1.1514864429887797E+02	  +0.0000000000000000E+00	
  +9.1800000000000000E+02	  +4.7495345667468593E+07	  +3.0985690825097926E+07	  +0.0000000000000000E+00	  +1.4886647508600000E+08	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.7674054887564017E+06	  +6.8361046612596590E+04	  +1.1514721316798750E+02	  +0.0000000000000000E+00	
  +9.1900000000000000E+02	  +4.7514225666164041E+07	  +3.1199263497382510E+07	  +0.0000000000000000E+00	  +1.4904065489399999E+08	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.7674237043839917E+06	  +6.8421571081326358E+04	  +1.1514780680050079E+02	  +0.0000000000000000E+00	
  +9.2000000000000000E+02	  +4.7533094834981292E+07	  +3.1105656707313217E+07	  +0.0000000000000000E+00	  +1.4923543330800000E+08	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.7674168165920069E+06	  +6.8371978705833739E+04	  +1.1515008229171902E+02	  +0.0000000000000000E+00	
  +9.2100000000000000E+02	  +4.7540426289744362E+07	  +3.1143723637755111E+07	  +0.0000000000000000E+00	  +1.4913109879200000E+08	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.7674154602169148E+06	  +6.8306074841628186E+04	  +1.1514952654671428E+02	  +0.0000000000000000E+00	
  +9.2200000000000000E+02	  +4.7519996780926690E+07	  +3.1342454231611751E+07	  +0.0000000000000000E+00	  +1.4893759760400000E+08	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.7674206468680175E+06	  +6.8316189548780909E+04	  +1.1514965022579248E+02	  +0.0000000000000000E+00	
  +9.2300000000000000E+02	  +4.7485561687744029E+07	  +3.1514021095468581E+07	  +0.0000000000000000E+00	  +1.4863169842199999E+08	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.7674182517323249E+06	  +6.8407361041554090E+04	  +1.1514985057699499E+02	  +0.0000000000000000E+00	
  +9.2400000000000000E+02	  +4.7432318013172314E+07	  +3.1762985117040955E+07	  +0.0000000000000000E+00	  +1.4831130972600001E+08	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.7674246948083041E+06	  +6.8251525356033613E+04	  +1.1515163193592798E+02	  +0.0000000000000000E+00	
  +9.2500000000000000E+02	  +4.7441468609021433E+07	  +3.1691248048761040E+07	  +0.0000000000000000E+00	  +1.4829157216799998E+08	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.7674000071450730E+06	  +6.8254840187301248E+04	  +1.1515218841552877E+02	  +0.0000000000000000E+00	
  +9.2600000000000000E+02	  +4.7443013869677775E+07	  +3.1347791520781871E+07	  +0.0000000000000000E+00	  +1.4839042350599998E+08	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.7673966563072773E+06	  +6.8211199639896397E+04	  +1.1515389342270684E+02	  +0.0000000000000000E+00	
  +9.2700000000000000E+02	  +4.7641825767399445E+07	  +3.1300263595521443E+07	  +0.0000000000000000E+00	  +1.4898515081400001E+08	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.7673879900736480E+06	  +6.8237279609307341E+04	  +1.1515467676618157E+02	  +0.0000000000000000E+00	
  +9.2800000000000000E+02	  +4.8789796992376238E+07	  +3.1943702712059952E+07	  +0.0000000000000000E+00	  +1.5163783916400000E+08	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.7677412498290956E+06	  +6.9076243319623114E+04	  +1.1514929866385580E+02	  +0.0000000000000000E+00	
  +9.2900000000000000E+02	  +5.0016535852085397E+07	  +3.2805448058517814E+07	  +0.0000000000000000E+00	  +1.5507860790600002E+08	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.7681115221564029E+06	  +6.9994470947390277E+04	  +1.1510678930200446E+02	  +0.0000000000000000E+00	
  +9.3000000000000000E+02	  +5.0314542751084045E+07	  +3.3017348317829203E+07	  +0.0000000000000000E+00	  +1.5643517140799999E+08	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.7681115221564029E+06	  +6.9988318970610562E+04	  +1.1506555635946810E+02	  +0.0000000000000000E+00	
  +9.3100000000000000E+02	  +5.0319130839040592E+07	  +3.3027840523763288E+07	  +0.0000000000000000E+00	  +1.5653390661000001E+08	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.7681506391199396E+06	  +6.9939271659838807E+04	  +1.1506137196499142E+02	  +0.0000000000000000E+00	
  +9.3200000000000000E+02	  +5.0314072553616248E+07	  +3.3054257521698691E+07	  +0.0000000000000000E+00	  +1.5658535197799999E+08	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.7682161337785760E+06	  +6.9989745248501102E+04	  +1.1506363781811692E+02	  +0.0000000000000000E+00	
  +9.3300000000000000E+02	  +5.0306871785460562E+07	  +3.2980183930266336E+07	  +0.0000000000000000E+00	  +1.5659573875200000E+08	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.7681993159862971E+06	  +7.0147805298381238E+04	  +1.1506196687958899E+02	  +0.0000000000000000E+00	
  +9.3400000000000000E+02	  +5.0318892908925235E+07	  +3.2606854566493846E+07	  +0.0000000000000000E+00	  +1.5664950320399997E+08	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.7682045117697115E+06	  +7.0122948131305413E+04	  +1.1506262342231540E+02	  +0.0000000000000000E+00	
  +9.3500000000000000E+02	  +4.9880845012674093E+07	  +3.1916395523594096E+07	  +0.0000000000000000E+00	  +1.5566783581799999E+08	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.7681973981118500E+06	  +7.0048438945385205E+04	  +1.1506030625961627E+02	  +0.0000000000000000E+00	
  +9.3600000000000000E+02	  +4.7208836730157934E+07	  +3.0050448305830508E+07	  +0.0000000000000000E+00	  +1.5590525828399998E+08	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.7674816377809187E+06	  +6.8366228943424794E+04	  +1.1512940395723471E+02	  +0.0000000000000000E+00	
  +9.3700000000000000E+02	  +4.4988205975821033E+07	  +2.8516459069431767E+07	  +0.0000000000000000E+00	  +1.5986030650200003E+08	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.7667611286344111E+06	  +6.6716977075400238E+04	  +1.1521226115358667E+02	  +0.0000000000000000E+00	
  +9.3800000000000000E+02	  +4.4788762928512491E+07	  +2.8311020492705639E+07	  +0.0000000000000000E+00	  +1.6271853838200000E+08	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.7665682000221466E+06	  +6.6801032590766248E+04	  +1.1524134593450569E+02	  +0.0000000000000000E+00	
  +9.3900000000000000E+02	  +4.4772344344868451E+07	  +2.8086801279719610E+07	  +0.0000000000000000E+00	  +1.6307472059999999E+08	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.7666168600199823E+06	  +6.6814690346257456E+04	  +1.1524398887010319E+02	  +0.0000000000000000E+00	
  +9.4000000000000000E+02	  +4.5487401248192772E+07	  +2.8408353526371978E+07	  +0.0000000000000000E+00	  +1.6486357901400000E+08	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.7668141163676607E+06	  +6.7452063446759785E+04	  +1.1524095360489284E+02	  +0.0000000000000000E+00	
  +9.4100000000000000E+02	  +4.7964990061731815E+07	  +3.0009502119570270E+07	  +0.0000000000000000E+00	  +1.6234390315799996E+08	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.7674781338964235E+06	  +6.9301350956971699E+04	  +1.1514912712689069E+02	  +0.0000000000000000E+00	
  +9.4200000000000000E+02	  +4.8806397845857158E+07	  +3.0545301927983519E+07	  +0.0000000000000000E+00	  +1.5541125445800000E+08	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.7676760995938610E+06	  +6.9572612918696657E+04	  +1.1511650709391336E+02	  +0.0000000000000000E+00	
  +9.4300000000000000E+02	  +4.6313072090481274E+07	  +2.9092661641517073E+07	  +0.0000000000000000E+00	  +1.4817572674200001E+08	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.7672159954381292E+06	  +6.7814117936577924E+04	  +1.1515663557500567E+02	  +0.0000000000000000E+00	
  +9.4400000000000000E+02	  +4.4872770787420452E+07	  +2.8236564420206092E+07	  +0.0000000000000000E+00	  +1.4369648279400000E+08	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.7666237112377814E+06	  +6.6899836883825614E+04	  +1.1523990501379488E+02	  +0.0000000000000000E+00	
  +9.4500000000000000E+02	  +4.4862639555848613E+07	  +2.8358873421286650E+07	  +0.0000000000000000E+00	  +1.4363541925200000E+08	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.7666237112377814E+06	  +6.6815529663271518E+04	  +1.1524288799265403E+02	  +0.0000000000000000E+00	
  +9.4600000000000000E+02	  +4.4844528197107315E+07	  +2.8474201637817811E+07	  +0.0000000000000000E+00	  +1.4367561766200000E+08	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.7665752757763886E+06	  +6.6816355217704317E+04	  +1.1523958069839681E+02	  +0.0000000000000000E+00	
  +9.4700000000000000E+02	  +4.4844247952885076E+07	  +2.8531365033103157E+07	  +0.0000000000000000E+00	  +1.4371372110599998E+08	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.7665945990018470E+06	  +6.6805930342683670E+04	  +1.1523947829299712E+02	  +0.0000000000000000E+00	
  +9.4800000000000000E+02	  +4.4840883267907426E+07	  +2.8614805016192243E+07	  +0.0000000000000000E+00	  +1.4370423114599997E+08	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.7665937307165724E+06	  +6.6802054245866791E+04	  +1.1524042558635810E+02	  +0.0000000000000000E+00	
  +9.4900000000000000E+02	  +4.4417656869016260E+07	  +2.8351204398275070E+07	  +0.0000000000000000E+00	  +1.4255978036399999E+08	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.7665845441481876E+06	  +6.6300707653313380E+04	  +1.1524113873728560E+02	  +0.0000000000000000E+00	
  +9.5000000000000000E+02	  +4.3491987956668347E+07	  +2.7778559637977742E+07	  +0.0000000000000000E+00	  +1.3962573644400001E+08	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.7661006386785153E+06	  +6.5727038696510164E+04	  +1.1525245775443035E+02	  +0.0000000000000000E+00	
  +9.5100000000000000E+02	  +4.2213579859060213E+07	  +2.6748542808812194E+07	  +0.0000000000000000E+00	  +1.3604688410400000E+08	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.7656501995808925E+06	  +6.4721090028243831E+04	  +1.1535347018098476E+02	  +0.0000000000000000E+00	
  +9.5200000000000000E+02	  +3.9476693386236370E+07	  +2.4730420760483954E+07	  +0.0000000000000000E+00	  +1.2861440224199998E+08	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.7647565219015211E+06	  +6.2711061364787325E+04	  +1.1544339655652793E+02	  +0.0000000000000000E+00	
  +9.5300000000000000E+02	  +3.7790319606461853E+07	  +2.3418833187246524E+07	  +0.0000000000000000E+00	  +1.2227512372199999E+08	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.7639814353616345E+06	  +6.1228677009844207E+04	  +1.1553643597926121E+02	  +0.0000000000000000E+00	
  +9.5400000000000000E+02	  +3.8928183911501773E+07	  +2.4117035063290510E+07	  +0.0000000000000000E+00	  +1.2427471067399999E+08	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.7642177254561211E+06	  +6.2420922878225567E+04	  +1.1550670595703919E+02	  +0.0000000000000000E+00	
  +9.5500000000000000E+02	  +3.9378926844067827E+07	  +2.4384994565142356E+07	  +0.0000000000000000E+00	  +1.2592849307400000E+08	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.7643688242856425E+06	  +6.2693832552115819E+04	  +1.1549615095757679E+02	  +0.0000000000000000E+00	
  +9.5600000000000000E+02	  +3.8717356377878919E+07	  +2.3854254440272011E+07	  +0.0000000000000000E+00	  +1.2423625968600000E+08	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.7642485182521199E+06	  +6.2129096394066037E+04	  +1.1548404229473728E+02	  +0.0000000000000000E+00	
  +9.5700000000000000E+02	  +3.8270309258233383E+07	  +2.3518331928963795E+07	  +0.0000000000000000E+00	  +1.2286565211600000E+08	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.7642485182521199E+06	  +6.1892943673166010E+04	  +1.1551234954937335E+02	  +0.0000000000000000E+00	
  +9.5800000000000000E+02	  +3.7767235955537766E+07	  +2.3146421775125965E+07	  +0.0000000000000000E+00	  +1.2128639866199999E+08	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.7638310302059071E+06	  +6.1367402499746677E+04	  +1.1552292704745501E+02	  +0.0000000000000000E+00	
  +9.5900000000000000E+02	  +3.6683457702037670E+07	  +2.2409739404920120E+07	  +0.0000000000000000E+00	  +1.1802674122200002E+08	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.7634464470367103E+06	  +6.0391942754306641E+04	  +1.1562130086290202E+02	  +0.0000000000000000E+00	
  +9.6000000000000000E+02	  +3.5813495792001605E+07	  +2.1858383073510051E+07	  +0.0000000000000000E+00	  +1.1555681067000000E+08	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.7630301320968973E+06	  +5.9781594003163809E+04	  +1.1561769082802469E+02	  +0.0000000000000000E+00	
  +9.6100000000000000E+02	  +3.5791909562720351E+07	  +2.1794315933987148E+07	  +0.0000000000000000E+00	  +1.1569249992600000E+08	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.7630301320968973E+06	  +5.9852198207456036E+04	  +1.1567484210052395E+02	  +0.0000000000000000E+00	
  +9.6200000000000000E+02	  +3.5777922075367376E+07	  +2.1724712992608532E+07	  +0.0000000000000000E+00	  +1.1590235040600000E+08	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.7629048667513190E+06	  +5.9865023226661026E+04	  +1.1566583777104516E+02	  +0.0000000000000000E+00	
  +9.6300000000000000E+02	  +3.5823153556582302E+07	  +2.1623462717552789E+07	  +0.0000000000000000E+00	  +1.1597962802399997E+08	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.7629500566561313E+06	  +5.9867455146202439E+04	  +1.1566545747164243E+02	  +0.0000000000000000E+00	
  +9.6400000000000000E+02	  +3.6159414518045828E+07	  +2.1737977731009524E+07	  +0.0000000000000000E+00	  +1.1706129838800000E+08	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.7631332754974465E+06	  +6.0165529564001336E+04	  +1.1566188098518037E+02	  +0.0000000000000000E+00	
  +9.6500000000000000E+02	  +3.6701753487152755E+07	  +2.1971715984896418E+07	  +0.0000000000000000E+00	  +1.1858212431000000E+08	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.7633710660473669E+06	  +6.0712786790018290E+04	  +1.1563358222636711E+02	  +0.0000000000000000E+00	
  +9.6600000000000000E+02	  +3.8219070391330585E+07	  +2.2869890438173413E+07	  +0.0000000000000000E+00	  +1.2238802604000001E+08	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.7639377097343041E+06	  +6.2213489007245946E+04	  +1.1554519452857839E+02	  +0.0000000000000000E+00	
  +9.6700000000000000E+02	  +4.0935746452836648E+07	  +2.4496764297027238E+07	  +0.0000000000000000E+00	  +1.2991506760799998E+08	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.7650953831224397E+06	  +6.4370379967636232E+04	  +1.1542345346878673E+02	  +0.0000000000000000E+00	
  +9.6800000000000000E+02	  +4.3702830943426415E+07	  +2.6189898741068922E+07	  +0.0000000000000000E+00	  +1.3787680260600001E+08	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.7662242515134327E+06	  +6.6523138872764423E+04	  +1.1530425152328766E+02	  +0.0000000000000000E+00	
  +9.6900000000000000E+02	  +4.6336800524183787E+07	  +2.7854067190023154E+07	  +0.0000000000000000E+00	  +1.4556567547799999E+08	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.7670025940235867E+06	  +6.8438599389596828E+04	  +1.1519741358527578E+02	  +0.0000000000000000E+00	
  +9.7000000000000000E+02	  +4.8777259819889411E+07	  +2.9532943163415685E+07	  +0.0000000000000000E+00	  +1.5284803444200000E+08	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.7678397210936539E+06	  +7.0085621540068503E+04	  +1.1511164842266001E+02	  +0.0000000000000000E+00	
  +9.7100000000000000E+02	  +4.9830001272811666E+07	  +3.0329917007380262E+07	  +0.0000000000000000E+00	  +1.5601910652000001E+08	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.7681629322076915E+06	  +7.0570340541657293E+04	  +1.1508257752007283E+02	  +0.0000000000000000E+00	
  +9.7200000000000000E+02	  +4.9806835572939865E+07	  +3.0384699619037539E+07	  +0.0000000000000000E+00	  +1.5590027215799999E+08	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.7681629322076915E+06	  +7.0634318615034266E+04	  +1.1505175357981771E+02	  +0.0000000000000000E+00	
  +9.7300000000000000E+02	  +4.9982348432109416E+07	  +3.0521325735773627E+07	  +0.0000000000000000E+00	  +1.5645131019000000E+08	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.7681923944630248E+06	  +7.0611182275838262E+04	  +1.1505357245662414E+02	  +0.0000000000000000E+00	
  +9.7400000000000000E+02	  +5.0244792929051556E+07	  +3.0652052465212606E+07	  +0.0000000000000000E+00	  +1.5719123681999999E+08	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.7681920003336985E+06	  +7.0575596994744046E+04	  +1.1505041394796511E+02	  +0.0000000000000000E+00	
  +9.7500000000000000E+02	  +4.9930708499117598E+07	  +3.0389286448712438E+07	  +0.0000000000000000E+00	  +1.5650813204999998E+08	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.7682247722139393E+06	  +7.0629100536729209E+04	  +1.1504709594458400E+02	  +0.0000000000000000E+00	
  +9.7600000000000000E+02	  +4.9047860558996633E+07	  +2.9745291119971864E+07	  +0.0000000000000000E+00	  +1.5395120784000000E+08	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.7679643926179360E+06	  +7.0162414404575742E+04	  +1.1505228420078275E+02	  +0.0000000000000000E+00	
  +9.7700000000000000E+02	  +4.6425370186256632E+07	  +2.8125190454772718E+07	  +0.0000000000000000E+00	  +1.4702694424200001E+08	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.7673189762973790E+06	  +6.8342786319759529E+04	  +1.1514114639643319E+02	  +0.0000000000000000E+00	
  +9.7800000000000000E+02	  +4.3900361148204900E+07	  +2.6519895051547512E+07	  +0.0000000000000000E+00	  +1.4015910252599999E+08	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.7664765745652232E+06	  +6.6700011753056941E+04	  +1.1523840292990243E+02	  +0.0000000000000000E+00	
  +9.7900000000000000E+02	  +4.3463719188113451E+07	  +2.6125393704582475E+07	  +0.0000000000000000E+00	  +1.3881819382200000E+08	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.7662542894130321E+06	  +6.6328018657640656E+04	  +1.1527030933334579E+02	  +0.0000000000000000E+00	
  +9.8000000000000000E+02	  +4.3547880119714528E+07	  +2.6167413217904635E+07	  +0.0000000000000000E+00	  +1.3909995543600002E+08	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.7661849911552388E+06	  +6.6378685150063116E+04	  +1.1527423022504532E+02	  +0.0000000000000000E+00	
  +9.8100000000000000E+02	  +4.3564273036365703E+07	  +2.6227380464629550E+07	  +0.0000000000000000E+00	  +1.3906224745200002E+08	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.7662080169916942E+06	  +6.6367705720766055E+04	  +1.1527789750802064E+02	  +0.0000000000000000E+00	
  +9.8200000000000000E+02	  +4.2787214790167920E+07	  +2.5704796604101487E+07	  +0.0000000000000000E+00	  +1.3708127325600001E+08	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.7659350223204491E+06	  +6.5796229619398611E+04	  +1.1527786025356774E+02	  +0.0000000000000000E+00	
  +9.8300000000000000E+02	  +4.1069942209214553E+07	  +2.4588792454574857E+07	  +0.0000000000000000E+00	  +1.3246126815600000E+08	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.7654133127196506E+06	  +6.4416646889544347E+04	  +1.1536370018174755E+02	  +0.0000000000000000E+00	
  +9.8400000000000000E+02	  +3.9912689858238824E+07	  +2.3799580578198560E+07	  +0.0000000000000000E+00	  +1.2897018919800000E+08	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.7648331468017087E+06	  +6.3680169379803643E+04	  +1.1544216130077056E+02	  +0.0000000000000000E+00	
  +9.8500000000000000E+02	  +3.9407569806556530E+07	  +2.3386988403411578E+07	  +0.0000000000000000E+00	  +1.2718519023600002E+08	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.7646121971051104E+06	  +6.3298519830496130E+04	  +1.1543881697819727E+02	  +0.0000000000000000E+00	
  +9.8600000000000000E+02	  +3.9427399098822743E+07	  +2.3443953550423749E+07	  +0.0000000000000000E+00	  +1.2706347533400001E+08	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.7646121971051104E+06	  +6.3284180313764344E+04	  +1.1546310921614717E+02	  +0.0000000000000000E+00	
  +9.8700000000000000E+02	  +4.0925993592904240E+07	  +2.4377620439934976E+07	  +0.0000000000000000E+00	  +1.3077522604800002E+08	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.7651253300985277E+06	  +6.4661149225136011E+04	  +1.1540586238035554E+02	  +0.0000000000000000E+00	
  +9.8800000000000000E+02	  +4.2413677203467041E+07	  +2.5187656707946815E+07	  +0.0000000000000000E+00	  +1.3476149641799998E+08	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.7657031055916050E+06	  +6.5677079364090532E+04	  +1.1532815111048960E+02	  +0.0000000000000000E+00	
  +9.8900000000000000E+02	  +4.3031649079296038E+07	  +2.5608899670035418E+07	  +0.0000000000000000E+00	  +1.3655937522600001E+08	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.7660391541417087E+06	  +6.6253701646121219E+04	  +1.1531783738553246E+02	  +0.0000000000000000E+00	
  +9.9000000000000000E+02	  +4.5780390146442123E+07	  +2.7282818774146676E+07	  +0.0000000000000000E+00	  +1.4425334531999999E+08	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.7668299733259813E+06	  +6.8117617113752698E+04	  +1.1521570251403394E+02	  +0.0000000000000000E+00	
  +9.9100000000000000E+02	  +5.1122540243517764E+07	  +3.0468050740529709E+07	  +0.0000000000000000E+00	  +1.5966128215799999E+08	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.7683475667386861E+06	  +7.1549919107549431E+04	  +1.1500145170035796E+02	  +0.0000000000000000E+00	
  +9.9200000000000000E+02	  +5.4872098853072688E+07	  +3.2789514214257434E+07	  +0.0000000000000000E+00	  +1.7050327914600000E+08	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.7694030946998454E+06	  +7.3671782555978221E+04	  +1.1494081594105249E+02	  +0.0000000000000000E+00	
  +9.9300000000000000E+02	  +5.5711159268431023E+07	  +3.3453212566192277E+07	  +0.0000000000000000E+00	  +1.7285031583199999E+08	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.7694789772054898E+06	  +7.4034755890962828E+04	  +1.1490978859064255E+02	  +0.0000000000000000E+00	
  +9.9400000000000000E+02	  +5.5779827132145382E+07	  +3.3595808161793865E+07	  +0.0000000000000000E+00	  +1.7264947080599999E+08	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.7695999221163238E+06	  +7.3973540151524649E+04	  +1.1490187934162847E+02	  +0.0000000000000000E+00	
  +9.9500000000000000E+02	  +5.5973918839718401E+07	  +3.4247147931071088E+07	  +0.0000000000000000E+00	  +1.7305624377000001E+08	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.7695815656379119E+06	  +7.3862481668859546E+04	  +1.1489846392129533E+02	  +0.0000000000000000E+00	
  +9.9600000000000000E+02	  +5.6043124564637169E+07	  +3.4612248079860307E+07	  +0.0000000000000000E+00	  +1.7358629005800003E+08	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.7695929980487931E+06	  +7.3791136508538213E+04	  +1.1489474867495655E+02	  +0.0000000000000000E+00	
  +9.9700000000000000E+02	  +5.6119668627588689E+07	  +3.4609226567556173E+07	  +0.0000000000000000E+00	  +1.7402280921000001E+08	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.7696404858488208E+06	  +7.3782076946131652E+04	  +1.1489655903175750E+02	  +0.0000000000000000E+00	
  +9.9800000000000000E+02	  +5.6470776340936601E+07	  +3.4817256698652133E+07	  +0.0000000000000000E+00	  +1.7508021996599999E+08	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.7696350464348311E+06	  +7.3750708269405935E+04	  +1.1489893611008158E+02	  +0.0000000000000000E+00	
  +9.9900000000000000E+02	  +3.2725690051987518E+07	  +1.3748555032567434E+07	  +0.0000000000000000E+00	  +1.7718857884799999E+08	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.1237396757576638E+06	  +3.9178819293424815E+04	  +1.2111192564198328E+02	  +0.0000000000000000E+00	
  +1.0000000000000000E+03	  +3.3029623535362452E+07	  +1.3853143942646556E+07	  +0.0000000000000000E+00	  +1.7996040872999999E+08	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.1238229360551562E+06	  +3.9400681435990686E+04	  +1.2111879367411895E+02	  +0.0000000000000000E+00	
  +1.0010000000000000E+03	  +3.3019040506445229E+07	  +1.3848376931172932E+07	  +0.0000000000000000E+00	  +1.8079031244600004E+08	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.1238229360551562E+06	  +3.9398607678646520E+04	  +1.2108841184943221E+02	  +0.0000000000000000E+00	
