Date/Time;Environment:Site Outdoor Air Drybulb Temperature [C](Hourly);ZONE ONE LIGHTS:Lights Electric Energy [J](Hourly);ZONE ONE:Zone Air Temperature [C](Hourly);RADIATOR:Baseboard Total Heating Rate [W](Hourly);RADIATOR:Baseboard Hot Water Mass Flow Rate [kg/s](Hourly);RADIATOR:Baseboard Water Inlet Temperature [C](Hourly);RADIATOR:Baseboard Water Outlet Temperature [C](Hourly);DISTRICT HEATING 1:District Heating Rate [W](Hourly);DISTRICT HEATING 1:District Heating Inlet Temperature [C](Hourly);DISTRICT HEATING 1:District Heating Outlet Temperature [C](Hourly);DISTRICT HEATING 1:District Heating Mass Flow Rate [kg/s](Hourly);DistrictHeating:Facility [J](Hourly) 
 01/25  22:00:00;-5.641666667;720000;20.07851706;955.0883801;0.0114889;55;24.02492872;1493.186253;23.90308665;55;0.0114889;5375470.51
 01/25  23:00:00;-5.483333333;360000;20.08486504;1033.146588;0.012491402;55;24.16305441;1621.408103;23.94273609;55;0.012491402;5837069.172
 01/25  24:00:00;-5.341666667;180000;20.08632646;1059.445618;0.01283886;55;24.20944191;1663.924552;23.99071241;55;0.01283886;5990128.387
 01/26  01:00:00;-5.241666667;180000;20.08542639;1048.18346;0.012699307;55;24.1913502;1643.528458;24.03405384;55;0.012699307;5916702.451
 01/26  02:00:00;-5.608333333;180000;20.08497306;1052.899561;0.012759115;55;24.19843381;1649.338332;24.07007824;55;0.012759115;5937617.996
 01/26  03:00:00;-6.308333333;180000;20.08690617;1076.283488;0.013058157;55;24.23741559;1686.077114;24.10507845;55;0.013058157;6069877.612
 01/26  04:00:00;-7.066666667;180000;20.08872266;1097.211945;0.013323022;55;24.27261644;1718.237524;24.14162941;55;0.013323022;6185655.088
 01/26  05:00:00;-7.808333333;180000;20.0909008;1121.995599;0.013636304;55;24.31259008;1756.529864;24.17852644;55;0.013636304;6323507.511
 01/26  06:00:00;-8.508333333;360000;20.09033692;1105.531933;0.013417007;55;24.28557923;1726.457292;24.21096149;55;0.013417007;6215246.251
 01/26  07:00:00;-9.208333333;360000;20.09334802;1136.195919;0.013804337;55;24.33516635;1774.565942;24.24090235;55;0.013804337;6388437.392
 01/26  08:00:00;-9.558333333;1080000;20.08145835;985.5822652;0.01186199;55;24.07935708;1524.396347;24.2506398;55;0.01186199;5487826.85
 01/26  09:00:00;-9.6;3240000;20.04237759;500.1142861;0.005807106;55;23.0360714;747.332399;24.2089431;55;0.005807106;2690396.636
 01/26  10:00:00;-9.658333333;3240000;20.04853643;547.61926;0.006363893;55;23.15402897;820.8320641;24.1380221;55;0.006363893;2954995.431
 01/26  11:00:00;-9.758333333;3240000;20.04670724;531.66345;0.006170228;55;23.11368377;797.5452075;24.07240106;55;0.006170228;2871162.747
 01/26  12:00:00;-9.858333333;3240000;20.0450485;517.1057501;0.005995075;55;23.07569026;776.4698293;24.01031646;55;0.005995075;2795291.385
 01/26  13:00:00;-9.958333333;3240000;20.0443747;504.2758079;0.005841282;55;23.04271634;757.9667132;23.95203134;55;0.005841282;2728680.167
 01/26  14:00:00;-10.175;3240000;20.03031254;338.1707627;0.003860487;55;22.55352149;501.8205055;23.89504682;55;0.003860487;1806553.82
 01/26  15:00:00;-10.475;3240000;20.02272202;269.6149546;0.003064466;55;22.32434664;399.0850487;23.84195783;55;0.003064466;1436706.175
 01/26  16:00:00;-10.775;3240000;20.04002571;475.8595915;0.005516608;55;22.95602923;719.6266615;23.79079658;55;0.005516608;2590655.981
 01/26  17:00:00;-11.30833333;3240000;20.05508985;630.6721215;0.007373515;55;23.35202175;962.916262;23.75461059;55;0.007373515;3466498.543
 01/26  18:00:00;-11.95;1800000;20.08970109;1019.832884;0.012229384;55;24.12943959;1595.881504;23.77744903;55;0.012229384;5745173.413
 01/26  19:00:00;-12.60833333;1080000;20.10139829;1180.253734;0.014305588;55;24.40068338;1861.557211;23.86507075;55;0.014305588;6701605.959
 01/26  20:00:00;-13.30833333;1080000;20.100905;1185.284245;0.014376789;55;24.40994367;1864.809679;23.96440534;55;0.014376789;6713314.844
 01/26  21:00:00;-14.00833333;720000;20.10978325;1300.106497;0.015863453;55;24.58534812;2050.593725;24.0705996;55;0.015863453;7382137.409
 01/26  22:00:00;-14.70833333;720000;20.11154779;1316.890143;0.016085599;55;24.61211023;2071.967552;24.17938606;55;0.016085599;7459083.185
 01/26  23:00:00;-15.35;360000;20.12007995;1424.866466;0.017491807;55;24.76574992;2244.88518;24.29158381;55;0.017491807;8081586.649
 01/26  24:00:00;-16.00833333;180000;20.124334;1481.16696;0.018244395;55;24.84636529;2332.435846;24.40964735;55;0.018244395;8396769.046
 01/27  01:00:00;-16.70833333;180000;20.1259213;1499.756324;0.018489325;55;24.87172721;2355.377979;24.51761354;55;0.018489325;8479360.724
 01/27  02:00:00;-17;180000;20.12586774;1513.264695;0.018665902;55;24.88937709;2370.643649;24.610123;55;0.018665902;8534317.138
 01/27  03:00:00;-17;180000;20.12634506;1508.976302;0.018608942;55;24.8839304;2357.548946;24.68531656;55;0.018608942;8487176.206
 01/27  04:00:00;-17;180000;20.12501668;1496.653191;0.018449453;55;24.86779563;2332.900822;24.74276779;55;0.018449453;8398442.958
 01/27  05:00:00;-16.94166667;180000;20.12581737;1505.607525;0.018563373;55;24.8788075;2343.80886;24.78766233;55;0.018563373;8437711.896
 01/27  06:00:00;-16.78333333;360000;20.12298105;1463.864669;0.018016554;55;24.8229857;2272.38909;24.81916596;55;0.018016554;8180600.725
 01/27  07:00:00;-16.64166667;360000;20.12303866;1460.897857;0.017976682;55;24.81906295;2265.880577;24.83882477;55;0.017976682;8157170.076
 01/27  08:00:00;-16.13333333;1080000;20.10646268;1273.843787;0.015527387;55;24.54899047;1957.805531;24.82890135;55;0.015527387;7048099.911
 01/27  09:00:00;-15.33333333;3240000;20.06368697;743.2973696;0.008769044;55;23.60908705;1108.36191;24.75642201;55;0.008769044;3990102.875
 01/27  10:00:00;-14.53333333;3240000;20.06215069;707.9217936;0.008316209;55;23.52727041;1054.722285;24.65093392;55;0.008316209;3797000.226
 01/27  11:00:00;-13.55833333;3240000;20.05208351;593.2918699;0.006912137;55;23.26488557;879.5531219;24.55046327;55;0.006912137;3166391.239
 01/27  12:00:00;-12.51666667;3240000;20.04342473;497.1147048;0.005754418;55;23.0237066;734.5452867;24.45513002;55;0.005754418;2644363.032
 01/27  13:00:00;-11.45833333;3240000;20.0373257;433.6144721;0.004996845;55;22.84969583;639.7008729;24.366569;55;0.004996845;2302923.142
 01/27  14:00:00;-10.825;3240000;20.03665237;425.8157214;0.004902861;55;22.82594776;629.3928388;24.28430284;55;0.004902861;2265814.22
 01/27  15:00:00;-10.58333333;3240000;20.04262823;495.2218816;0.005735906;55;23.0167647;738.2112511;24.20655441;55;0.005735906;2657560.504
 01/27  16:00:00;-10.325;3240000;20.04973051;569.7550369;0.006633031;55;23.2071304;855.6256933;24.13583767;55;0.006633031;3080252.496
 01/27  17:00:00;-9.966666667;3240000;20.05308177;609.5259954;0.007114346;55;23.30387532;919.5268941;24.07443916;55;0.007114346;3310296.819
 01/27  18:00:00;-9.566666667;1800000;20.08205867;947.7791233;0.011326563;55;24.00129735;1465.050131;24.05135062;55;0.011326563;5274180.47
 01/27  19:00:00;-9.166666667;1080000;20.08929741;1057.047738;0.012744875;55;24.19901285;1647.409061;24.07197395;55;0.012744875;5930672.62
 01/27  20:00:00;-8.416666667;1080000;20.08416302;1009.187079;0.01214964;55;24.11913265;1569.184303;24.09705951;55;0.01214964;5649063.491
 01/27  21:00:00;-7.475;720000;20.08747542;1052.833325;0.012716395;55;24.19450062;1641.183934;24.11964569;55;0.012716395;5908262.161
 01/27  22:00:00;-6.516666667;720000;20.08159315;998.4355496;0.012032871;55;24.10156584;1552.104915;24.13665039;55;0.012032871;5587577.695
 01/27  23:00:00;-5.866666667;360000;20.08562697;1049.165783;0.012690763;55;24.18967299;1636.171149;24.15162786;55;0.012690763;5890216.135
 01/27  24:00:00;-5.525;180000;20.08602445;1063.646059;0.012890124;55;24.21550589;1660.748529;24.17242641;55;0.012890124;5978694.706
 01/28  01:00:00;-5.166666667;180000;20.09089482;1136.626068;0.013841361;55;24.33462359;1781.757683;24.19850447;55;0.013841361;6414327.659
 01/28  02:00:00;-4.766666667;180000;20.08351549;1093.950615;0.013323022;55;24.26704312;1712.842965;24.23865913;55;0.013323022;6166234.675
 01/28  03:00:00;-4.425;180000;20.08105234;1010.727086;0.012223688;55;24.12552604;1571.295161;24.24245237;55;0.012223688;5656662.579
 01/28  04:00:00;-4.066666667;180000;20.07940869;998.0608675;0.012064199;55;24.10330597;1551.006842;24.23823358;55;0.012064199;5583624.631
 01/28  05:00:00;-3.666666667;180000;20.0785212;982.1053598;0.01186199;55;24.07547489;1525.352274;24.23134891;55;0.01186199;5491268.185
 01/28  06:00:00;-3.266666667;180000;20.07661764;964.7531328;0.011642693;55;24.04417589;1497.631804;24.2215233;55;0.011642693;5391474.495
 01/28  07:00:00;-2.866666667;360000;20.07252423;906.4552381;0.01089936;55;23.93732388;1402.798384;24.20439238;55;0.01089936;5050074.182
 01/28  08:00:00;-2.525;360000;20.07224835;903.7640456;0.010865184;55;23.93228474;1399.353057;24.18344088;55;0.010865184;5037671.006
 01/28  09:00:00;-2.225;1080000;20.0577182;717.2474546;0.008512722;55;23.55791669;1097.653605;24.14771379;55;0.008512722;3951552.979
 01/28  10:00:00;-1.925;1080000;20.06347447;785.4466056;0.009361431;55;23.69515268;1208.833958;24.10367223;55;0.009361431;4351802.247
 01/28  11:00:00;-1.625;1080000;20.05562373;736.8622438;0.008780436;55;23.59556098;1134.891897;24.07270612;55;0.008780436;4085610.829
 01/28  12:00:00;-1.266666667;1080000;20.05159838;632.764616;0.007464652;55;23.3675947;966.3224707;24.02555837;55;0.007464652;3478760.895
 01/28  13:00:00;-0.925;540000;20.05939802;735.7094042;0.008751956;55;23.59602251;1134.444833;23.98541545;55;0.008751956;4084001.399
 01/28  14:00:00;-0.8;540000;20.05694262;720.6114262;0.00857253;55;23.56522495;1112.30935;23.95437942;55;0.00857253;4004313.661
 01/28  15:00:00;-0.8;540000;20.05876411;738.4453791;0.008791828;55;23.60281489;1141.768664;23.92715398;55;0.008791828;4110367.191
 01/28  16:00:00;-0.8;540000;20.06046298;763.8066116;0.009107958;55;23.65559295;1183.598793;23.90682385;55;0.009107958;4260955.653
 01/28  17:00:00;-0.8;540000;20.06197296;779.4573151;0.009301623;55;23.68807493;1209.314284;23.89272739;55;0.009301623;4353531.424
 01/28  18:00:00;-0.8;180000;20.06890582;869.7229674;0.010443677;55;23.86709687;1357.828768;23.89194409;55;0.010443677;4888183.565
 01/28  19:00:00;-0.8;180000;20.07336236;938.3604085;0.011326563;55;23.99443468;1471.936287;23.90587789;55;0.011326563;5298970.632
 01/28  20:00:00;-0.916666667;180000;20.0682274;919.2090565;0.011107265;55;23.96172298;1442.122274;23.9347824;55;0.011107265;5191640.186
 01/28  21:00:00;-1.116666667;180000;20.06911973;881.029386;0.010591774;55;23.88914387;1374.860887;23.94197374;55;0.010591774;4949499.194
 01/28  22:00:00;-1.316666667;180000;20.07108469;901.8185364;0.010850944;55;23.92862114;1408.143021;23.94986697;55;0.010850944;5069314.877
 01/28  23:00:00;-1.458333333;180000;20.07252749;915.1146587;0.011018977;55;23.95368879;1429.43398;23.96102563;55;0.011018977;5145962.326
 01/28  24:00:00;-1.616666667;180000;20.07266411;917.4645213;0.011047457;55;23.95812955;1432.594927;23.97255469;55;0.011047457;5157341.738
 01/29  01:00:00;-1.758333333;180000;20.07233643;913.0579051;0.010990497;55;23.94985851;1424.751035;23.98249368;55;0.010990497;5129103.727
 01/29  02:00:00;-1.975;180000;20.07179869;906.6061577;0.010910752;55;23.93800369;1414.091636;23.98952058;55;0.010910752;5090729.89
 01/29  03:00:00;-2.333333333;180000;20.07292911;912.3422268;0.010981953;55;23.94890648;1423.038978;23.99560926;55;0.010981953;5122940.321
 01/29  04:00:00;-2.675;180000;20.0738346;924.9196122;0.011141442;55;23.97201288;1443.34617;24.00329978;55;0.011141442;5196046.212
 01/29  05:00:00;-2.8;180000;20.07390086;933.0606791;0.01124397;55;23.98682896;1456.184653;24.01272397;55;0.01124397;5242264.751
 01/29  06:00:00;-2.858333333;180000;20.0745522;936.2930303;0.011283842;55;23.99273751;1460.902462;24.02215466;55;0.011283842;5259248.862
 01/29  07:00:00;-2.9;180000;20.07484282;937.8168346;0.011303779;55;23.99582046;1463.065044;24.03098902;55;0.011303779;5267034.158
 01/29  08:00:00;-2.958333333;180000;20.07526244;937.8111728;0.011303779;55;23.99616327;1462.691421;24.03887415;55;0.011303779;5265689.114
 01/29  09:00:00;-3;180000;20.07501634;932.6864919;0.011238274;55;23.98692454;1453.905884;24.04544795;55;0.011238274;5234061.181
 01/29  10:00:00;-3.058333333;180000;20.07284312;910.0879428;0.010953472;55;23.94538228;1416.945654;24.04794736;55;0.010953472;5101004.355
 01/29  11:00:00;-3.041666667;180000;20.07030401;881.9780842;0.010600318;55;23.89236067;1371.4376;24.04396917;55;0.010600318;4937175.36
 01/29  12:00:00;-2.883333333;180000;20.06801169;858.3972762;0.010306973;55;23.84742865;1333.88262;24.03477096;55;0.010306973;4801977.431
 01/29  13:00:00;-2.741666667;180000;20.06685924;847.1948279;0.01016742;55;23.82541141;1316.334137;24.02277914;55;0.01016742;4738802.894
 01/29  14:00:00;-2.583333333;180000;20.06725114;853.2485101;0.010244316;55;23.83686021;1326.770654;24.0115952;55;0.010244316;4776374.355
 01/29  15:00:00;-2.441666667;180000;20.06875311;875.2428821;0.010520574;55;23.8789909;1362.847067;24.00484434;55;0.010520574;4906249.441
 01/29  16:00:00;-2.283333333;180000;20.07190634;900.5981271;0.010836704;55;23.92682464;1403.814787;24.00447999;55;0.010836704;5053733.232
 01/29  17:00:00;-1.908333333;180000;20.07145265;905.6584596;0.01089936;55;23.93640229;1411.770244;24.00801595;55;0.01089936;5082372.877
 01/29  18:00:00;-1.408333333;180000;20.07084333;892.0327778;0.010728479;55;23.91106992;1389.558356;24.0097486;55;0.010728479;5002410.082
 01/29  19:00:00;-0.908333333;180000;20.06885911;872.7436156;0.010486398;55;23.87451067;1358.307186;24.00738949;55;0.010486398;4889905.869
 01/29  20:00:00;-0.7;180000;20.06843885;859.8183115;0.010324061;55;23.84997481;1337.534956;24.00149343;55;0.010324061;4815125.842
 01/29  21:00:00;-0.758333333;180000;20.06744887;857.7789756;0.010298429;55;23.84532461;1334.505687;23.99474668;55;0.010298429;4804220.472
 01/29  22:00:00;-0.8;180000;20.06757211;859.5199984;0.010321213;55;23.84896466;1337.711235;23.98889578;55;0.010321213;4815760.448
 01/29  23:00:00;-0.8;180000;20.06775202;859.4573398;0.010321213;55;23.84901353;1337.923698;23.98398295;55;0.010321213;4816525.311
 01/29  24:00:00;-0.858333333;180000;20.06817056;862.0172731;0.010352541;55;23.85376157;1342.171762;23.97967652;55;0.010352541;4831818.343
 01/30  01:00:00;-0.9;180000;20.06879913;868.781164;0.010437981;55;23.86696632;1353.359321;23.97714958;55;0.010437981;4872093.555
 01/30  02:00:00;-1.075;180000;20.06926857;876.6493972;0.010534814;55;23.88151;1365.94873;23.97637016;55;0.010534814;4917415.429
 01/30  03:00:00;-1.375;180000;20.07028616;885.478551;0.010645887;55;23.89866339;1380.286121;23.97781111;55;0.010645887;4969030.036
 01/30  04:00:00;-1.675;180000;20.07070057;890.9191097;0.010714239;55;23.90867428;1389.024494;23.9805668;55;0.010714239;5000488.178
 01/30  05:00:00;-1.858333333;180000;20.07096076;896.7669279;0.010788288;55;23.91973729;1398.452137;23.98437527;55;0.010788288;5034427.692
 01/30  06:00:00;-2.016666667;360000;20.06855508;858.9066848;0.010304125;55;23.84737446;1335.718929;23.98375298;55;0.010304125;4808588.146
 01/30  07:00:00;-2.158333333;360000;20.0696893;869.0533853;0.010429437;55;23.86678215;1352.104433;23.98051443;55;0.010429437;4867575.958
 01/30  08:00:00;-2.2;1080000;20.05677572;701.8369551;0.008321905;55;23.52432838;1079.535343;23.96183831;55;0.008321905;3886327.236
 01/30  09:00:00;-2.141666667;3240000;20.01629599;204.2921216;0.002311166;55;22.07638856;300.204406;23.92334126;55;0.002311166;1080735.862
 01/30  10:00:00;-2.1;3240000;20.02075702;243.9472539;0.002761152;55;22.23165517;359.2142949;23.87232728;55;0.002761152;1293171.462
 01/30  11:00:00;-1.925;3240000;20.01895554;220.5840603;0.002489167;55;22.14159222;324.3414706;23.82294973;55;0.002489167;1167629.294
 01/30  12:00:00;-1.566666667;3240000;20.01620373;189.3799693;0.002128893;55;22.01473544;277.7984028;23.77803577;55;0.002128893;1000074.25
 01/30  13:00:00;-1.225;3240000;20.01446332;169.4231052;0.001900339;55;21.92927436;248.3005643;23.73743057;55;0.001900339;893882.0315
 01/30  14:00:00;-0.983333333;3240000;20.01411296;168.4954197;0.001889659;55;21.92479435;247.2115262;23.69912499;55;0.001889659;889961.4942
 01/30  15:00:00;-0.783333333;3240000;20.01548589;184.8948317;0.00207834;55;21.99527734;272.2323318;23.66064638;55;0.00207834;980036.3946
 01/30  16:00:00;-0.583333333;3240000;20.02364948;279.7558141;0.003185507;55;22.35107307;417.8233636;23.6199606;55;0.003185507;1504164.109
 01/30  17:00:00;-0.383333333;3240000;20.02051467;268.1556436;0.00306233;55;22.31547527;402.1636161;23.57681932;55;0.00306233;1447789.018
 01/30  18:00:00;-0.183333333;1800000;20.04735862;551.6423789;0.006439366;55;23.16305458;846.5217473;23.54667735;55;0.006439366;3047478.29
 01/30  19:00:00;0.016666667;1080000;20.05643713;679.9565983;0.008037103;55;23.47173366;1056.88354;23.53743782;55;0.008037103;3804780.745
 01/30  20:00:00;0.1;1080000;20.05303652;650.9950371;0.007688221;55;23.40940765;1011.027021;23.53673845;55;0.007688221;3639697.275
 01/30  21:00:00;0.1;720000;20.05976809;732.0797537;0.008700691;55;23.58809896;1143.936648;23.54318695;55;0.008700691;4118171.933
 01/30  22:00:00;0.1;720000;20.05796555;721.6170934;0.008575378;55;23.5667887;1127.00645;23.55579356;55;0.008575378;4057223.219
 01/30  23:00:00;0.1;360000;20.06459306;805.9719504;0.009637689;55;23.7420748;1265.76128;23.57709049;55;0.009637689;4556740.608
 01/30  24:00:00;0.041666667;180000;20.06637922;840.1135588;0.010076283;55;23.8109549;1321.965375;23.61016917;55;0.010076283;4759075.35
 01/31  01:00:00;0;180000;20.06635497;835.7324074;0.010025019;55;23.80341902;1313.841798;23.64339562;55;0.010025019;4729830.473
 01/31  02:00:00;0;180000;20.06627525;834.380812;0.010007931;55;23.80113466;1310.385687;23.67239217;55;0.010007931;4717388.475
 01/31  03:00:00;-0.058333333;180000;20.06613682;835.3235949;0.010019323;55;23.802545;1310.802028;23.69798465;55;0.010019323;4718887.301
 01/31  04:00:00;-0.1;180000;20.06595202;837.5387124;0.010047803;55;23.80644631;1313.554489;23.72109785;55;0.010047803;4728796.16
 01/31  05:00:00;-0.158333333;180000;20.06653901;839.4067138;0.010070587;55;23.81060376;1315.648155;23.74205601;55;0.010070587;4736333.359
 01/31  06:00:00;-0.2;360000;20.06338283;798.0371721;0.009546552;55;23.72832817;1246.636717;23.75579975;55;0.009546552;4487892.181
 01/31  07:00:00;-0.258333333;360000;20.06396098;805.1472862;0.009631993;55;23.7413008;1257.455348;23.76419141;55;0.009631993;4526839.253
 01/31  08:00:00;-0.3;1080000;20.05138339;636.4414425;0.007518764;55;23.37878901;981.8605613;23.75524224;55;0.007518764;3534698.021
 01/31  09:00:00;-0.358333333;3240000;20.01084896;138.9450267;0.001560713;55;21.78678869;204.0010012;23.72854748;55;0.001560713;734403.6044
 01/31  10:00:00;-0.4;3240000;20.01563065;181.730436;0.002042028;55;21.98259614;267.2198419;23.69007696;55;0.002042028;961991.4309
 01/31  11:00:00;-0.341666667;3240000;20.01393818;162.5254867;0.001820595;55;21.89856224;238.5304609;23.65207466;55;0.001820595;858709.6593
 01/31  12:00:00;-0.3;3240000;20.0122304;140.5141297;0.001569257;55;21.79792648;205.8268481;23.61785989;55;0.001569257;740976.6532
 01/31  13:00:00;-0.241666667;3240000;20.01099516;130.9650905;0.001461033;55;21.75229734;191.8250831;23.58658462;55;0.001461033;690570.299
 01/31  14:00:00;-0.258333333;3240000;20.0116695;138.9768921;0.001552169;55;21.78995441;203.9919725;23.5560638;55;0.001552169;734371.1012
 01/31  15:00:00;-0.358333333;3240000;20.01383891;165.7553478;0.001859043;55;21.91212333;244.5760332;23.52372918;55;0.001859043;880473.7196
 01/31  16:00:00;-0.458333333;3240000;20.01655116;196.924277;0.002217181;55;22.04551122;292.0158382;23.48885295;55;0.002217181;1051257.018
 01/31  17:00:00;-0.5;3240000;20.01846418;215.8071133;0.002435054;55;22.12277049;321.0758739;23.45281146;55;0.002435054;1155873.146
 01/31  18:00:00;-0.558333333;1800000;20.0483856;563.0683847;0.006577495;55;23.191651;867.892526;23.43035295;55;0.006577495;3124413.094
 01/31  19:00:00;-0.6;1080000;20.05796999;697.7747486;0.008256401;55;23.51100483;1089.315108;23.43369824;55;0.008256401;3921534.388
 01/31  20:00:00;-0.541666667;1080000;20.05569154;672.1802788;0.007948815;55;23.45753764;1048.297832;23.4466701;55;0.007948815;3773872.197
 01/31  21:00:00;-0.441666667;720000;20.06170589;751.1393788;0.008937077;55;23.62877995;1177.898967;23.4662728;55;0.008937077;4240436.28
 01/31  22:00:00;-0.341666667;720000;20.06057183;736.4286399;0.008754804;55;23.59879511;1152.980631;23.4905972;55;0.008754804;4150730.27
 01/31  23:00:00;-0.3;360000;20.06598277;818.6064465;0.00979433;55;23.76739655;1288.594616;23.52204973;55;0.00979433;4638940.616
 01/31  24:00:00;-0.3;180000;20.06803411;851.2733562;0.010215836;55;23.83331849;1342.230372;23.56450699;55;0.010215836;4832029.34
 02/01  01:00:00;-0.241666667;180000;20.06835477;860.9902263;0.010341149;55;23.8521745;1356.835078;23.60723539;55;0.010341149;4884606.282
 02/01  02:00:00;-0.141666667;180000;20.07100215;893.1464876;0.010745567;55;23.91317675;1407.897384;23.65163857;55;0.010745567;5068430.583
 02/01  03:00:00;-0.041666667;180000;20.07212709;907.2239054;0.010919296;55;23.93941145;1428.563491;23.69753237;55;0.010919296;5142828.566
 02/01  04:00:00;0.116666667;180000;20.07226615;907.1998862;0.010919296;55;23.93957359;1426.651747;23.73932097;55;0.010919296;5135946.289
 02/01  05:00:00;0.316666667;180000;20.07157186;902.0576146;0.01085664;55;23.93009194;1416.831582;23.77522957;55;0.01085664;5100593.694
 02/01  06:00:00;0.458333333;360000;20.06758344;853.2343226;0.010235772;55;23.83669095;1334.764938;23.79946339;55;0.010235772;4805153.777
 02/01  07:00:00;0.675;360000;20.06785148;851.6095331;0.010212988;55;23.83322739;1331.128552;23.81502507;55;0.010212988;4792062.788
 02/01  08:00:00;1.091666667;1080000;20.05324125;666.8543018;0.007891854;55;23.44721255;1028.805882;23.8088479;55;0.007891854;3703701.175
 02/01  09:00:00;1.533333333;3240000;20.00803189;104.7531904;0.001169111;55;21.62222029;152.5359171;23.78197767;55;0.001169111;549129.3014
 02/01  10:00:00;1.991666667;3240000;20.24464591;1.036003767;9.96806E-06;55;49.34046947;1.301154603;23.76823184;28.9735047;9.96806E-06;4684.15657
 02/01  11:00:00;2.783333333;3240000;20.84623331;0;0;55;55;0;23.76820564;23.76820564;0;0
 02/01  12:00:00;3.783333333;3240000;21.17649279;0;0;55;55;0;23.76820564;23.76820564;0;0
 02/01  13:00:00;4.783333333;3240000;21.41383025;0;0;55;55;0;23.76820564;23.76820564;0;0
 02/01  14:00:00;4.966666667;3240000;21.76648778;0;0;55;55;0;23.76820564;23.76820564;0;0
 02/01  15:00:00;4.508333333;3240000;21.70622315;0;0;55;55;0;23.76820564;23.76820564;0;0
 02/01  16:00:00;4.066666667;3240000;20.95077398;0;0;55;55;0;23.76820564;23.76820564;0;0
 02/01  17:00:00;3.725;3240000;20.16451966;14.27308495;0.000158777;55;43.7663523;20.72711145;23.76770387;34.17880376;0.000158777;74617.60122
 02/01  18:00:00;3.483333333;1800000;20.03737939;446.3645943;0.005173422;55;22.88486254;675.9092856;23.74005861;55;0.005173422;2433273.428
 02/01  19:00:00;3.225;1080000;20.05014541;617.7190543;0.007273835;55;23.32909658;951.4052311;23.70482567;55;0.007273835;3425058.832
 02/01  20:00:00;2.75;1080000;20.04930634;612.0585013;0.007212602;55;23.31889948;944.1283859;23.68074691;55;0.007212602;3398862.189
 02/01  21:00:00;2.208333333;720000;20.057445;710.9429755;0.008441522;55;23.54257262;1105.435424;23.66822875;55;0.008441522;3979567.526
 02/01  22:00:00;1.65;720000;20.05740498;714.7999183;0.008492786;55;23.55227876;1112.239067;23.66569245;55;0.008492786;4004060.641
 02/01  23:00:00;1.283333333;360000;20.06461906;813.4129004;0.009731673;55;23.75655446;1274.076476;23.67577463;55;0.009731673;4586675.313
 02/01  24:00:00;1.083333333;180000;20.06798261;860.4735867;0.010332605;55;23.8503025;1351.64047;23.70139394;55;0.010332605;4865905.693
 02/02  01:00:00;0.883333333;180000;20.0685802;867.5002384;0.010423741;55;23.86449734;1362.27348;23.73085627;55;0.010423741;4904184.528
 02/02  02:00:00;0.566666667;180000;20.06941538;879.9866037;0.010580382;55;23.88843002;1381.470501;23.75958062;55;0.010580382;4973293.803
 02/02  03:00:00;0.166666667;180000;20.07066949;894.0675504;0.010756959;55;23.91458673;1403.228548;23.78835395;55;0.010756959;5051622.773
 02/02  04:00:00;-0.233333333;180000;20.07122967;906.7777244;0.010916448;55;23.93837961;1422.717347;23.81712255;55;0.010916448;5121782.448
 02/02  05:00:00;-0.283333333;180000;20.07232875;912.8318053;0.010993345;55;23.94985692;1431.45499;23.845025;55;0.010993345;5153237.964
 02/02  06:00:00;-0.141666667;360000;20.06891146;866.3693889;0.010400957;55;23.86217383;1353.49163;23.86400276;55;0.010400957;4872569.869
 02/02  07:00:00;0.016666667;360000;20.06894899;866.3057449;0.010398109;55;23.86157607;1352.627834;23.87532854;55;0.010398109;4869460.204
 02/02  08:00:00;0.216666667;1080000;20.05485208;686.9500379;0.008139632;55;23.49174767;1059.148878;23.86625805;55;0.008139632;3812935.96
 02/02  09:00:00;0.358333333;3240000;20.00903412;113.6345608;0.001270215;55;21.66225528;165.4314845;23.83654837;55;0.001270215;595553.344
 02/02  10:00:00;0.516666667;3240000;20.33359291;0;0;55;55;0;23.82286859;23.82286859;0;0
 02/02  11:00:00;0.891666667;3240000;20.89382161;0;0;55;55;0;23.82286859;23.82286859;0;0
 02/02  12:00:00;1.45;3240000;21.0075744;0;0;55;55;0;23.82286859;23.82286859;0;0
 02/02  13:00:00;1.991666667;3240000;21.0236607;0;0;55;55;0;23.82286859;23.82286859;0;0
 02/02  14:00:00;1.675;3240000;21.19139448;0;0;55;55;0;23.82286859;23.82286859;0;0
 02/02  15:00:00;0.833333333;3240000;20.93263919;0;0;55;55;0;23.82286859;23.82286859;0;0
 02/02  16:00:00;-0.025;3240000;20.15973532;41.37965652;0.000464939;55;38.26599166;60.59461059;23.82073248;39.4114343;0.000464939;218140.5981
 02/02  17:00:00;-0.225;3240000;20.01583522;193.7209006;0.002183717;55;22.0303397;284.8563705;23.79027965;55;0.002183717;1025482.934
 02/02  18:00:00;0.075;1800000;20.04781156;560.3723682;0.006546167;55;23.18489468;854.9681109;23.75032088;55;0.006546167;3077885.199
 02/02  19:00:00;0.375;1080000;20.05669285;684.1447895;0.008088368;55;23.48087563;1057.252808;23.72522356;55;0.008088368;3806110.11
 02/02  20:00:00;0.5;1080000;20.05382204;656.6470423;0.007757998;55;23.42225661;1014.621367;23.7083618;55;0.007757998;3652636.92
