 TIME                    	LPT3pin                  	LPT2pin                  	LPT1pin                  	LPT3mout                 	LPT2mout                 	LPT1mout                 	
  +8.0500000000000000E+01	  +4.6656976422102039E+00	  +6.2329674434702076E+00	  +1.0002712349328000E+01	  +8.4338396828478333E+04	  +9.5338404878617890E+04	  +9.7169939809061238E+04	
  +8.0625000000000000E+01	  +4.6656976070312739E+00	  +6.2329671484744722E+00	  +1.0002712128547502E+01	  +8.4338396186850470E+04	  +9.5338403730282429E+04	  +9.7169939222106186E+04	
  +8.0750000000000000E+01	  +4.6656976898105613E+00	  +6.2329671259802168E+00	  +1.0002712091599363E+01	  +8.4338397696660424E+04	  +9.5338403863838219E+04	  +9.7169938857942383E+04	
  +8.0875000000000000E+01	  +4.6656975219296291E+00	  +6.2329671958563448E+00	  +1.0002712418609196E+01	  +8.4338394634683063E+04	  +9.5338404139075821E+04	  +9.7169943359589306E+04	
  +8.1000000000000000E+01	  +4.6656975639829161E+00	  +6.2329670554590821E+00	  +1.0002712330014081E+01	  +8.4338395401692222E+04	  +9.5338403626639119E+04	  +9.7169943341966689E+04	
  +8.1125000000000000E+01	  +4.6656975754899976E+00	  +6.2329672165483654E+00	  +1.0002712182813157E+01	  +8.4338395611569678E+04	  +9.5338408135688587E+04	  +9.7169939410242630E+04	
  +8.1250000000000000E+01	  +4.6656975503307896E+00	  +6.2329672295124814E+00	  +1.0002712199609931E+01	  +8.4338395152691330E+04	  +9.5338408287038474E+04	  +9.7169939548697352E+04	
  +8.1375000000000000E+01	  +4.6656979909980523E+00	  +6.2329670927354215E+00	  +1.0002712144603679E+01	  +8.4338403190013749E+04	  +9.5338404183845632E+04	  +9.7169940028662284E+04	
  +8.1500000000000000E+01	  +4.6656979922026895E+00	  +6.2329674215198363E+00	  +1.0002712324900729E+01	  +8.4338403211985118E+04	  +9.5338404146350425E+04	  +9.7169939638354408E+04	
  +8.1625000000000000E+01	  +4.6656976422102039E+00	  +6.2329674434702076E+00	  +1.0002712349328000E+01	  +8.4338396828478333E+04	  +9.5338404878617890E+04	  +9.7169939809061238E+04	
  +8.1750000000000000E+01	  +4.6656976070312739E+00	  +6.2329671484744722E+00	  +1.0002712128547502E+01	  +8.4338396186850470E+04	  +9.5338403730282429E+04	  +9.7169939222106186E+04	
  +8.1875000000000000E+01	  +4.6656976898105613E+00	  +6.2329671259802168E+00	  +1.0002712091599363E+01	  +8.4338397696660424E+04	  +9.5338403863838219E+04	  +9.7169938857942383E+04	
  +8.2000000000000000E+01	  +4.6656975219296291E+00	  +6.2329671958563448E+00	  +1.0002712418609196E+01	  +8.4338394634683063E+04	  +9.5338404139075821E+04	  +9.7169943359589306E+04	
  +8.2125000000000000E+01	  +4.6656975639829161E+00	  +6.2329670554590821E+00	  +1.0002712330014081E+01	  +8.4338395401692222E+04	  +9.5338403626639119E+04	  +9.7169943341966689E+04	
  +8.2250000000000000E+01	  +4.6656975754899976E+00	  +6.2329672165483654E+00	  +1.0002712182813157E+01	  +8.4338395611569678E+04	  +9.5338408135688587E+04	  +9.7169939410242630E+04	
  +8.2375000000000000E+01	  +4.6656975503307896E+00	  +6.2329672295124814E+00	  +1.0002712199609931E+01	  +8.4338395152691330E+04	  +9.5338408287038474E+04	  +9.7169939548697352E+04	
  +8.2500000000000000E+01	  +4.6656979909980523E+00	  +6.2329670927354215E+00	  +1.0002712144603679E+01	  +8.4338403190013749E+04	  +9.5338404183845632E+04	  +9.7169940028662284E+04	
  +8.2625000000000000E+01	  +4.6656979922026895E+00	  +6.2329674215198363E+00	  +1.0002712324900729E+01	  +8.4338403211985118E+04	  +9.5338404146350425E+04	  +9.7169939638354408E+04	
  +8.2750000000000000E+01	  +4.6656976422102039E+00	  +6.2329674434702076E+00	  +1.0002712349328000E+01	  +8.4338396828478333E+04	  +9.5338404878617890E+04	  +9.7169939809061238E+04	
  +8.2875000000000000E+01	  +4.6656976070312739E+00	  +6.2329671484744722E+00	  +1.0002712128547502E+01	  +8.4338396186850470E+04	  +9.5338403730282429E+04	  +9.7169939222106186E+04	
  +8.3000000000000000E+01	  +4.6656976898105613E+00	  +6.2329671259802168E+00	  +1.0002712091599363E+01	  +8.4338397696660424E+04	  +9.5338403863838219E+04	  +9.7169938857942383E+04	
  +8.3125000000000000E+01	  +4.6656975219296291E+00	  +6.2329671958563448E+00	  +1.0002712418609196E+01	  +8.4338394634683063E+04	  +9.5338404139075821E+04	  +9.7169943359589306E+04	
  +8.3250000000000000E+01	  +4.6656975639829161E+00	  +6.2329670554590821E+00	  +1.0002712330014081E+01	  +8.4338395401692222E+04	  +9.5338403626639119E+04	  +9.7169943341966689E+04	
  +8.3375000000000000E+01	  +4.6656975754899976E+00	  +6.2329672165483654E+00	  +1.0002712182813157E+01	  +8.4338395611569678E+04	  +9.5338408135688587E+04	  +9.7169939410242630E+04	
  +8.3500000000000000E+01	  +4.6656975503307896E+00	  +6.2329672295124814E+00	  +1.0002712199609931E+01	  +8.4338395152691330E+04	  +9.5338408287038474E+04	  +9.7169939548697352E+04	
  +8.3625000000000000E+01	  +4.6656979909980523E+00	  +6.2329670927354215E+00	  +1.0002712144603679E+01	  +8.4338403190013749E+04	  +9.5338404183845632E+04	  +9.7169940028662284E+04	
  +8.3750000000000000E+01	  +4.6656979922026895E+00	  +6.2329674215198363E+00	  +1.0002712324900729E+01	  +8.4338403211985118E+04	  +9.5338404146350425E+04	  +9.7169939638354408E+04	
  +8.3875000000000000E+01	  +4.6656976422102039E+00	  +6.2329674434702076E+00	  +1.0002712349328000E+01	  +8.4338396828478333E+04	  +9.5338404878617890E+04	  +9.7169939809061238E+04	
  +8.4000000000000000E+01	  +4.6656976070312739E+00	  +6.2329671484744722E+00	  +1.0002712128547502E+01	  +8.4338396186850470E+04	  +9.5338403730282429E+04	  +9.7169939222106186E+04	
  +8.4125000000000000E+01	  +4.6656976898105613E+00	  +6.2329671259802168E+00	  +1.0002712091599363E+01	  +8.4338397696660424E+04	  +9.5338403863838219E+04	  +9.7169938857942383E+04	
  +8.4250000000000000E+01	  +4.6656975219296291E+00	  +6.2329671958563448E+00	  +1.0002712418609196E+01	  +8.4338394634683063E+04	  +9.5338404139075821E+04	  +9.7169943359589306E+04	
  +8.4375000000000000E+01	  +4.6656975639829161E+00	  +6.2329670554590821E+00	  +1.0002712330014081E+01	  +8.4338395401692222E+04	  +9.5338403626639119E+04	  +9.7169943341966689E+04	
  +8.4500000000000000E+01	  +4.6656975754899976E+00	  +6.2329672165483654E+00	  +1.0002712182813157E+01	  +8.4338395611569678E+04	  +9.5338408135688587E+04	  +9.7169939410242630E+04	
  +8.4625000000000000E+01	  +4.6656975503307896E+00	  +6.2329672295124814E+00	  +1.0002712199609931E+01	  +8.4338395152691330E+04	  +9.5338408287038474E+04	  +9.7169939548697352E+04	
  +8.4750000000000000E+01	  +4.6656979909980523E+00	  +6.2329670927354215E+00	  +1.0002712144603679E+01	  +8.4338403190013749E+04	  +9.5338404183845632E+04	  +9.7169940028662284E+04	
  +8.4875000000000000E+01	  +4.6656979922026895E+00	  +6.2329674215198363E+00	  +1.0002712324900729E+01	  +8.4338403211985118E+04	  +9.5338404146350425E+04	  +9.7169939638354408E+04	
  +8.5000000000000000E+01	  +4.6656976422102039E+00	  +6.2329674434702076E+00	  +1.0002712349328000E+01	  +8.4338396828478333E+04	  +9.5338404878617890E+04	  +9.7169939809061238E+04	
  +8.5125000000000000E+01	  +4.6656976070312739E+00	  +6.2329671484744722E+00	  +1.0002712128547502E+01	  +8.4338396186850470E+04	  +9.5338403730282429E+04	  +9.7169939222106186E+04	
  +8.5250000000000000E+01	  +4.6656976898105613E+00	  +6.2329671259802168E+00	  +1.0002712091599363E+01	  +8.4338397696660424E+04	  +9.5338403863838219E+04	  +9.7169938857942383E+04	
  +8.5375000000000000E+01	  +4.6656975219296291E+00	  +6.2329671958563448E+00	  +1.0002712418609196E+01	  +8.4338394634683063E+04	  +9.5338404139075821E+04	  +9.7169943359589306E+04	
  +8.5500000000000000E+01	  +4.6656975639829161E+00	  +6.2329670554590821E+00	  +1.0002712330014081E+01	  +8.4338395401692222E+04	  +9.5338403626639119E+04	  +9.7169943341966689E+04	
  +8.5625000000000000E+01	  +4.6656975754899976E+00	  +6.2329672165483654E+00	  +1.0002712182813157E+01	  +8.4338395611569678E+04	  +9.5338408135688587E+04	  +9.7169939410242630E+04	
  +8.5750000000000000E+01	  +4.6656975503307896E+00	  +6.2329672295124814E+00	  +1.0002712199609931E+01	  +8.4338395152691330E+04	  +9.5338408287038474E+04	  +9.7169939548697352E+04	
  +8.5875000000000000E+01	  +4.6656979909980523E+00	  +6.2329670927354215E+00	  +1.0002712144603679E+01	  +8.4338403190013749E+04	  +9.5338404183845632E+04	  +9.7169940028662284E+04	
  +8.6000000000000000E+01	  +4.6656979922026895E+00	  +6.2329674215198363E+00	  +1.0002712324900729E+01	  +8.4338403211985118E+04	  +9.5338404146350425E+04	  +9.7169939638354408E+04	
  +8.6125000000000000E+01	  +4.6656976422102039E+00	  +6.2329674434702076E+00	  +1.0002712349328000E+01	  +8.4338396828478333E+04	  +9.5338404878617890E+04	  +9.7169939809061238E+04	
  +8.6250000000000000E+01	  +4.6656976070312739E+00	  +6.2329671484744722E+00	  +1.0002712128547502E+01	  +8.4338396186850470E+04	  +9.5338403730282429E+04	  +9.7169939222106186E+04	
  +8.6375000000000000E+01	  +4.6656976898105613E+00	  +6.2329671259802168E+00	  +1.0002712091599363E+01	  +8.4338397696660424E+04	  +9.5338403863838219E+04	  +9.7169938857942383E+04	
  +8.6500000000000000E+01	  +4.6656975219296291E+00	  +6.2329671958563448E+00	  +1.0002712418609196E+01	  +8.4338394634683063E+04	  +9.5338404139075821E+04	  +9.7169943359589306E+04	
  +8.6625000000000000E+01	  +4.6656975639829161E+00	  +6.2329670554590821E+00	  +1.0002712330014081E+01	  +8.4338395401692222E+04	  +9.5338403626639119E+04	  +9.7169943341966689E+04	
  +8.6750000000000000E+01	  +4.6656975754899976E+00	  +6.2329672165483654E+00	  +1.0002712182813157E+01	  +8.4338395611569678E+04	  +9.5338408135688587E+04	  +9.7169939410242630E+04	
  +8.6875000000000000E+01	  +4.6656975503307896E+00	  +6.2329672295124814E+00	  +1.0002712199609931E+01	  +8.4338395152691330E+04	  +9.5338408287038474E+04	  +9.7169939548697352E+04	
  +8.7000000000000000E+01	  +4.6656979909980523E+00	  +6.2329670927354215E+00	  +1.0002712144603679E+01	  +8.4338403190013749E+04	  +9.5338404183845632E+04	  +9.7169940028662284E+04	
  +8.7125000000000000E+01	  +4.6656979922026895E+00	  +6.2329674215198363E+00	  +1.0002712324900729E+01	  +8.4338403211985118E+04	  +9.5338404146350425E+04	  +9.7169939638354408E+04	
  +8.7250000000000000E+01	  +4.6656976422102039E+00	  +6.2329674434702076E+00	  +1.0002712349328000E+01	  +8.4338396828478333E+04	  +9.5338404878617890E+04	  +9.7169939809061238E+04	
  +8.7375000000000000E+01	  +4.6656976070312739E+00	  +6.2329671484744722E+00	  +1.0002712128547502E+01	  +8.4338396186850470E+04	  +9.5338403730282429E+04	  +9.7169939222106186E+04	
  +8.7500000000000000E+01	  +4.6656976898105613E+00	  +6.2329671259802168E+00	  +1.0002712091599363E+01	  +8.4338397696660424E+04	  +9.5338403863838219E+04	  +9.7169938857942383E+04	
  +8.7625000000000000E+01	  +4.6656975219296291E+00	  +6.2329671958563448E+00	  +1.0002712418609196E+01	  +8.4338394634683063E+04	  +9.5338404139075821E+04	  +9.7169943359589306E+04	
  +8.7750000000000000E+01	  +4.6656975639829161E+00	  +6.2329670554590821E+00	  +1.0002712330014081E+01	  +8.4338395401692222E+04	  +9.5338403626639119E+04	  +9.7169943341966689E+04	
  +8.7875000000000000E+01	  +4.6656975754899976E+00	  +6.2329672165483654E+00	  +1.0002712182813157E+01	  +8.4338395611569678E+04	  +9.5338408135688587E+04	  +9.7169939410242630E+04	
  +8.8000000000000000E+01	  +4.6656975503307896E+00	  +6.2329672295124814E+00	  +1.0002712199609931E+01	  +8.4338395152691330E+04	  +9.5338408287038474E+04	  +9.7169939548697352E+04	
  +8.8125000000000000E+01	  +4.6656979909980523E+00	  +6.2329670927354215E+00	  +1.0002712144603679E+01	  +8.4338403190013749E+04	  +9.5338404183845632E+04	  +9.7169940028662284E+04	
  +8.8250000000000000E+01	  +4.6656979922026895E+00	  +6.2329674215198363E+00	  +1.0002712324900729E+01	  +8.4338403211985118E+04	  +9.5338404146350425E+04	  +9.7169939638354408E+04	
  +8.8375000000000000E+01	  +4.6656976422102039E+00	  +6.2329674434702076E+00	  +1.0002712349328000E+01	  +8.4338396828478333E+04	  +9.5338404878617890E+04	  +9.7169939809061238E+04	
  +8.8500000000000000E+01	  +4.6656976070312739E+00	  +6.2329671484744722E+00	  +1.0002712128547502E+01	  +8.4338396186850470E+04	  +9.5338403730282429E+04	  +9.7169939222106186E+04	
  +8.8625000000000000E+01	  +4.6656976898105613E+00	  +6.2329671259802168E+00	  +1.0002712091599363E+01	  +8.4338397696660424E+04	  +9.5338403863838219E+04	  +9.7169938857942383E+04	
  +8.8750000000000000E+01	  +4.6656975219296291E+00	  +6.2329671958563448E+00	  +1.0002712418609196E+01	  +8.4338394634683063E+04	  +9.5338404139075821E+04	  +9.7169943359589306E+04	
  +8.8875000000000000E+01	  +4.6656975639829161E+00	  +6.2329670554590821E+00	  +1.0002712330014081E+01	  +8.4338395401692222E+04	  +9.5338403626639119E+04	  +9.7169943341966689E+04	
  +8.9000000000000000E+01	  +4.6656975754899976E+00	  +6.2329672165483654E+00	  +1.0002712182813157E+01	  +8.4338395611569678E+04	  +9.5338408135688587E+04	  +9.7169939410242630E+04	
  +8.9125000000000000E+01	  +4.6656975503307896E+00	  +6.2329672295124814E+00	  +1.0002712199609931E+01	  +8.4338395152691330E+04	  +9.5338408287038474E+04	  +9.7169939548697352E+04	
  +8.9250000000000000E+01	  +4.6656979909980523E+00	  +6.2329670927354215E+00	  +1.0002712144603679E+01	  +8.4338403190013749E+04	  +9.5338404183845632E+04	  +9.7169940028662284E+04	
  +8.9375000000000000E+01	  +4.6656979922026895E+00	  +6.2329674215198363E+00	  +1.0002712324900729E+01	  +8.4338403211985118E+04	  +9.5338404146350425E+04	  +9.7169939638354408E+04	
  +8.9500000000000000E+01	  +4.6656976422102039E+00	  +6.2329674434702076E+00	  +1.0002712349328000E+01	  +8.4338396828478333E+04	  +9.5338404878617890E+04	  +9.7169939809061238E+04	
  +8.9625000000000000E+01	  +4.6656976070312739E+00	  +6.2329671484744722E+00	  +1.0002712128547502E+01	  +8.4338396186850470E+04	  +9.5338403730282429E+04	  +9.7169939222106186E+04	
  +8.9750000000000000E+01	  +4.6656976898105613E+00	  +6.2329671259802168E+00	  +1.0002712091599363E+01	  +8.4338397696660424E+04	  +9.5338403863838219E+04	  +9.7169938857942383E+04	
  +8.9875000000000000E+01	  +4.6656975219296291E+00	  +6.2329671958563448E+00	  +1.0002712418609196E+01	  +8.4338394634683063E+04	  +9.5338404139075821E+04	  +9.7169943359589306E+04	
  +9.0000000000000000E+01	  +4.6656975639829161E+00	  +6.2329670554590821E+00	  +1.0002712330014081E+01	  +8.4338395401692222E+04	  +9.5338403626639119E+04	  +9.7169943341966689E+04	
  +9.0125000000000000E+01	  +4.6656975754899976E+00	  +6.2329672165483654E+00	  +1.0002712182813157E+01	  +8.4338395611569678E+04	  +9.5338408135688587E+04	  +9.7169939410242630E+04	
  +9.0250000000000000E+01	  +4.6656975503307896E+00	  +6.2329672295124814E+00	  +1.0002712199609931E+01	  +8.4338395152691330E+04	  +9.5338408287038474E+04	  +9.7169939548697352E+04	
  +9.0375000000000000E+01	  +4.6656979909980523E+00	  +6.2329670927354215E+00	  +1.0002712144603679E+01	  +8.4338403190013749E+04	  +9.5338404183845632E+04	  +9.7169940028662284E+04	
  +9.0500000000000000E+01	  +4.6656979922026895E+00	  +6.2329674215198363E+00	  +1.0002712324900729E+01	  +8.4338403211985118E+04	  +9.5338404146350425E+04	  +9.7169939638354408E+04	
  +9.0625000000000000E+01	  +4.6656976422102039E+00	  +6.2329674434702076E+00	  +1.0002712349328000E+01	  +8.4338396828478333E+04	  +9.5338404878617890E+04	  +9.7169939809061238E+04	
  +9.0750000000000000E+01	  +4.6656976070312739E+00	  +6.2329671484744722E+00	  +1.0002712128547502E+01	  +8.4338396186850470E+04	  +9.5338403730282429E+04	  +9.7169939222106186E+04	
  +9.0875000000000000E+01	  +4.6656976898105613E+00	  +6.2329671259802168E+00	  +1.0002712091599363E+01	  +8.4338397696660424E+04	  +9.5338403863838219E+04	  +9.7169938857942383E+04	
  +9.1000000000000000E+01	  +4.6656975219296291E+00	  +6.2329671958563448E+00	  +1.0002712418609196E+01	  +8.4338394634683063E+04	  +9.5338404139075821E+04	  +9.7169943359589306E+04	
  +9.1125000000000000E+01	  +4.6656975639829161E+00	  +6.2329670554590821E+00	  +1.0002712330014081E+01	  +8.4338395401692222E+04	  +9.5338403626639119E+04	  +9.7169943341966689E+04	
  +9.1250000000000000E+01	  +4.6656975754899976E+00	  +6.2329672165483654E+00	  +1.0002712182813157E+01	  +8.4338395611569678E+04	  +9.5338408135688587E+04	  +9.7169939410242630E+04	
  +9.1375000000000000E+01	  +4.6656975503307896E+00	  +6.2329672295124814E+00	  +1.0002712199609931E+01	  +8.4338395152691330E+04	  +9.5338408287038474E+04	  +9.7169939548697352E+04	
  +9.1500000000000000E+01	  +4.6656979909980523E+00	  +6.2329670927354215E+00	  +1.0002712144603679E+01	  +8.4338403190013749E+04	  +9.5338404183845632E+04	  +9.7169940028662284E+04	
  +9.1625000000000000E+01	  +4.6656979922026895E+00	  +6.2329674215198363E+00	  +1.0002712324900729E+01	  +8.4338403211985118E+04	  +9.5338404146350425E+04	  +9.7169939638354408E+04	
  +9.1750000000000000E+01	  +4.6656976422102039E+00	  +6.2329674434702076E+00	  +1.0002712349328000E+01	  +8.4338396828478333E+04	  +9.5338404878617890E+04	  +9.7169939809061238E+04	
  +9.1875000000000000E+01	  +4.6656976070312739E+00	  +6.2329671484744722E+00	  +1.0002712128547502E+01	  +8.4338396186850470E+04	  +9.5338403730282429E+04	  +9.7169939222106186E+04	
  +9.2000000000000000E+01	  +4.6656976898105613E+00	  +6.2329671259802168E+00	  +1.0002712091599363E+01	  +8.4338397696660424E+04	  +9.5338403863838219E+04	  +9.7169938857942383E+04	
  +9.2125000000000000E+01	  +4.6656975219296291E+00	  +6.2329671958563448E+00	  +1.0002712418609196E+01	  +8.4338394634683063E+04	  +9.5338404139075821E+04	  +9.7169943359589306E+04	
  +9.2250000000000000E+01	  +4.6656975639829161E+00	  +6.2329670554590821E+00	  +1.0002712330014081E+01	  +8.4338395401692222E+04	  +9.5338403626639119E+04	  +9.7169943341966689E+04	
  +9.2375000000000000E+01	  +4.6656975754899976E+00	  +6.2329672165483654E+00	  +1.0002712182813157E+01	  +8.4338395611569678E+04	  +9.5338408135688587E+04	  +9.7169939410242630E+04	
  +9.2500000000000000E+01	  +4.6656975503307896E+00	  +6.2329672295124814E+00	  +1.0002712199609931E+01	  +8.4338395152691330E+04	  +9.5338408287038474E+04	  +9.7169939548697352E+04	
  +9.2625000000000000E+01	  +4.6656979909980523E+00	  +6.2329670927354215E+00	  +1.0002712144603679E+01	  +8.4338403190013749E+04	  +9.5338404183845632E+04	  +9.7169940028662284E+04	
  +9.2750000000000000E+01	  +4.6656979922026895E+00	  +6.2329674215198363E+00	  +1.0002712324900729E+01	  +8.4338403211985118E+04	  +9.5338404146350425E+04	  +9.7169939638354408E+04	
  +9.2875000000000000E+01	  +4.6656976422102039E+00	  +6.2329674434702076E+00	  +1.0002712349328000E+01	  +8.4338396828478333E+04	  +9.5338404878617890E+04	  +9.7169939809061238E+04	
  +9.3000000000000000E+01	  +4.6656976070312739E+00	  +6.2329671484744722E+00	  +1.0002712128547502E+01	  +8.4338396186850470E+04	  +9.5338403730282429E+04	  +9.7169939222106186E+04	
  +9.3125000000000000E+01	  +4.6656976898105613E+00	  +6.2329671259802168E+00	  +1.0002712091599363E+01	  +8.4338397696660424E+04	  +9.5338403863838219E+04	  +9.7169938857942383E+04	
  +9.3250000000000000E+01	  +4.6656975219296291E+00	  +6.2329671958563448E+00	  +1.0002712418609196E+01	  +8.4338394634683063E+04	  +9.5338404139075821E+04	  +9.7169943359589306E+04	
  +9.3375000000000000E+01	  +4.6656975639829161E+00	  +6.2329670554590821E+00	  +1.0002712330014081E+01	  +8.4338395401692222E+04	  +9.5338403626639119E+04	  +9.7169943341966689E+04	
  +9.3500000000000000E+01	  +4.6656975754899976E+00	  +6.2329672165483654E+00	  +1.0002712182813157E+01	  +8.4338395611569678E+04	  +9.5338408135688587E+04	  +9.7169939410242630E+04	
  +9.3625000000000000E+01	  +4.6656975503307896E+00	  +6.2329672295124814E+00	  +1.0002712199609931E+01	  +8.4338395152691330E+04	  +9.5338408287038474E+04	  +9.7169939548697352E+04	
  +9.3750000000000000E+01	  +4.6656979909980523E+00	  +6.2329670927354215E+00	  +1.0002712144603679E+01	  +8.4338403190013749E+04	  +9.5338404183845632E+04	  +9.7169940028662284E+04	
  +9.3875000000000000E+01	  +4.6656979922026895E+00	  +6.2329674215198363E+00	  +1.0002712324900729E+01	  +8.4338403211985118E+04	  +9.5338404146350425E+04	  +9.7169939638354408E+04	
  +9.4000000000000000E+01	  +4.6656976422102039E+00	  +6.2329674434702076E+00	  +1.0002712349328000E+01	  +8.4338396828478333E+04	  +9.5338404878617890E+04	  +9.7169939809061238E+04	
  +9.4125000000000000E+01	  +4.6656976070312739E+00	  +6.2329671484744722E+00	  +1.0002712128547502E+01	  +8.4338396186850470E+04	  +9.5338403730282429E+04	  +9.7169939222106186E+04	
  +9.4250000000000000E+01	  +4.6656976898105613E+00	  +6.2329671259802168E+00	  +1.0002712091599363E+01	  +8.4338397696660424E+04	  +9.5338403863838219E+04	  +9.7169938857942383E+04	
  +9.4375000000000000E+01	  +4.6656975219296291E+00	  +6.2329671958563448E+00	  +1.0002712418609196E+01	  +8.4338394634683063E+04	  +9.5338404139075821E+04	  +9.7169943359589306E+04	
  +9.4500000000000000E+01	  +4.6656975639829161E+00	  +6.2329670554590821E+00	  +1.0002712330014081E+01	  +8.4338395401692222E+04	  +9.5338403626639119E+04	  +9.7169943341966689E+04	
  +9.4625000000000000E+01	  +4.6656975754899976E+00	  +6.2329672165483654E+00	  +1.0002712182813157E+01	  +8.4338395611569678E+04	  +9.5338408135688587E+04	  +9.7169939410242630E+04	
  +9.4750000000000000E+01	  +4.6656975503307896E+00	  +6.2329672295124814E+00	  +1.0002712199609931E+01	  +8.4338395152691330E+04	  +9.5338408287038474E+04	  +9.7169939548697352E+04	
  +9.4875000000000000E+01	  +4.6656979909980523E+00	  +6.2329670927354215E+00	  +1.0002712144603679E+01	  +8.4338403190013749E+04	  +9.5338404183845632E+04	  +9.7169940028662284E+04	
  +9.5000000000000000E+01	  +4.6656979922026895E+00	  +6.2329674215198363E+00	  +1.0002712324900729E+01	  +8.4338403211985118E+04	  +9.5338404146350425E+04	  +9.7169939638354408E+04	
  +9.5125000000000000E+01	  +4.6656976422102039E+00	  +6.2329674434702076E+00	  +1.0002712349328000E+01	  +8.4338396828478333E+04	  +9.5338404878617890E+04	  +9.7169939809061238E+04	
  +9.5250000000000000E+01	  +4.6656976070312739E+00	  +6.2329671484744722E+00	  +1.0002712128547502E+01	  +8.4338396186850470E+04	  +9.5338403730282429E+04	  +9.7169939222106186E+04	
  +9.5375000000000000E+01	  +4.6656976898105613E+00	  +6.2329671259802168E+00	  +1.0002712091599363E+01	  +8.4338397696660424E+04	  +9.5338403863838219E+04	  +9.7169938857942383E+04	
  +9.5500000000000000E+01	  +4.6656975219296291E+00	  +6.2329671958563448E+00	  +1.0002712418609196E+01	  +8.4338394634683063E+04	  +9.5338404139075821E+04	  +9.7169943359589306E+04	
  +9.5625000000000000E+01	  +4.6656975639829161E+00	  +6.2329670554590821E+00	  +1.0002712330014081E+01	  +8.4338395401692222E+04	  +9.5338403626639119E+04	  +9.7169943341966689E+04	
  +9.5750000000000000E+01	  +4.6656975754899976E+00	  +6.2329672165483654E+00	  +1.0002712182813157E+01	  +8.4338395611569678E+04	  +9.5338408135688587E+04	  +9.7169939410242630E+04	
  +9.5875000000000000E+01	  +4.6656975503307896E+00	  +6.2329672295124814E+00	  +1.0002712199609931E+01	  +8.4338395152691330E+04	  +9.5338408287038474E+04	  +9.7169939548697352E+04	
  +9.6000000000000000E+01	  +4.6656979909980523E+00	  +6.2329670927354215E+00	  +1.0002712144603679E+01	  +8.4338403190013749E+04	  +9.5338404183845632E+04	  +9.7169940028662284E+04	
  +9.6125000000000000E+01	  +4.6656979922026895E+00	  +6.2329674215198363E+00	  +1.0002712324900729E+01	  +8.4338403211985118E+04	  +9.5338404146350425E+04	  +9.7169939638354408E+04	
  +9.6250000000000000E+01	  +4.6656976422102039E+00	  +6.2329674434702076E+00	  +1.0002712349328000E+01	  +8.4338396828478333E+04	  +9.5338404878617890E+04	  +9.7169939809061238E+04	
  +9.6375000000000000E+01	  +4.6656976070312739E+00	  +6.2329671484744722E+00	  +1.0002712128547502E+01	  +8.4338396186850470E+04	  +9.5338403730282429E+04	  +9.7169939222106186E+04	
  +9.6500000000000000E+01	  +4.6656976898105613E+00	  +6.2329671259802168E+00	  +1.0002712091599363E+01	  +8.4338397696660424E+04	  +9.5338403863838219E+04	  +9.7169938857942383E+04	
  +9.6625000000000000E+01	  +4.6656975219296291E+00	  +6.2329671958563448E+00	  +1.0002712418609196E+01	  +8.4338394634683063E+04	  +9.5338404139075821E+04	  +9.7169943359589306E+04	
  +9.6750000000000000E+01	  +4.6656975639829161E+00	  +6.2329670554590821E+00	  +1.0002712330014081E+01	  +8.4338395401692222E+04	  +9.5338403626639119E+04	  +9.7169943341966689E+04	
  +9.6875000000000000E+01	  +4.6656975754899976E+00	  +6.2329672165483654E+00	  +1.0002712182813157E+01	  +8.4338395611569678E+04	  +9.5338408135688587E+04	  +9.7169939410242630E+04	
  +9.7000000000000000E+01	  +4.6656975503307896E+00	  +6.2329672295124814E+00	  +1.0002712199609931E+01	  +8.4338395152691330E+04	  +9.5338408287038474E+04	  +9.7169939548697352E+04	
  +9.7125000000000000E+01	  +4.6656979909980523E+00	  +6.2329670927354215E+00	  +1.0002712144603679E+01	  +8.4338403190013749E+04	  +9.5338404183845632E+04	  +9.7169940028662284E+04	
  +9.7250000000000000E+01	  +4.6656979922026895E+00	  +6.2329674215198363E+00	  +1.0002712324900729E+01	  +8.4338403211985118E+04	  +9.5338404146350425E+04	  +9.7169939638354408E+04	
  +9.7375000000000000E+01	  +4.6656976422102039E+00	  +6.2329674434702076E+00	  +1.0002712349328000E+01	  +8.4338396828478333E+04	  +9.5338404878617890E+04	  +9.7169939809061238E+04	
  +9.7500000000000000E+01	  +4.6656976070312739E+00	  +6.2329671484744722E+00	  +1.0002712128547502E+01	  +8.4338396186850470E+04	  +9.5338403730282429E+04	  +9.7169939222106186E+04	
  +9.7625000000000000E+01	  +4.6656976898105613E+00	  +6.2329671259802168E+00	  +1.0002712091599363E+01	  +8.4338397696660424E+04	  +9.5338403863838219E+04	  +9.7169938857942383E+04	
  +9.7750000000000000E+01	  +4.6656975219296291E+00	  +6.2329671958563448E+00	  +1.0002712418609196E+01	  +8.4338394634683063E+04	  +9.5338404139075821E+04	  +9.7169943359589306E+04	
  +9.7875000000000000E+01	  +4.6656975639829161E+00	  +6.2329670554590821E+00	  +1.0002712330014081E+01	  +8.4338395401692222E+04	  +9.5338403626639119E+04	  +9.7169943341966689E+04	
