 TIME                    	Wgross_MW                	Wnet_MW                  	Qboiler_MW               	Q_LHV_MW                 	eta_gross                	eta_net                  	eta_CHP                  	
  +2.4625000000000000E+01	  +2.8713780446299925E+01	  +2.8745835299478262E+01	  +7.7847748166529911E+01	  +9.3792467670517951E+01	  +3.0614164611990058E-01	  +3.0648340973881871E-01	  +3.1714524671610017E-01	
  +2.4750000000000000E+01	  +2.9338771962718599E+01	  +2.6059262846342797E+01	  +7.7294587653844346E+01	  +9.3126009221499203E+01	  +3.1504380148983563E-01	  +2.7982797785698216E-01	  +2.9056611651834702E-01	
  +2.4875000000000000E+01	  +2.8713782223627913E+01	  +2.8728485343163783E+01	  +7.7847735800618835E+01	  +9.3792452771829915E+01	  +3.0614171369929194E-01	  +3.0629847598774212E-01	  +3.1696031465862873E-01	
  +2.5000000000000000E+01	  +2.9338805312833717E+01	  +2.6059292621185797E+01	  +7.7294552774935852E+01	  +9.3125967198717888E+01	  +3.1504430177061976E-01	  +2.7982842385495854E-01	  +2.9056656736187259E-01	
  +2.5125000000000000E+01	  +2.8713779861475039E+01	  +2.8710864280098217E+01	  +7.7847723205782628E+01	  +9.3792437597328458E+01	  +3.0614173804448502E-01	  +3.0611065258118425E-01	  +3.1677249297702964E-01	
  +2.5250000000000000E+01	  +2.9338835476881805E+01	  +2.6059319517293243E+01	  +7.7294516253163209E+01	  +9.3125923196582178E+01	  +3.1504477453554597E-01	  +2.7982884488869847E-01	  +2.9056699346940112E-01	
  +2.5375000000000000E+01	  +2.8713783492282701E+01	  +2.8692441670576716E+01	  +7.7847710139247553E+01	  +9.3792421854515112E+01	  +3.0614182814067548E-01	  +3.0591428500569717E-01	  +3.1657612719110462E-01	
  +2.5500000000000000E+01	  +2.9338866100408858E+01	  +2.6059346823194481E+01	  +7.7294479187012840E+01	  +9.3125878538569680E+01	  +3.1504525445370873E-01	  +2.7982927229407617E-01	  +2.9056742602419999E-01	
  +2.5625000000000000E+01	  +2.8713777207947430E+01	  +2.8674013843763404E+01	  +7.7847696989708922E+01	  +9.3792406011697494E+01	  +3.0614181284960679E-01	  +3.0571786206430479E-01	  +3.1637970605064292E-01	
  +2.5750000000000000E+01	  +2.9338905280271362E+01	  +2.6059381829736100E+01	  +7.7294442183511805E+01	  +9.3125833956038306E+01	  +3.1504582599626768E-01	  +2.7982978216375376E-01	  +2.9056794103460010E-01	
  +2.5875000000000000E+01	  +2.8713782834756724E+01	  +2.8655602317490413E+01	  +7.7847683902519506E+01	  +9.3792390243999392E+01	  +3.0614192430812648E-01	  +3.0552161260570632E-01	  +3.1618345838443651E-01	
  +2.6000000000000000E+01	  +2.9338934711873328E+01	  +2.6059408062927037E+01	  +7.7294405046956172E+01	  +9.3125789213200193E+01	  +3.1504629340327411E-01	  +2.7983019830594064E-01	  +2.9056836233599920E-01	
  +2.6125000000000000E+01	  +2.8713781562605263E+01	  +2.8634888230817840E+01	  +7.7847669022677621E+01	  +9.3792372316479060E+01	  +3.0614196926075971E-01	  +3.0530082056349445E-01	  +3.1596266838013515E-01	
  +2.6250000000000000E+01	  +2.9338975904325601E+01	  +2.6059444785080494E+01	  +7.7294354054936647E+01	  +9.3125727777032097E+01	  +3.1504694357472252E-01	  +2.7983077724207189E-01	  +2.9056894835622699E-01	
  +2.6375000000000000E+01	  +2.8713771609924557E+01	  +2.8607274388735597E+01	  +7.7847649348900177E+01	  +9.3792348613132731E+01	  +3.0614194051543431E-01	  +3.0500648306326800E-01	  +3.1566833357438723E-01	
  +2.6500000000000000E+01	  +2.9339027024559222E+01	  +2.6059490410174050E+01	  +7.7294298376507498E+01	  +9.3125660694587339E+01	  +3.1504771945488563E-01	  +2.7983146874670906E-01	  +2.9056964759603371E-01	
  +2.6625000000000000E+01	  +2.8713776493152530E+01	  +2.8579684369113235E+01	  +7.7847629734707937E+01	  +9.3792324981575817E+01	  +3.0614206971405122E-01	  +3.0471239917261150E-01	  +3.1537425237004996E-01	
  +2.6750000000000000E+01	  +2.9339077973036517E+01	  +2.6059535880998340E+01	  +7.7294242792139187E+01	  +9.3125593725468889E+01	  +3.1504849310842659E-01	  +2.7983215825523727E-01	  +2.9057034482667504E-01	
  +2.6875000000000000E+01	  +2.8713770815443198E+01	  +2.8552096656154873E+01	  +7.7847609855514648E+01	  +9.3792301030740532E+01	  +3.0614208735567994E-01	  +3.0441834076335211E-01	  +3.1508019668340520E-01	
  +2.7000000000000000E+01	  +2.9339122446069197E+01	  +2.6059575523719062E+01	  +7.7294187158807787E+01	  +9.3125526697358765E+01	  +3.1504919742807014E-01	  +2.7983278535871264E-01	  +2.9057097965907697E-01	
  +2.7125000000000000E+01	  +2.8713776165888000E+01	  +2.8531287777810945E+01	  +7.7847595089295325E+01	  +9.3792283240114841E+01	  +3.0614220247073753E-01	  +3.0419653720092132E-01	  +3.1485839514332720E-01	
  +2.7250000000000000E+01	  +2.9339136157609943E+01	  +2.6059587762800010E+01	  +7.7294172441208772E+01	  +9.3125508965311766E+01	  +3.1504940465386827E-01	  +2.7983297006738422E-01	  +2.9057116641241026E-01	
  +2.7375000000000000E+01	  +2.8713776632815378E+01	  +2.8530747341738625E+01	  +7.7847594678416641E+01	  +9.3792282745080286E+01	  +3.0614220906486583E-01	  +3.0419077675380662E-01	  +3.1485263475248565E-01	
  +2.7500000000000000E+01	  +2.9339121614109246E+01	  +2.6059574666020637E+01	  +7.7294171329912231E+01	  +9.3125507626400264E+01	  +3.1504925301252118E-01	  +2.7983283345489091E-01	  +2.9057102995430528E-01	
  +2.7625000000000000E+01	  +2.8713776622635820E+01	  +2.8530206509743273E+01	  +7.7847594296151669E+01	  +9.3792282284520070E+01	  +3.0614221045962198E-01	  +3.0418501197354952E-01	  +3.1484687002458284E-01	
  +2.7750000000000000E+01	  +2.9339142213099546E+01	  +2.6059593197574621E+01	  +7.7294170239544329E+01	  +9.3125506312704005E+01	  +3.1504947865284416E-01	  +2.7983303639788770E-01	  +2.9057123304878291E-01	
  +2.7875000000000000E+01	  +2.8713776564022439E+01	  +2.8529665864897723E+01	  +7.7847593951990078E+01	  +9.3792281869867551E+01	  +3.0614221118813884E-01	  +3.0417924903971644E-01	  +3.1484110713788549E-01	
  +2.8000000000000000E+01	  +2.9339135638615588E+01	  +2.6059587273122226E+01	  +7.7294169162060101E+01	  +9.3125505014530233E+01	  +3.1504941244654561E-01	  +2.7983297668083718E-01	  +2.9057117348142336E-01	
  +2.8125000000000000E+01	  +2.8713776817625082E+01	  +2.8527504022399668E+01	  +7.7847592452201482E+01	  +9.3792280062893340E+01	  +3.0614221979005923E-01	  +3.0415620564155460E-01	  +3.1481806394513184E-01	
  +2.8250000000000000E+01	  +2.9339144594355190E+01	  +2.6059595258142586E+01	  +7.7294158248778047E+01	  +9.3125491865997645E+01	  +3.1504955309736860E-01	  +2.7983310193562122E-01	  +2.9057130025235006E-01	
  +2.8375000000000000E+01	  +2.8713796648391675E+01	  +2.8520495631683321E+01	  +7.7847587273305152E+01	  +9.3792273823259208E+01	  +3.0614245158934450E-01	  +3.0408150340215578E-01	  +3.1474336241502487E-01	
  +2.8500000000000000E+01	  +2.9339156969388831E+01	  +2.6059606297873799E+01	  +7.7294144110859577E+01	  +9.3125474832360922E+01	  +3.1504974360886190E-01	  +2.7983327166690736E-01	  +2.9057147194776650E-01	
  +2.8625000000000000E+01	  +2.8713795493520035E+01	  +2.8513469157683378E+01	  +7.7847582300843968E+01	  +9.3792267832342120E+01	  +3.0614245883090524E-01	  +3.0400660754522413E-01	  +3.1466846723911213E-01	
  +2.8750000000000000E+01	  +2.9339171322621215E+01	  +2.6059619118394984E+01	  +7.7294129863546146E+01	  +9.3125457666923054E+01	  +3.1504995580861567E-01	  +2.7983346091678885E-01	  +2.9057166317697686E-01	
  +2.8875000000000000E+01	  +2.8713772278136879E+01	  +2.8506422644528151E+01	  +7.7847577354879220E+01	  +9.3792261873348451E+01	  +3.0614223076217384E-01	  +3.0393149792060187E-01	  +3.1459335829188007E-01	
  +2.9000000000000000E+01	  +2.9339185473548461E+01	  +2.6059631756393259E+01	  +7.7294115670564736E+01	  +9.3125440566945457E+01	  +3.1505016561459687E-01	  +2.7983364801006949E-01	  +2.9057185224203896E-01	
  +2.9125000000000000E+01	  +2.8713793120992470E+01	  +2.8500903345429084E+01	  +7.7847573224700540E+01	  +9.3792256897229564E+01	  +3.0614246922808208E-01	  +3.0387266804612889E-01	  +3.1453452898306877E-01	
  +2.9250000000000000E+01	  +2.9339183323551740E+01	  +2.6059629785813065E+01	  +7.7294110484264465E+01	  +9.3125434318390916E+01	  +3.1505016366680910E-01	  +2.7983364562592616E-01	  +2.9057185057841051E-01	
  +2.9375000000000000E+01	  +2.8713793142894666E+01	  +2.8499822773222625E+01	  +7.7847572453476403E+01	  +9.3792255968043847E+01	  +3.0614247249450743E-01	  +3.0386115014583781E-01	  +3.1452301118840315E-01	
  +2.9500000000000000E+01	  +2.9339193073389850E+01	  +2.6059638545715135E+01	  +7.7294108312787401E+01	  +9.3125431702153492E+01	  +3.1505027721349499E-01	  +2.7983374755311352E-01	  +2.9057195280727371E-01	
  +2.9625000000000000E+01	  +2.8713792127584501E+01	  +2.8498741820278259E+01	  +7.7847571712489199E+01	  +9.3792255075288182E+01	  +3.0614246458340927E-01	  +3.0384962806792493E-01	  +3.1451148921197447E-01	
  +2.9750000000000000E+01	  +2.9339187374462501E+01	  +2.6059633401522213E+01	  +7.7294106127080653E+01	  +9.3125429068771865E+01	  +3.1505022492616824E-01	  +2.7983370022679332E-01	  +2.9057190578460629E-01	
  +2.9875000000000000E+01	  +2.8713792915162582E+01	  +2.8497661992205625E+01	  +7.7847570903639607E+01	  +9.3792254100770606E+01	  +3.0614247616133011E-01	  +3.0383811824788509E-01	  +3.1449997950271319E-01	
  +3.0000000000000000E+01	  +2.9339197507187716E+01	  +2.6059642506105796E+01	  +7.7294103935907231E+01	  +9.3125426428803891E+01	  +3.1505034266466503E-01	  +2.7983380592655727E-01	  +2.9057201178878245E-01	
  +3.0125000000000000E+01	  +2.8713789655214995E+01	  +2.8495903162144391E+01	  +7.7847569738055498E+01	  +9.3792252696452394E+01	  +3.0614244598798368E-01	  +3.0381937039478124E-01	  +3.1448123180924564E-01	
  +3.0250000000000000E+01	  +2.9339201093782588E+01	  +2.6059645690825409E+01	  +7.7294097665559349E+01	  +9.3125418874167877E+01	  +3.1505040673616780E-01	  +2.7983386282576078E-01	  +2.9057206955910403E-01	
  +3.0375000000000000E+01	  +2.8713789690849378E+01	  +2.8492121552343079E+01	  +7.7847567022523691E+01	  +9.3792249424727331E+01	  +3.0614245704698168E-01	  +3.0377906199178367E-01	  +3.1444092377816235E-01	
  +3.0500000000000000E+01	  +2.9339213745766710E+01	  +2.6059657024887574E+01	  +7.7294090013049768E+01	  +9.3125409654276822E+01	  +3.1505057378740126E-01	  +2.7983401223825677E-01	  +2.9057222003473732E-01	
  +3.0625000000000000E+01	  +2.8713794993681717E+01	  +2.8488343425746685E+01	  +7.7847564309342715E+01	  +9.3792246155834590E+01	  +3.0614252425487415E-01	  +3.0373879071425236E-01	  +3.1440065287222346E-01	
  +3.0750000000000000E+01	  +2.9339212404157045E+01	  +2.6059655764960336E+01	  +7.7294082349712625E+01	  +9.3125400421340501E+01	  +3.1505059061666818E-01	  +2.7983402645309363E-01	  +2.9057223531421594E-01	
  +3.0875000000000000E+01	  +2.8713795148502985E+01	  +2.8484564011877129E+01	  +7.7847561595794502E+01	  +9.3792242886499395E+01	  +3.0614253657682916E-01	  +3.0369850571061718E-01	  +3.1436036824023095E-01	
  +3.1000000000000000E+01	  +2.9339199077919599E+01	  +2.6059643718706571E+01	  +7.7294074724146725E+01	  +9.3125391233911714E+01	  +3.1505047859853391E-01	  +2.7983392470534851E-01	  +2.9057213462586529E-01	
  +3.1125000000000000E+01	  +2.8713795140075021E+01	  +2.8484023476055579E+01	  +7.7847561213997139E+01	  +9.3792242426502568E+01	  +3.0614253798842384E-01	  +3.0369274408143315E-01	  +3.1435460666333714E-01	
  +3.1250000000000000E+01	  +2.9339206618911369E+01	  +2.6059650588337590E+01	  +7.7294086738304898E+01	  +9.3125405708801068E+01	  +3.1505051060559930E-01	  +2.7983395497706542E-01	  +2.9057216322849527E-01	
  +3.1375000000000000E+01	  +2.8713789670740514E+01	  +2.8493201453815836E+01	  +7.7847567844220379E+01	  +9.3792250414723341E+01	  +3.0614245360118875E-01	  +3.0379057254545866E-01	  +3.1445243421929925E-01	
  +3.1500000000000000E+01	  +2.9339178799105063E+01	  +2.6059625678174481E+01	  +7.7294105310987106E+01	  +9.3125428085526622E+01	  +3.1505013616860789E-01	  +2.7983362024646219E-01	  +2.9057182591765218E-01	
  +3.1625000000000000E+01	  +2.8713792539182641E+01	  +2.8502388269855487E+01	  +7.7847574403150773E+01	  +9.3792258317049118E+01	  +3.0614245839054693E-01	  +3.0388849550362579E-01	  +3.1455035627916722E-01	
  +3.1750000000000000E+01	  +2.9339183663128416E+01	  +2.6059630183429018E+01	  +7.7294123858831711E+01	  +9.3125450432327355E+01	  +3.1505011279863487E-01	  +2.7983360147466990E-01	  +2.9057180456907189E-01	
  +3.1875000000000000E+01	  +2.8713795454877239E+01	  +2.8511577691824865E+01	  +7.7847580975360188E+01	  +9.3792266235373717E+01	  +3.0614246363148268E-01	  +3.0398644617749659E-01	  +3.1464830605292043E-01	
  +3.2000000000000000E+01	  +2.9339169038863101E+01	  +2.6059617149280950E+01	  +7.7294142400654707E+01	  +9.3125472771873135E+01	  +3.1504988018406566E-01	  +2.7983339438306493E-01	  +2.9057159490151674E-01	
  +3.2125000000000000E+01	  +2.8713776187848755E+01	  +2.8523855343857822E+01	  +7.7847589807670843E+01	  +9.3792276876711853E+01	  +3.0614222347531300E-01	  +3.0411731427899852E-01	  +3.1477917294476560E-01	
  +3.2250000000000000E+01	  +2.9339133082086750E+01	  +2.6059585045302679E+01	  +7.7294179774313790E+01	  +9.3125517800378049E+01	  +3.1504934173872207E-01	  +2.7983291433786678E-01	  +2.9057110966413147E-01	
  +3.2375000000000000E+01	  +2.8713770730814073E+01	  +2.8545473380197556E+01	  +7.7847605208769281E+01	  +9.3792295432252132E+01	  +3.0614210472708336E-01	  +3.0434774251597740E-01	  +3.1500959907243964E-01	
  +3.2500000000000000E+01	  +2.9339077867272248E+01	  +2.6059535652250791E+01	  +7.7294223415073319E+01	  +9.3125570379606401E+01	  +3.1504857095293798E-01	  +2.7983222595066731E-01	  +2.9057041521408566E-01	
  +3.2625000000000000E+01	  +2.8713778486954347E+01	  +2.8567111555359475E+01	  +7.7847620686969663E+01	  +9.3792314080686339E+01	  +3.0614212655263906E-01	  +3.0457838507731200E-01	  +3.1524023951391045E-01	
  +3.2750000000000000E+01	  +2.9339029946099718E+01	  +2.6059492823847823E+01	  +7.7294267066448441E+01	  +9.3125622971624622E+01	  +3.1504787844521931E-01	  +2.7983160801821588E-01	  +2.9056979121731996E-01	
  +3.2875000000000000E+01	  +2.8713772305327605E+01	  +2.8588742203047879E+01	  +7.7847636160671897E+01	  +9.3792332723701065E+01	  +3.0614199979346196E-01	  +3.0480894730773211E-01	  +3.1547079962508368E-01	
  +3.3000000000000000E+01	  +2.9339017075362232E+01	  +2.6059481540335462E+01	  +7.7294310651184304E+01	  +9.3125675483354570E+01	  +3.1504756258768113E-01	  +2.7983132906234193E-01	  +2.9056950620639649E-01	
  +3.3125000000000000E+01	  +2.8713778508270373E+01	  +2.8624329853620814E+01	  +7.7847661531898311E+01	  +9.3792363291443735E+01	  +3.0614196615397371E-01	  +3.0518827811892962E-01	  +3.1585012696149123E-01	
  +3.3250000000000000E+01	  +2.9338883679091008E+01	  +2.6059362364309116E+01	  +7.7294438565457881E+01	  +9.3125829596937194E+01	  +3.1504560878624305E-01	  +2.7982958623937110E-01	  +2.9056774561285703E-01	
  +3.3375000000000000E+01	  +2.8713784582488813E+01	  +2.8701790195068565E+01	  +7.7847716767743009E+01	  +9.3792429840654222E+01	  +3.0614181369723781E-01	  +3.0601393144234129E-01	  +3.1667577271992542E-01	
  +3.3500000000000000E+01	  +2.9338749612665175E+01	  +2.6059242778172276E+01	  +7.7294594466617980E+01	  +9.3126017429660209E+01	  +3.1504353372380894E-01	  +2.7982773769806379E-01	  +2.9056587541296525E-01	
  +3.3625000000000000E+01	  +2.8713798300230955E+01	  +2.8779347644993898E+01	  +7.7847772014402679E+01	  +9.3792496402894784E+01	  +3.0614174269216637E-01	  +3.0684061890590281E-01	  +3.1750245261703897E-01	
  +3.3750000000000000E+01	  +2.9338614378631679E+01	  +2.6059122141383899E+01	  +7.7294750302668490E+01	  +9.3126205183937927E+01	  +3.1504144639721554E-01	  +2.7982587811790793E-01	  +2.9056399418335754E-01	
  +3.3875000000000000E+01	  +2.8713799092906349E+01	  +2.8856984191878571E+01	  +7.7847827102350067E+01	  +9.3792562773915733E+01	  +3.0614153450652726E-01	  +3.0766814914139301E-01	  +3.1832997530782869E-01	
  +3.4000000000000000E+01	  +2.9338500861911999E+01	  +2.6059021049895865E+01	  +7.7294906128611643E+01	  +9.3126392926038122E+01	  +3.1503959232280071E-01	  +2.7982422846112154E-01	  +2.9056232287861078E-01	
  +3.4125000000000000E+01	  +2.8713791935528267E+01	  +2.8917980262309555E+01	  +7.7847870410342622E+01	  +9.3792614952220021E+01	  +3.0614128788450662E-01	  +3.0831830711875341E-01	  +3.1898012735384784E-01	
  +3.4250000000000000E+01	  +2.9338455849026509E+01	  +2.6058980919010086E+01	  +7.7294961350151965E+01	  +9.3126459458014409E+01	  +3.1503888389801399E-01	  +2.7982359761844749E-01	  +2.9056168436436147E-01	
  +3.4375000000000000E+01	  +2.8713799597629876E+01	  +2.8928862654781199E+01	  +7.7847877991680889E+01	  +9.3792624086362508E+01	  +3.0614133976239688E-01	  +3.0843430319365028E-01	  +3.1909612239042656E-01	
  +3.4500000000000000E+01	  +2.9338429769018717E+01	  +2.6058957597212650E+01	  +7.7294983151008495E+01	  +9.3126485724106615E+01	  +3.1503851499277830E-01	  +2.7982326826348886E-01	  +2.9056135198075234E-01	
  +3.4625000000000000E+01	  +2.8713798475297896E+01	  +2.8939738625489035E+01	  +7.7847885790409222E+01	  +9.3792633482420740E+01	  +3.0614129712734456E-01	  +3.0855022991665032E-01	  +3.1921204804533554E-01	
  +3.4750000000000000E+01	  +2.9338406801439337E+01	  +2.6058937076596052E+01	  +7.7295004937827585E+01	  +9.3126511973286242E+01	  +3.1503817956647179E-01	  +2.7982296903884013E-01	  +2.9056104972940500E-01	
  +3.4875000000000000E+01	  +2.8713794660288521E+01	  +2.8950613388635773E+01	  +7.7847893531012048E+01	  +9.3792642808448235E+01	  +3.0614122601204885E-01	  +3.0866614397209508E-01	  +3.1932796104065014E-01	
  +3.5000000000000000E+01	  +2.9338394078317737E+01	  +2.6058925775771733E+01	  +7.7295026689406754E+01	  +9.3126538180008126E+01	  +3.1503795428976805E-01	  +2.7982276894478092E-01	  +2.9056084661354448E-01	
  +3.5125000000000000E+01	  +2.8713795541282543E+01	  +2.8959317173194840E+01	  +7.7847899691898860E+01	  +9.3792650231203439E+01	  +3.0614121117701271E-01	  +3.0875891769566932E-01	  +3.1942073392044756E-01	
  +3.5250000000000000E+01	  +2.9338384548985527E+01	  +2.6058917259458752E+01	  +7.7295035406641247E+01	  +9.3126548682700289E+01	  +3.1503781643349560E-01	  +2.7982264593790968E-01	  +2.9056072239564668E-01	
  +3.5375000000000000E+01	  +2.8713796193462549E+01	  +2.8961494567030872E+01	  +7.7847901242889151E+01	  +9.3792652099866444E+01	  +3.0614121203108019E-01	  +3.0878212651662629E-01	  +3.1944394252898556E-01	
  +3.5500000000000000E+01	  +2.9338361187918153E+01	  +2.6058896264558499E+01	  +7.7295039741943995E+01	  +9.3126553905956612E+01	  +3.1503754791082844E-01	  +2.7982240479846321E-01	  +2.9056048065392598E-01	
  +3.5625000000000000E+01	  +2.8713796114278306E+01	  +2.8963671034571433E+01	  +7.7847902774664277E+01	  +9.3792653945378646E+01	  +3.0614120516304139E-01	  +3.0880532553688905E-01	  +3.1946714133946097E-01	
  +3.5750000000000000E+01	  +2.9338374432589045E+01	  +2.6058908214630243E+01	  +7.7295044087357539E+01	  +9.3126559141394623E+01	  +3.1503767242215419E-01	  +2.7982251738802938E-01	  +2.9056059263981326E-01	
  +3.5875000000000000E+01	  +2.8713796068722917E+01	  +2.8965847422320223E+01	  +7.7847904370400315E+01	  +9.3792655867952178E+01	  +3.0614119840201770E-01	  +3.0882852345177597E-01	  +3.1949033903580071E-01	
  +3.6000000000000000E+01	  +2.9338358175038596E+01	  +2.6058893612990477E+01	  +7.7295048455169947E+01	  +9.3126564403819202E+01	  +3.1503748004511811E-01	  +2.7982234478223467E-01	  +2.9056041942722810E-01	
  +3.6125000000000000E+01	  +2.8713796136105632E+01	  +2.8963534887762894E+01	  +7.7847902679011298E+01	  +9.3792653830134086E+01	  +3.0614120577192100E-01	  +3.0880387434412665E-01	  +3.1946569015979892E-01	
  +3.6250000000000000E+01	  +2.9338393904651166E+01	  +2.6058925613814694E+01	  +7.7295025848168024E+01	  +9.3126537166467486E+01	  +3.1503795585363159E-01	  +2.7982277025111868E-01	  +2.9056084803674981E-01	
  +3.6375000000000000E+01	  +2.8713794710853147E+01	  +2.8947758197224072E+01	  +7.7847891485049473E+01	  +9.3792640343433092E+01	  +3.0614123459702292E-01	  +3.0863571055498978E-01	  +3.1929752790375382E-01	
  +3.6500000000000000E+01	  +2.9338418876423926E+01	  +2.6058947870748057E+01	  +7.7294994284989983E+01	  +9.3126499138542144E+01	  +3.1503835264737956E-01	  +2.7982312351268313E-01	  +2.9056120568317600E-01	
  +3.6625000000000000E+01	  +2.8713799552932777E+01	  +2.8931989325566658E+01	  +7.7847880263357439E+01	  +9.3792626823322209E+01	  +3.0614133035234370E-01	  +3.0846763019086815E-01	  +3.1912944907652224E-01	
  +3.6750000000000000E+01	  +2.9338449987284424E+01	  +2.6058975652858084E+01	  +7.7294962711137714E+01	  +9.3126461097756277E+01	  +3.1503881540701306E-01	  +2.7982353614300426E-01	  +2.9056162269984537E-01	
  +3.6875000000000000E+01	  +2.8713791910413871E+01	  +2.8916213591008248E+01	  +7.7847869187212112E+01	  +9.3792613478568796E+01	  +3.0614129242677351E-01	  +3.0829947603086544E-01	  +3.1896129643347632E-01	
  +3.7000000000000000E+01	  +2.9338475051237360E+01	  +2.6058997992744210E+01	  +7.7294931141991654E+01	  +9.3126423062640541E+01	  +3.1503921321559974E-01	  +2.7982389031752986E-01	  +2.9056198126006894E-01	
  +3.7125000000000000E+01	  +2.8713799650019904E+01	  +2.8903173325638910E+01	  +7.7847859835734752E+01	  +9.3792602211728607E+01	  +3.0614141172030829E-01	  +3.0816048008128105E-01	  +3.1882230176464355E-01	
  +3.7250000000000000E+01	  +2.9338486523793140E+01	  +2.6059008212975542E+01	  +7.7294915902851173E+01	  +9.3126404702230317E+01	  +3.1503939852077745E-01	  +2.7982405523222614E-01	  +2.9056214829184202E-01	
  +3.7375000000000000E+01	  +2.8713805524340778E+01	  +2.8898286660053689E+01	  +7.7847856287774178E+01	  +9.3792597937077318E+01	  +3.0614148830384269E-01	  +3.0810839336640078E-01	  +3.1877021553568191E-01	
  +3.7500000000000000E+01	  +2.9338500859636444E+01	  +2.6059021047848162E+01	  +7.7294906132995450E+01	  +9.3126392931319813E+01	  +3.1503959228049799E-01	  +2.7982422842326282E-01	  +2.9056232284014305E-01	
  +3.7625000000000000E+01	  +2.8713797459199512E+01	  +2.8893387525341090E+01	  +7.7847852916197255E+01	  +9.3792593874936443E+01	  +3.0614141557367147E-01	  +3.0805617300517024E-01	  +3.1871799563621300E-01	
  +3.7750000000000000E+01	  +2.9338510267553314E+01	  +2.6059029447379583E+01	  +7.7294896340348885E+01	  +9.3126381132950456E+01	  +3.1503973321661277E-01	  +2.7982435406973249E-01	  +2.9056244984704360E-01	
  +3.7875000000000000E+01	  +2.8713804907008203E+01	  +2.8888502642372480E+01	  +7.7847849494958623E+01	  +9.3792589752962186E+01	  +3.0614150843511978E-01	  +3.0800410478547546E-01	  +3.1866592788508147E-01	
  +3.8000000000000000E+01	  +2.9338515430245298E+01	  +2.6059034026220115E+01	  +7.7294886544328065E+01	  +9.3126369330515729E+01	  +3.1503982858087898E-01	  +2.7982443870149964E-01	  +2.9056253583971076E-01	
  +3.8125000000000000E+01	  +2.8713797335331375E+01	  +2.8874638667335159E+01	  +7.7847839550505299E+01	  +9.3792577771693118E+01	  +3.0614146681441656E-01	  +3.0785632886240610E-01	  +3.1851815332397670E-01	
  +3.8250000000000000E+01	  +2.9338550571645690E+01	  +2.6059065214314344E+01	  +7.7294822752854657E+01	  +9.3126292473318856E+01	  +3.1504046593556090E-01	  +2.7982500454187409E-01	  +2.9056311054224454E-01	
  +3.8375000000000000E+01	  +2.8713792214044283E+01	  +2.8833894501425938E+01	  +7.7847810768182995E+01	  +9.3792543094196375E+01	  +3.0614152540044531E-01	  +3.0742203537937868E-01	  +3.1808386378289788E-01	
  +3.8500000000000000E+01	  +2.9338613293737122E+01	  +2.6059121101148907E+01	  +7.7294741044143990E+01	  +9.3126194029089135E+01	  +3.1504147248380876E-01	  +2.7982590046586692E-01	  +2.9056401781755037E-01	
  +3.8625000000000000E+01	  +2.8713798067228456E+01	  +2.8793184306450346E+01	  +7.7847781697775631E+01	  +9.3792508069609184E+01	  +3.0614170212740427E-01	  +3.0698810490365769E-01	  +3.1764993728858376E-01	
  +3.8750000000000000E+01	  +2.9338714493296187E+01	  +2.6059211617549419E+01	  +7.7294659312363564E+01	  +9.3126095557064531E+01	  +3.1504289230421362E-01	  +2.7982716833200866E-01	  +2.9056529703823403E-01	
  +3.8875000000000000E+01	  +2.8713780446804364E+01	  +2.8752478475555854E+01	  +7.7847752827868405E+01	  +9.3792473286588432E+01	  +3.0614162779424436E-01	  +3.0655421984342990E-01	  +3.1721605618230581E-01	
  +3.9000000000000000E+01	  +2.9338781927049233E+01	  +2.6059271744806008E+01	  +7.7294577584007712E+01	  +9.3125997089165907E+01	  +3.1504394953170867E-01	  +2.7982810986555001E-01	  +2.9056624992586555E-01	
  +3.9125000000000000E+01	  +2.8713779784555467E+01	  +2.8721163808843539E+01	  +7.7847730533491045E+01	  +9.3792446425892820E+01	  +3.0614170840764632E-01	  +3.0622043568867424E-01	  +3.1688227508093403E-01	
  +3.9250000000000000E+01	  +2.9338800289488493E+01	  +2.6059288096331397E+01	  +7.7294552223328026E+01	  +9.3125966534130143E+01	  +3.1504425007751180E-01	  +2.7982837726340071E-01	  +2.9056652084694679E-01	
  +3.9375000000000000E+01	  +2.8713780326525146E+01	  +2.8717911775226707E+01	  +7.7847728142872853E+01	  +9.3792443545629936E+01	  +3.0614172358731562E-01	  +3.0618577243118172E-01	  +3.1684761215085488E-01	
  +3.9500000000000000E+01	  +2.9338808399594100E+01	  +2.6059295350382442E+01	  +7.7294545678166529E+01	  +9.3125958648393393E+01	  +3.1504436384237161E-01	  +2.7982847885380685E-01	  +2.9056662334663941E-01	
  +3.9625000000000000E+01	  +2.8713780375894764E+01	  +2.8714658961494390E+01	  +7.7847725853731831E+01	  +9.3792440787628706E+01	  +3.0614173311589660E-01	  +3.0615110045501531E-01	  +3.1681294048820380E-01	
  +3.9750000000000000E+01	  +2.9338815417760760E+01	  +2.6059301621771265E+01	  +7.7294539152072531E+01	  +9.3125950785629541E+01	  +3.1504446580413431E-01	  +2.7982856982323051E-01	  +2.9056671522270078E-01	
  +3.9875000000000000E+01	  +2.8713778341866991E+01	  +2.8711404788856274E+01	  +7.7847723671097540E+01	  +9.3792438157948837E+01	  +3.0614172001278250E-01	  +3.0611641356956243E-01	  +3.1677825390167935E-01	
