 TIME                    ,CSP_load_factor          ,HT_Level                 ,Global_Radiation         ,dtSim                    ,ct_fr                    ,DNI                      ,FILL_FREQ                ,EMP_FREQ                 ,PowerCSP                 ,PowerPV                  ,Ptotal                   ,AC_Crtld                 ,PVnet_to_grid            ,DC_curtailed             ,cleanCSP                 ,LOAD                     ,
  +1.1350000000000000E+03,  +9.3795000000000006E-01,  +7.2162311610065233E-03,  +1.7762000000000000E+02,  +1.0000000000000000E+00,  +1.2764168321327759E+07,  +1.4400000000000000E+01,  +0.0000000000000000E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +2.0515999999999998E+01,  +2.0515999999999998E+01,  +0.0000000000000000E+00,  +2.0515999999999998E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.0000000000000000E+02,
  +1.1360000000000000E+03,  +8.8260500000000008E-01,  +8.4237503099202100E-03,  +2.9429000000000002E+02,  +1.0000000000000000E+00,  +5.7332088402044214E+07,  +4.8600000000000001E+01,  +0.0000000000000000E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +3.4253000000000000E+01,  +3.4253000000000000E+01,  +0.0000000000000000E+00,  +3.4253000000000000E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.0000000000000000E+02,
  +1.1370000000000000E+03,  +8.3346500000000001E-01,  +1.1028089781314457E-02,  +3.7464999999999998E+02,  +1.0000000000000000E+00,  +9.3849321937161073E+07,  +7.3800000000000011E+01,  +0.0000000000000000E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +4.3442000000000000E+01,  +4.3442000000000000E+01,  +0.0000000000000000E+00,  +4.3442000000000000E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.0000000000000000E+02,
  +1.1380000000000000E+03,  +8.0080499999999999E-01,  +1.4727569998966515E-02,  +4.2893000000000001E+02,  +1.0000000000000000E+00,  +1.2090480038475771E+08,  +9.0000000000000000E+01,  +0.0000000000000000E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +4.9491000000000000E+01,  +4.9491000000000000E+01,  +0.0000000000000000E+00,  +4.9491000000000000E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.0000000000000000E+02,
  +1.1390000000000000E+03,  +7.8295999999999999E-01,  +1.9191705180921663E-02,  +4.4994999999999999E+02,  +1.0000000000000000E+00,  +1.3823739731656009E+08,  +9.9000000000000000E+01,  +0.0000000000000000E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +5.1768000000000001E+01,  +5.1768000000000001E+01,  +0.0000000000000000E+00,  +5.1768000000000001E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.0000000000000000E+02,
  +1.1400000000000000E+03,  +7.7854000000000001E-01,  +2.3939366801279935E-02,  +4.4863999999999999E+02,  +1.0000000000000000E+00,  +1.3736345646815452E+08,  +9.9000000000000000E+01,  +0.0000000000000000E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +5.1555000000000000E+01,  +5.1555000000000000E+01,  +0.0000000000000000E+00,  +5.1555000000000000E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.0000000000000000E+02,
  +1.1410000000000000E+03,  +7.8978000000000004E-01,  +2.8413831221826585E-02,  +4.0413999999999999E+02,  +1.0000000000000000E+00,  +1.2237835212617402E+08,  +8.8199999999999989E+01,  +0.0000000000000000E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +4.6524999999999999E+01,  +4.6524999999999999E+01,  +0.0000000000000000E+00,  +4.6524999999999999E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.0000000000000000E+02,
  +1.1420000000000000E+03,  +8.1520499999999996E-01,  +3.2383781567416454E-02,  +3.4413999999999999E+02,  +1.0000000000000000E+00,  +1.0807651062931064E+08,  +7.7400000000000006E+01,  +0.0000000000000000E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +3.9691000000000003E+01,  +3.9691000000000003E+01,  +0.0000000000000000E+00,  +3.9691000000000003E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.0000000000000000E+02,
  +1.1430000000000000E+03,  +8.5366999999999993E-01,  +3.5828481199459326E-02,  +2.4812000000000000E+02,  +1.0000000000000000E+00,  +9.1887648292415872E+07,  +6.8400000000000006E+01,  +0.0000000000000000E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +2.8577999999999999E+01,  +2.8577999999999999E+01,  +0.0000000000000000E+00,  +2.8577999999999999E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.0000000000000000E+02,
  +1.1440000000000000E+03,  +9.0157500000000002E-01,  +3.8397186327156198E-02,  +1.5277000000000001E+02,  +1.0000000000000000E+00,  +5.7225196303146988E+07,  +4.5000000000000000E+01,  +0.0000000000000000E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +1.7343000000000000E+01,  +1.7343000000000000E+01,  +0.0000000000000000E+00,  +1.7343000000000000E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.0000000000000000E+02,
  +1.1450000000000000E+03,  +9.5079000000000002E-01,  +3.9748772198794947E-02,  +5.3947000000000003E+01,  +1.0000000000000000E+00,  +2.1234106815571930E+07,  +1.8000000000000000E+01,  +0.0000000000000000E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +5.6173000000000002E+00,  +5.6173000000000002E+00,  +0.0000000000000000E+00,  +5.6173000000000002E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.0000000000000000E+02,
  +1.1460000000000000E+03,  +9.8795999999999995E-01,  +4.0114563349166868E-02,  +0.0000000000000000E+00,  +1.0000000000000000E+00,  +1.5955210401659699E+06,  +1.8000000000000000E+00,  +0.0000000000000000E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.0000000000000000E+02,
  +1.1470000000000000E+03,  +1.0000000000000000E+00,  +4.0114563349166868E-02,  +0.0000000000000000E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.0000000000000000E+02,
  +1.1480000000000000E+03,  +1.0000000000000000E+00,  +4.0114563349166868E-02,  +0.0000000000000000E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.0000000000000000E+02,
  +1.1490000000000000E+03,  +1.0000000000000000E+00,  +4.0114563349166868E-02,  +0.0000000000000000E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.0000000000000000E+02,
  +1.1500000000000000E+03,  +1.0000000000000000E+00,  +4.0114563349166868E-02,  +0.0000000000000000E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.0000000000000000E+02,
  +1.1510000000000000E+03,  +1.0000000000000000E+00,  +4.0114563349166868E-02,  +0.0000000000000000E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.0000000000000000E+02,
  +1.1520000000000000E+03,  +1.0000000000000000E+00,  +4.0114563349166868E-02,  +0.0000000000000000E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.0000000000000000E+02,
  +1.1530000000000000E+03,  +1.0000000000000000E+00,  +4.0114563349166868E-02,  +0.0000000000000000E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.0000000000000000E+02,
  +1.1540000000000000E+03,  +1.0000000000000000E+00,  +4.0114563349166868E-02,  +0.0000000000000000E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.0000000000000000E+02,
  +1.1550000000000000E+03,  +1.0000000000000000E+00,  +4.0114563349166868E-02,  +0.0000000000000000E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.0000000000000000E+02,
  +1.1560000000000000E+03,  +1.0000000000000000E+00,  +4.0114563349166868E-02,  +0.0000000000000000E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.0000000000000000E+02,
  +1.1570000000000000E+03,  +1.0000000000000000E+00,  +4.0114563349166868E-02,  +3.8481000000000001E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.0000000000000000E+02,
  +1.1580000000000000E+03,  +9.7853999999999997E-01,  +4.0114563349166868E-02,  +8.9575000000000003E+01,  +1.0000000000000000E+00,  +7.1595346451852173E+06,  +2.3399999999999999E+01,  +0.0000000000000000E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +1.0013000000000000E+01,  +1.0013000000000000E+01,  +0.0000000000000000E+00,  +1.0013000000000000E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.0000000000000000E+02,
  +1.1590000000000000E+03,  +8.9761000000000002E-01,  +4.4669044474115120E-02,  +3.2244000000000000E+02,  +1.0000000000000000E+00,  +2.6438676428468344E+08,  +3.0060000000000002E+02,  +0.0000000000000000E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +3.7759000000000000E+01,  +3.7759000000000000E+01,  +0.0000000000000000E+00,  +3.7759000000000000E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.0000000000000000E+02,
  +1.1600000000000000E+03,  +7.9779500000000003E-01,  +6.0123908410583120E-02,  +4.8869999999999999E+02,  +1.0000000000000000E+00,  +6.3276516305627882E+08,  +5.3639999999999998E+02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +5.6582000000000001E+01,  +5.6582000000000001E+01,  +0.0000000000000000E+00,  +5.6582000000000001E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.0000000000000000E+02,
  +1.1610000000000000E+03,  +7.8778999999999999E-01,  +5.3724250875365594E-02,  +3.6431999999999999E+02,  +1.0000000000000000E+00,  +3.7543826296468759E+08,  +2.9519999999999999E+02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +1.5557846929543152E+02,  +4.2426000000000002E+01,  +1.9800446929543153E+02,  +0.0000000000000000E+00,  +4.2426000000000002E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.0000000000000000E+02,
  +1.1620000000000000E+03,  +7.6130500000000001E-01,  +1.8712605764814656E-02,  +6.0344000000000005E+02,  +1.0000000000000000E+00,  +2.3459859739667922E+08,  +1.7459999999999999E+02,  +0.0000000000000000E+00,  +1.0000000000000000E+00,  +9.1032691114751330E+01,  +6.8936999999999998E+01,  +1.5996969111475133E+02,  +0.0000000000000000E+00,  +6.8936999999999998E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.0000000000000000E+02,
  +1.1630000000000000E+03,  +6.3790000000000002E-01,  +1.1920323018636835E-02,  +8.5253999999999996E+02,  +1.0000000000000000E+00,  +6.3855886590628076E+08,  +4.5720000000000005E+02,  +0.0000000000000000E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +1.0000000000000000E+02,  +1.0000000000000000E+02,  +0.0000000000000000E+00,  +1.0000000000000000E+02,  +8.1417000000000000E-03,  +0.0000000000000000E+00,  +2.0000000000000000E+02,
  +1.1640000000000000E+03,  +7.2465000000000002E-01,  +3.0875837027584434E-02,  +2.4558000000000001E+02,  +1.0000000000000000E+00,  +4.6937735443069261E+08,  +3.3840000000000003E+02,  +0.0000000000000000E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +2.8465000000000000E+01,  +2.8465000000000000E+01,  +0.0000000000000000E+00,  +2.8465000000000000E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.0000000000000000E+02,
  +1.1650000000000000E+03,  +9.1688499999999995E-01,  +3.9382231741265532E-02,  +9.2950000000000003E+01,  +1.0000000000000000E+00,  +2.7463568610306483E+07,  +1.9800000000000001E+01,  +0.0000000000000000E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +1.0314000000000000E+01,  +1.0314000000000000E+01,  +0.0000000000000000E+00,  +1.0314000000000000E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.0000000000000000E+02,
  +1.1660000000000000E+03,  +9.5060000000000000E-01,  +3.9852434463634852E-02,  +1.1297000000000000E+02,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +1.2734999999999999E+01,  +1.2734999999999999E+01,  +0.0000000000000000E+00,  +1.2734999999999999E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.0000000000000000E+02,
  +1.1670000000000000E+03,  +8.9085999999999999E-01,  +4.3786172252132806E-02,  +3.2781000000000000E+02,  +1.0000000000000000E+00,  +2.2976151291427347E+08,  +1.7100000000000000E+02,  +0.0000000000000000E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +3.8186000000000000E+01,  +3.8186000000000000E+01,  +0.0000000000000000E+00,  +3.8186000000000000E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.0000000000000000E+02,
  +1.1680000000000000E+03,  +8.8809000000000005E-01,  +5.1443368030052519E-02,  +1.2370999999999999E+02,  +1.0000000000000000E+00,  +2.1747948159539828E+08,  +1.7100000000000000E+02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +1.4026999999999999E+01,  +1.4026999999999999E+01,  +0.0000000000000000E+00,  +1.4026999999999999E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.0000000000000000E+02,
  +1.1690000000000000E+03,  +9.6482000000000001E-01,  +2.8083913510237632E-02,  +2.5975000000000001E+01,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +1.0000000000000000E+00,  +1.0990367871792773E+02,  +2.3873000000000002E+00,  +1.1229097871792773E+02,  +0.0000000000000000E+00,  +2.3873000000000002E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.0000000000000000E+02,
  +1.1700000000000000E+03,  +9.9488500000000002E-01,  +1.0010010010010001E-03,  +0.0000000000000000E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.0000000000000000E+02,
  +1.1710000000000000E+03,  +1.0000000000000000E+00,  +1.0010010010010001E-03,  +0.0000000000000000E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.0000000000000000E+02,
  +1.1720000000000000E+03,  +1.0000000000000000E+00,  +1.0010010010010001E-03,  +0.0000000000000000E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.0000000000000000E+02,
  +1.1730000000000000E+03,  +1.0000000000000000E+00,  +1.0010010010010001E-03,  +0.0000000000000000E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.0000000000000000E+02,
  +1.1740000000000000E+03,  +1.0000000000000000E+00,  +1.0010010010010001E-03,  +0.0000000000000000E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.0000000000000000E+02,
  +1.1750000000000000E+03,  +1.0000000000000000E+00,  +1.0010010010010001E-03,  +0.0000000000000000E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.0000000000000000E+02,
  +1.1760000000000000E+03,  +1.0000000000000000E+00,  +1.0010010010010001E-03,  +0.0000000000000000E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.0000000000000000E+02,
  +1.1770000000000000E+03,  +1.0000000000000000E+00,  +1.0010010010010001E-03,  +0.0000000000000000E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.0000000000000000E+02,
  +1.1780000000000000E+03,  +1.0000000000000000E+00,  +1.0010010010010001E-03,  +0.0000000000000000E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.0000000000000000E+02,
  +1.1790000000000000E+03,  +1.0000000000000000E+00,  +1.0010010010010001E-03,  +0.0000000000000000E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.0000000000000000E+02,
  +1.1800000000000000E+03,  +1.0000000000000000E+00,  +1.0010010010010001E-03,  +0.0000000000000000E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.0000000000000000E+02,
  +1.1810000000000000E+03,  +9.9975999999999998E-01,  +1.0010010010010001E-03,  +5.7721999999999998E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +1.1100000000000000E-01,  +1.1100000000000000E-01,  +0.0000000000000000E+00,  +1.1100000000000000E-01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.0000000000000000E+02,
  +1.1820000000000000E+03,  +9.2882500000000001E-01,  +5.1759967781181025E-03,  +2.7949000000000001E+02,  +1.0000000000000000E+00,  +2.4374168833764732E+08,  +8.0639999999999998E+02,  +0.0000000000000000E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +3.3095999999999997E+01,  +3.3095999999999997E+01,  +0.0000000000000000E+00,  +3.3095999999999997E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.0000000000000000E+02,
  +1.1830000000000000E+03,  +7.8020000000000000E-01,  +4.6799403560300178E-02,  +6.0152999999999997E+02,  +1.0000000000000000E+00,  +2.1862872121865749E+09,  +2.5055999999999999E+03,  +0.0000000000000000E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +6.9453999999999994E+01,  +6.9453999999999994E+01,  +0.0000000000000000E+00,  +6.9453999999999994E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.0000000000000000E+02,
  +1.1840000000000000E+03,  +6.3679500000000000E-01,  +1.5564200062589983E-01,  +8.8810000000000002E+02,  +1.0000000000000000E+00,  +4.1680859616527514E+09,  +3.5334000000000001E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +1.0000000000000000E+02,  +1.0000000000000000E+02,  +0.0000000000000000E+00,  +1.0000000000000000E+02,  +5.3838999999999998E-02,  +0.0000000000000000E+00,  +2.0000000000000000E+02,
  +1.1850000000000000E+03,  +5.7132000000000005E-01,  +2.9046087688297156E-01,  +1.1265000000000000E+03,  +1.0000000000000000E+00,  +4.7392566672675524E+09,  +3.7260000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +1.0924337324737151E+02,  +1.0000000000000000E+02,  +2.0924337324737149E+02,  +0.0000000000000000E+00,  +1.0000000000000000E+02,  +3.0230000000000001E-01,  +0.0000000000000000E+00,  +2.0000000000000000E+02,
  +1.1860000000000000E+03,  +5.7132000000000005E-01,  +4.2023410257672844E-01,  +1.2790000000000000E+03,  +1.0000000000000000E+00,  +5.1379059705423346E+09,  +3.8231999999999998E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +8.8849969486332697E+01,  +1.0000000000000000E+02,  +1.8884996948633270E+02,  +0.0000000000000000E+00,  +1.0000000000000000E+02,  +4.4946999999999998E-01,  +0.0000000000000000E+00,  +2.0000000000000000E+02,
  +1.1870000000000000E+03,  +5.7132000000000005E-01,  +5.5095551429826550E-01,  +1.3399000000000001E+03,  +1.0000000000000000E+00,  +5.4064022059563923E+09,  +3.8700000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +1.0182975374205810E+02,  +1.0000000000000000E+02,  +2.0182975374205810E+02,  +0.0000000000000000E+00,  +1.0000000000000000E+02,  +5.0200999999999996E-01,  +0.0000000000000000E+00,  +2.0000000000000000E+02,
  +1.1880000000000000E+03,  +5.7132000000000005E-01,  +6.8015964401842988E-01,  +1.2970000000000000E+03,  +1.0000000000000000E+00,  +5.3785536039755430E+09,  +3.8790000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +9.8657186987730412E+01,  +1.0000000000000000E+02,  +1.9865718698773043E+02,  +0.0000000000000000E+00,  +1.0000000000000000E+02,  +4.5433000000000001E-01,  +0.0000000000000000E+00,  +2.0000000000000000E+02,
  +1.1890000000000000E+03,  +5.7132000000000005E-01,  +8.0957423983974519E-01,  +1.1515000000000000E+03,  +1.0000000000000000E+00,  +5.3510992700341368E+09,  +3.8591999999999998E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +9.9888338981180311E+01,  +1.0000000000000000E+02,  +1.9988833898118031E+02,  +0.0000000000000000E+00,  +1.0000000000000000E+02,  +3.0575999999999998E-01,  +0.0000000000000000E+00,  +2.0000000000000000E+02,
  +1.1900000000000000E+03,  +5.7132000000000005E-01,  +9.3705247139277137E-01,  +9.2884000000000003E+02,  +1.0000000000000000E+00,  +5.3033033731916418E+09,  +3.7961999999999998E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +9.9476117680912381E+01,  +1.0000000000000000E+02,  +1.9947611768091238E+02,  +0.0000000000000000E+00,  +1.0000000000000000E+02,  +7.2297000000000000E-02,  +0.0000000000000000E+00,  +2.0000000000000000E+02,
  +1.1910000000000000E+03,  +6.2975500000000006E-01,  +9.9994736062032963E-01,  +6.5228999999999996E+02,  +1.0000000000000000E+00,  +4.9443878548910227E+09,  +3.6791999999999998E+03,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +1.0055073067918092E+02,  +7.2736999999999995E+01,  +1.7328773067918092E+02,  +0.0000000000000000E+00,  +7.2736999999999995E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.0000000000000000E+02,
