 TIME                    ,CSP_load_factor          ,HT_Level                 ,Global_Radiation         ,dtSim                    ,ct_fr                    ,DNI                      ,FILL_FREQ                ,EMP_FREQ                 ,PowerCSP                 ,PowerPV                  ,Ptotal                   ,AC_Crtld                 ,PVnet_to_grid            ,DC_curtailed             ,cleanCSP                 ,LOAD                     ,
  +3.2620000000000000E+03,  +1.0000000000000000E+00,  +5.4910440804780569E-01,  +0.0000000000000000E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.0027835867332129E+02,  +0.0000000000000000E+00,  +2.0027835867332129E+02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.0000000000000000E+02,
  +3.2630000000000000E+03,  +1.0000000000000000E+00,  +4.8640664206515294E-01,  +0.0000000000000000E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.0016806965292983E+02,  +0.0000000000000000E+00,  +2.0016806965292983E+02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.0000000000000000E+02,
  +3.2640000000000000E+03,  +1.0000000000000000E+00,  +4.2377560658883029E-01,  +0.0000000000000000E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +1.9992477836088725E+02,  +0.0000000000000000E+00,  +1.9992477836088725E+02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.0000000000000000E+02,
  +3.2650000000000000E+03,  +1.0000000000000000E+00,  +3.6115373310248633E-01,  +0.0000000000000000E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.0007969166871169E+02,  +0.0000000000000000E+00,  +2.0007969166871169E+02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.0000000000000000E+02,
  +3.2660000000000000E+03,  +1.0000000000000000E+00,  +2.9853130690660346E-01,  +0.0000000000000000E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.0018375911955931E+02,  +0.0000000000000000E+00,  +2.0018375911955931E+02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.0000000000000000E+02,
  +3.2670000000000000E+03,  +1.0000000000000000E+00,  +2.3595245718556479E-01,  +0.0000000000000000E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.0025463408534372E+02,  +0.0000000000000000E+00,  +2.0025463408534372E+02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.0000000000000000E+02,
  +3.2680000000000000E+03,  +1.0000000000000000E+00,  +1.7344255494779237E-01,  +0.0000000000000000E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.0014218712125884E+02,  +0.0000000000000000E+00,  +2.0014218712125884E+02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.0000000000000000E+02,
  +3.2690000000000000E+03,  +1.0000000000000000E+00,  +1.1099227758523246E-01,  +0.0000000000000000E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +1.9984036673421863E+02,  +0.0000000000000000E+00,  +1.9984036673421863E+02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.0000000000000000E+02,
  +3.2700000000000000E+03,  +9.9241000000000001E-01,  +4.8533583679049794E-02,  +3.4261000000000003E+01,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +1.0000000000000000E+00,  +1.2413929937442001E+02,  +3.5411000000000001E+00,  +1.2768039937442001E+02,  +0.0000000000000000E+00,  +3.5411000000000001E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.0000000000000000E+02,
  +3.2710000000000000E+03,  +8.7590999999999997E-01,  +2.2986729835610668E-02,  +4.5264999999999998E+02,  +1.0000000000000000E+00,  +3.3194282319160491E+08,  +8.9820000000000005E+02,  +0.0000000000000000E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +5.4353999999999999E+01,  +5.4353999999999999E+01,  +0.0000000000000000E+00,  +5.4353999999999999E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.0000000000000000E+02,
  +3.2720000000000000E+03,  +6.8572000000000000E-01,  +7.1555314083710617E-02,  +8.0275999999999999E+02,  +1.0000000000000000E+00,  +2.4975160836935015E+09,  +2.5470000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +9.2275000000000006E+01,  +9.2275000000000006E+01,  +0.0000000000000000E+00,  +9.2275000000000006E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.0000000000000000E+02,
  +3.2730000000000000E+03,  +5.8787999999999996E-01,  +1.6898852172418641E-01,  +1.0131000000000000E+03,  +1.0000000000000000E+00,  +4.2289604956720810E+09,  +3.3821999999999998E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +1.1916511013914557E+02,  +1.0000000000000000E+02,  +2.1916511013914555E+02,  +0.0000000000000000E+00,  +1.0000000000000000E+02,  +2.1293999999999999E-01,  +0.0000000000000000E+00,  +2.0000000000000000E+02,
  +3.2740000000000000E+03,  +5.7132000000000005E-01,  +2.8950007440331471E-01,  +1.1518000000000000E+03,  +1.0000000000000000E+00,  +4.6477964474130535E+09,  +3.5028000000000002E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +8.6902351298231551E+01,  +1.0000000000000000E+02,  +1.8690235129823157E+02,  +0.0000000000000000E+00,  +1.0000000000000000E+02,  +3.5465000000000002E-01,  +0.0000000000000000E+00,  +2.0000000000000000E+02,
  +3.2750000000000000E+03,  +5.7132000000000005E-01,  +4.1983384533842161E-01,  +1.2007000000000000E+03,  +1.0000000000000000E+00,  +4.8640664879337931E+09,  +3.5496000000000004E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +1.0332690031379671E+02,  +1.0000000000000000E+02,  +2.0332690031379673E+02,  +0.0000000000000000E+00,  +1.0000000000000000E+02,  +3.9950000000000002E-01,  +0.0000000000000000E+00,  +2.0000000000000000E+02,
  +3.2760000000000000E+03,  +5.7132000000000005E-01,  +5.4617673412964340E-01,  +1.1489000000000001E+03,  +1.0000000000000000E+00,  +4.5916864460193872E+09,  +3.5531999999999998E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +9.8589736444913015E+01,  +1.0000000000000000E+02,  +1.9858973644491300E+02,  +0.0000000000000000E+00,  +1.0000000000000000E+02,  +3.4095999999999999E-01,  +0.0000000000000000E+00,  +2.0000000000000000E+02,
  +3.2770000000000000E+03,  +5.7132000000000005E-01,  +6.6804036073168449E-01,  +1.0108000000000000E+03,  +1.0000000000000000E+00,  +4.5381865532846127E+09,  +3.5118000000000002E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +1.0041287769376136E+02,  +1.0000000000000000E+02,  +2.0041287769376135E+02,  +0.0000000000000000E+00,  +1.0000000000000000E+02,  +1.9173000000000001E-01,  +0.0000000000000000E+00,  +2.0000000000000000E+02,
  +3.2780000000000000E+03,  +5.9262499999999996E-01,  +7.8877172001148765E-01,  +8.0023000000000002E+02,  +1.0000000000000000E+00,  +4.6544084496607838E+09,  +3.3965999999999999E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +9.9449654893975762E+01,  +9.0061000000000007E+01,  +1.8951065489397575E+02,  +0.0000000000000000E+00,  +9.0061000000000007E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.0000000000000000E+02,
  +3.2790000000000000E+03,  +6.9247499999999995E-01,  +8.8741770062013792E-01,  +4.5733999999999997E+02,  +1.0000000000000000E+00,  +3.4177783742282009E+09,  +2.5758000000000002E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +1.1233964908054091E+02,  +5.3414999999999999E+01,  +1.6575464908054090E+02,  +0.0000000000000000E+00,  +5.3414999999999999E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.0000000000000000E+02,
  +3.2800000000000000E+03,  +8.7698999999999994E-01,  +9.2108835372930276E-01,  +3.9018999999999998E+01,  +1.0000000000000000E+00,  +1.1478285539078028E+09,  +9.1800000000000000E+02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +1.4828717881552953E+02,  +3.9741000000000000E+00,  +1.5226127881552952E+02,  +0.0000000000000000E+00,  +3.9741000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.0000000000000000E+02,
  +3.2810000000000000E+03,  +9.9147999999999992E-01,  +8.8717599952499815E-01,  +0.0000000000000000E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +1.9177594371081869E+02,  +0.0000000000000000E+00,  +1.9177594371081869E+02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.0000000000000000E+02,
  +3.2820000000000000E+03,  +1.0000000000000000E+00,  +8.2695041880499454E-01,  +0.0000000000000000E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +1.9492429306262935E+02,  +0.0000000000000000E+00,  +1.9492429306262935E+02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.0000000000000000E+02,
  +3.2830000000000000E+03,  +1.0000000000000000E+00,  +7.6530124767351770E-01,  +0.0000000000000000E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +1.9884727532824161E+02,  +0.0000000000000000E+00,  +1.9884727532824161E+02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.0000000000000000E+02,
  +3.2840000000000000E+03,  +1.0000000000000000E+00,  +7.0280561361774463E-01,  +0.0000000000000000E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +1.9919728629221660E+02,  +0.0000000000000000E+00,  +1.9919728629221660E+02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.0000000000000000E+02,
  +3.2850000000000000E+03,  +1.0000000000000000E+00,  +6.4007282152635347E-01,  +0.0000000000000000E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.0003511147398621E+02,  +0.0000000000000000E+00,  +2.0003511147398621E+02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.0000000000000000E+02,
  +3.2860000000000000E+03,  +1.0000000000000000E+00,  +5.7724011594517444E-01,  +0.0000000000000000E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.0025206153050772E+02,  +0.0000000000000000E+00,  +2.0025206153050772E+02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.0000000000000000E+02,
  +3.2870000000000000E+03,  +1.0000000000000000E+00,  +5.1446566926614856E-01,  +0.0000000000000000E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.0034971378147671E+02,  +0.0000000000000000E+00,  +2.0034971378147671E+02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.0000000000000000E+02,
  +3.2880000000000000E+03,  +1.0000000000000000E+00,  +4.5178690275262762E-01,  +0.0000000000000000E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.0001331623748055E+02,  +0.0000000000000000E+00,  +2.0001331623748055E+02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.0000000000000000E+02,
  +3.2890000000000000E+03,  +1.0000000000000000E+00,  +3.8915988834752424E-01,  +0.0000000000000000E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.0010814924435599E+02,  +0.0000000000000000E+00,  +2.0010814924435599E+02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.0000000000000000E+02,
  +3.2900000000000000E+03,  +1.0000000000000000E+00,  +3.2654793773779811E-01,  +0.0000000000000000E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.0015414474730980E+02,  +0.0000000000000000E+00,  +2.0015414474730980E+02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.0000000000000000E+02,
  +3.2910000000000000E+03,  +1.0000000000000000E+00,  +2.6397774253732548E-01,  +0.0000000000000000E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.0022808660632603E+02,  +0.0000000000000000E+00,  +2.0022808660632603E+02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.0000000000000000E+02,
  +3.2920000000000000E+03,  +1.0000000000000000E+00,  +2.0146720812404528E-01,  +0.0000000000000000E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +1.9981922636637978E+02,  +0.0000000000000000E+00,  +1.9981922636637978E+02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.0000000000000000E+02,
  +3.2930000000000000E+03,  +1.0000000000000000E+00,  +1.3895918724955403E-01,  +0.0000000000000000E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +1.9987761764949695E+02,  +0.0000000000000000E+00,  +1.9987761764949695E+02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.0000000000000000E+02,
  +3.2940000000000000E+03,  +9.9590500000000004E-01,  +7.6400291813515583E-02,  +2.0925999999999998E+01,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +1.9995485002092408E+02,  +1.9094000000000000E+00,  +2.0186425002092409E+02,  +0.0000000000000000E+00,  +1.9094000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.0000000000000000E+02,
  +3.2950000000000000E+03,  +9.6623499999999996E-01,  +2.3056484038685061E-02,  +1.1763000000000000E+02,  +1.0000000000000000E+00,  +1.3845096261698144E+07,  +3.7799999999999997E+01,  +0.0000000000000000E+00,  +1.0000000000000000E+00,  +9.3960474275987337E+01,  +1.3842000000000001E+01,  +1.0780247427598734E+02,  +0.0000000000000000E+00,  +1.3842000000000001E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.0000000000000000E+02,
  +3.2960000000000000E+03,  +9.3391500000000005E-01,  +1.6305100964352770E-03,  +1.4324000000000001E+02,  +1.0000000000000000E+00,  +3.6787061349335723E+07,  +3.7799999999999997E+01,  +0.0000000000000000E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +1.6989999999999998E+01,  +1.6989999999999998E+01,  +0.0000000000000000E+00,  +1.6989999999999998E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.0000000000000000E+02,
  +3.2970000000000000E+03,  +8.7852500000000000E-01,  +5.0350523047475440E-03,  +3.2982999999999998E+02,  +1.0000000000000000E+00,  +1.6198694764246663E+08,  +1.2959999999999999E+02,  +0.0000000000000000E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +3.9686000000000000E+01,  +3.9686000000000000E+01,  +0.0000000000000000E+00,  +3.9686000000000000E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.0000000000000000E+02,
  +3.2980000000000000E+03,  +7.3790000000000000E-01,  +2.3719563493829397E-02,  +7.1126999999999998E+02,  +1.0000000000000000E+00,  +9.2868361933034551E+08,  +7.0020000000000005E+02,  +0.0000000000000000E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +8.2597999999999999E+01,  +8.2597999999999999E+01,  +0.0000000000000000E+00,  +8.2597999999999999E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.0000000000000000E+02,
  +3.2990000000000000E+03,  +6.7182500000000001E-01,  +6.0787831298943606E-02,  +6.0225000000000000E+02,  +1.0000000000000000E+00,  +1.2351015762229898E+09,  +9.0179999999999995E+02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +7.0513000000000005E+01,  +7.0513000000000005E+01,  +0.0000000000000000E+00,  +7.0513000000000005E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.0000000000000000E+02,
  +3.3000000000000000E+03,  +6.7236999999999991E-01,  +8.0412556692240442E-02,  +7.1362000000000000E+02,  +1.0000000000000000E+00,  +1.1645402486322351E+09,  +9.0179999999999995E+02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +1.4320208268171004E+02,  +8.2344999999999999E+01,  +2.2554708268171004E+02,  +0.0000000000000000E+00,  +8.2344999999999999E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.0000000000000000E+02,
  +3.3010000000000000E+03,  +6.0916499999999996E-01,  +1.0795400397763300E-01,  +9.9311000000000001E+02,  +1.0000000000000000E+00,  +2.6126611566120400E+09,  +2.0231999999999998E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +1.0429462596918030E+02,  +1.0000000000000000E+02,  +2.0429462596918029E+02,  +0.0000000000000000E+00,  +1.0000000000000000E+02,  +1.8765999999999999E-01,  +0.0000000000000000E+00,  +2.0000000000000000E+02,
  +3.3020000000000000E+03,  +6.1359000000000008E-01,  +1.8666724788389683E-01,  +6.9758000000000004E+02,  +1.0000000000000000E+00,  +3.8261030864233141E+09,  +2.7935999999999999E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +1.0084008114929509E+02,  +8.0280000000000001E+01,  +1.8112008114929509E+02,  +0.0000000000000000E+00,  +8.0280000000000001E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.0000000000000000E+02,
  +3.3030000000000000E+03,  +7.3300999999999994E-01,  +2.6636029960846430E-01,  +3.7398000000000002E+02,  +1.0000000000000000E+00,  +2.8743832330944366E+09,  +2.1671999999999998E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +1.2252562689208195E+02,  +4.4283999999999999E+01,  +1.6680962689208195E+02,  +0.0000000000000000E+00,  +4.4283999999999999E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.0000000000000000E+02,
  +3.3040000000000000E+03,  +8.9131000000000005E-01,  +2.9022143163593683E-01,  +5.8972000000000001E+01,  +1.0000000000000000E+00,  +1.0326667912207249E+09,  +8.2620000000000005E+02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +1.5526796379274185E+02,  +6.4237000000000002E+00,  +1.6169166379274185E+02,  +0.0000000000000000E+00,  +6.4237000000000002E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.0000000000000000E+02,
  +3.3050000000000000E+03,  +9.8622999999999994E-01,  +2.5466416075003989E-01,  +0.0000000000000000E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +1.8955637221937417E+02,  +0.0000000000000000E+00,  +1.8955637221937417E+02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.0000000000000000E+02,
  +3.3060000000000000E+03,  +1.0000000000000000E+00,  +1.9474162003059425E-01,  +0.0000000000000000E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +1.9579099994393383E+02,  +0.0000000000000000E+00,  +1.9579099994393383E+02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.0000000000000000E+02,
  +3.3070000000000000E+03,  +1.0000000000000000E+00,  +1.3307096821122152E-01,  +0.0000000000000000E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +1.9888340162026904E+02,  +0.0000000000000000E+00,  +1.9888340162026904E+02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.0000000000000000E+02,
  +3.3080000000000000E+03,  +1.0000000000000000E+00,  +7.0722243278802110E-02,  +0.0000000000000000E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +1.9952708229515346E+02,  +0.0000000000000000E+00,  +1.9952708229515346E+02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.0000000000000000E+02,
  +3.3090000000000000E+03,  +1.0000000000000000E+00,  +2.0242856960685396E-02,  +0.0000000000000000E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +1.0000000000000000E+00,  +8.2657922203990182E+01,  +0.0000000000000000E+00,  +8.2657922203990182E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.0000000000000000E+02,
  +3.3100000000000000E+03,  +1.0000000000000000E+00,  +1.0010010010010001E-03,  +0.0000000000000000E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.0000000000000000E+02,
  +3.3110000000000000E+03,  +1.0000000000000000E+00,  +1.0010010010010001E-03,  +0.0000000000000000E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.0000000000000000E+02,
  +3.3120000000000000E+03,  +1.0000000000000000E+00,  +1.0010010010010001E-03,  +0.0000000000000000E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.0000000000000000E+02,
  +3.3130000000000000E+03,  +1.0000000000000000E+00,  +1.0010010010010001E-03,  +0.0000000000000000E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.0000000000000000E+02,
  +3.3140000000000000E+03,  +1.0000000000000000E+00,  +1.0010010010010001E-03,  +0.0000000000000000E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.0000000000000000E+02,
  +3.3150000000000000E+03,  +1.0000000000000000E+00,  +1.0010010010010001E-03,  +0.0000000000000000E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.0000000000000000E+02,
  +3.3160000000000000E+03,  +1.0000000000000000E+00,  +1.0010010010010001E-03,  +0.0000000000000000E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.0000000000000000E+02,
  +3.3170000000000000E+03,  +1.0000000000000000E+00,  +1.0010010010010001E-03,  +0.0000000000000000E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.0000000000000000E+02,
  +3.3180000000000000E+03,  +9.9370500000000006E-01,  +1.0010010010010001E-03,  +2.9469999999999999E+01,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +2.9378000000000002E+00,  +2.9378000000000002E+00,  +0.0000000000000000E+00,  +2.9378000000000002E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.0000000000000000E+02,
