 TIME                    	DeaLPmout                	ColdPHm_c_out            	DeaHPmout                	HotPHm_c_out             	DeaLPTout                	ColdPhT_c_out            	DeaHPTout                	HotPhT_c_out             	
  +1.3462500000000000E+02	  +9.7169948252807502E+04	  +9.7169938262235679E+04	  +1.1230999601116133E+05	  +1.1231000000000000E+05	  +1.4794147358039885E+02	  +1.5740732646944008E+02	  +1.7752470071548470E+02	  +2.2836604351388499E+02	
  +1.3475000000000000E+02	  +9.7169940373654696E+04	  +9.7169946280043194E+04	  +1.1231000453233316E+05	  +1.1231000000000000E+05	  +1.4794147329990318E+02	  +1.5740732608156998E+02	  +1.7752470082536468E+02	  +2.2836604487231256E+02	
  +1.3487500000000000E+02	  +9.7169939945659877E+04	  +9.7169948252807502E+04	  +1.1231000844711449E+05	  +1.1231000000000000E+05	  +1.4794147395993554E+02	  +1.5740732592546615E+02	  +1.7752469983223878E+02	  +2.2836604505151976E+02	
  +1.3500000000000000E+02	  +9.7169941394508933E+04	  +9.7169940373654696E+04	  +1.1231000042197312E+05	  +1.1231000000000000E+05	  +1.4794147262135371E+02	  +1.5740732547735385E+02	  +1.7752469966603684E+02	  +2.2836604366556597E+02	
  +1.3512500000000000E+02	  +9.7169934635286118E+04	  +9.7169939945659877E+04	  +1.1231000047712379E+05	  +1.1231000000000000E+05	  +1.4794147295666139E+02	  +1.5740732635073971E+02	  +1.7752470113700880E+02	  +2.2836604352747608E+02	
  +1.3525000000000000E+02	  +9.7169935703142575E+04	  +9.7169941394508933E+04	  +1.1231000132121894E+05	  +1.1231000000000000E+05	  +1.4794147304841198E+02	  +1.5740732616622012E+02	  +1.7752470073848582E+02	  +2.2836604377985367E+02	
  +1.3537500000000000E+02	  +9.7169938369283904E+04	  +9.7169934635286118E+04	  +1.1230999401254101E+05	  +1.1231000000000000E+05	  +1.4794147284780752E+02	  +1.5740732579420850E+02	  +1.7752470007633929E+02	  +2.2836604384306500E+02	
  +1.3550000000000000E+02	  +9.7169938262235679E+04	  +9.7169935703142575E+04	  +1.1230999596611719E+05	  +1.1231000000000000E+05	  +1.4794147636142387E+02	  +1.5740732732577936E+02	  +1.7752470015189536E+02	  +2.2836604380498395E+02	
  +1.3562500000000000E+02	  +9.7169946280043194E+04	  +9.7169938369283904E+04	  +1.1230999881041696E+05	  +1.1231000000000000E+05	  +1.4794147637102893E+02	  +1.5740732732920114E+02	  +1.7752469990446349E+02	  +2.2836604384294463E+02	
  +1.3575000000000000E+02	  +9.7169948252807502E+04	  +9.7169938262235679E+04	  +1.1230999601116133E+05	  +1.1231000000000000E+05	  +1.4794147358039885E+02	  +1.5740732646944008E+02	  +1.7752470071548470E+02	  +2.2836604351388499E+02	
  +1.3587500000000000E+02	  +9.7169940373654696E+04	  +9.7169946280043194E+04	  +1.1231000453233316E+05	  +1.1231000000000000E+05	  +1.4794147329990318E+02	  +1.5740732608156998E+02	  +1.7752470082536468E+02	  +2.2836604487231256E+02	
  +1.3600000000000000E+02	  +9.7169939945659877E+04	  +9.7169948252807502E+04	  +1.1231000844711449E+05	  +1.1231000000000000E+05	  +1.4794147395993554E+02	  +1.5740732592546615E+02	  +1.7752469983223878E+02	  +2.2836604505151976E+02	
  +1.3612500000000000E+02	  +9.7169941394508933E+04	  +9.7169940373654696E+04	  +1.1231000042197312E+05	  +1.1231000000000000E+05	  +1.4794147262135371E+02	  +1.5740732547735385E+02	  +1.7752469966603684E+02	  +2.2836604366556597E+02	
  +1.3625000000000000E+02	  +9.7169934635286118E+04	  +9.7169939945659877E+04	  +1.1231000047712379E+05	  +1.1231000000000000E+05	  +1.4794147295666139E+02	  +1.5740732635073971E+02	  +1.7752470113700880E+02	  +2.2836604352747608E+02	
  +1.3637500000000000E+02	  +9.7169935703142575E+04	  +9.7169941394508933E+04	  +1.1231000132121894E+05	  +1.1231000000000000E+05	  +1.4794147304841198E+02	  +1.5740732616622012E+02	  +1.7752470073848582E+02	  +2.2836604377985367E+02	
  +1.3650000000000000E+02	  +9.7169938369283904E+04	  +9.7169934635286118E+04	  +1.1230999401254101E+05	  +1.1231000000000000E+05	  +1.4794147284780752E+02	  +1.5740732579420850E+02	  +1.7752470007633929E+02	  +2.2836604384306500E+02	
  +1.3662500000000000E+02	  +9.7169938262235679E+04	  +9.7169935703142575E+04	  +1.1230999596611719E+05	  +1.1231000000000000E+05	  +1.4794147636142387E+02	  +1.5740732732577936E+02	  +1.7752470015189536E+02	  +2.2836604380498395E+02	
  +1.3675000000000000E+02	  +9.7169946280043194E+04	  +9.7169938369283904E+04	  +1.1230999881041696E+05	  +1.1231000000000000E+05	  +1.4794147637102893E+02	  +1.5740732732920114E+02	  +1.7752469990446349E+02	  +2.2836604384294463E+02	
  +1.3687500000000000E+02	  +9.7169948252807502E+04	  +9.7169938262235679E+04	  +1.1230999601116133E+05	  +1.1231000000000000E+05	  +1.4794147358039885E+02	  +1.5740732646944008E+02	  +1.7752470071548470E+02	  +2.2836604351388499E+02	
  +1.3700000000000000E+02	  +9.7169940373654696E+04	  +9.7169946280043194E+04	  +1.1231000453233316E+05	  +1.1231000000000000E+05	  +1.4794147329990318E+02	  +1.5740732608156998E+02	  +1.7752470082536468E+02	  +2.2836604487231256E+02	
  +1.3712500000000000E+02	  +9.7169939945659877E+04	  +9.7169948252807502E+04	  +1.1231000844711449E+05	  +1.1231000000000000E+05	  +1.4794147395993554E+02	  +1.5740732592546615E+02	  +1.7752469983223878E+02	  +2.2836604505151976E+02	
  +1.3725000000000000E+02	  +9.7169941394508933E+04	  +9.7169940373654696E+04	  +1.1231000042197312E+05	  +1.1231000000000000E+05	  +1.4794147262135371E+02	  +1.5740732547735385E+02	  +1.7752469966603684E+02	  +2.2836604366556597E+02	
  +1.3737500000000000E+02	  +9.7169934635286118E+04	  +9.7169939945659877E+04	  +1.1231000047712379E+05	  +1.1231000000000000E+05	  +1.4794147295666139E+02	  +1.5740732635073971E+02	  +1.7752470113700880E+02	  +2.2836604352747608E+02	
  +1.3750000000000000E+02	  +9.7169935703142575E+04	  +9.7169941394508933E+04	  +1.1231000132121894E+05	  +1.1231000000000000E+05	  +1.4794147304841198E+02	  +1.5740732616622012E+02	  +1.7752470073848582E+02	  +2.2836604377985367E+02	
  +1.3762500000000000E+02	  +9.7169938369283904E+04	  +9.7169934635286118E+04	  +1.1230999401254101E+05	  +1.1231000000000000E+05	  +1.4794147284780752E+02	  +1.5740732579420850E+02	  +1.7752470007633929E+02	  +2.2836604384306500E+02	
  +1.3775000000000000E+02	  +9.7169938262235679E+04	  +9.7169935703142575E+04	  +1.1230999596611719E+05	  +1.1231000000000000E+05	  +1.4794147636142387E+02	  +1.5740732732577936E+02	  +1.7752470015189536E+02	  +2.2836604380498395E+02	
  +1.3787500000000000E+02	  +9.7169946280043194E+04	  +9.7169938369283904E+04	  +1.1230999881041696E+05	  +1.1231000000000000E+05	  +1.4794147637102893E+02	  +1.5740732732920114E+02	  +1.7752469990446349E+02	  +2.2836604384294463E+02	
  +1.3800000000000000E+02	  +9.7169948252807502E+04	  +9.7169938262235679E+04	  +1.1230999601116133E+05	  +1.1231000000000000E+05	  +1.4794147358039885E+02	  +1.5740732646944008E+02	  +1.7752470071548470E+02	  +2.2836604351388499E+02	
  +1.3812500000000000E+02	  +9.7169940373654696E+04	  +9.7169946280043194E+04	  +1.1231000453233316E+05	  +1.1231000000000000E+05	  +1.4794147329990318E+02	  +1.5740732608156998E+02	  +1.7752470082536468E+02	  +2.2836604487231256E+02	
  +1.3825000000000000E+02	  +9.7169939945659877E+04	  +9.7169948252807502E+04	  +1.1231000844711449E+05	  +1.1231000000000000E+05	  +1.4794147395993554E+02	  +1.5740732592546615E+02	  +1.7752469983223878E+02	  +2.2836604505151976E+02	
  +1.3837500000000000E+02	  +9.7169941394508933E+04	  +9.7169940373654696E+04	  +1.1231000042197312E+05	  +1.1231000000000000E+05	  +1.4794147262135371E+02	  +1.5740732547735385E+02	  +1.7752469966603684E+02	  +2.2836604366556597E+02	
  +1.3850000000000000E+02	  +9.7169934635286118E+04	  +9.7169939945659877E+04	  +1.1231000047712379E+05	  +1.1231000000000000E+05	  +1.4794147295666139E+02	  +1.5740732635073971E+02	  +1.7752470113700880E+02	  +2.2836604352747608E+02	
  +1.3862500000000000E+02	  +9.7169935703142575E+04	  +9.7169941394508933E+04	  +1.1231000132121894E+05	  +1.1231000000000000E+05	  +1.4794147304841198E+02	  +1.5740732616622012E+02	  +1.7752470073848582E+02	  +2.2836604377985367E+02	
  +1.3875000000000000E+02	  +9.7169938369283904E+04	  +9.7169934635286118E+04	  +1.1230999401254101E+05	  +1.1231000000000000E+05	  +1.4794147284780752E+02	  +1.5740732579420850E+02	  +1.7752470007633929E+02	  +2.2836604384306500E+02	
  +1.3887500000000000E+02	  +9.7169938262235679E+04	  +9.7169935703142575E+04	  +1.1230999596611719E+05	  +1.1231000000000000E+05	  +1.4794147636142387E+02	  +1.5740732732577936E+02	  +1.7752470015189536E+02	  +2.2836604380498395E+02	
  +1.3900000000000000E+02	  +9.7169946280043194E+04	  +9.7169938369283904E+04	  +1.1230999881041696E+05	  +1.1231000000000000E+05	  +1.4794147637102893E+02	  +1.5740732732920114E+02	  +1.7752469990446349E+02	  +2.2836604384294463E+02	
  +1.3912500000000000E+02	  +9.7169948252807502E+04	  +9.7169938262235679E+04	  +1.1230999601116133E+05	  +1.1231000000000000E+05	  +1.4794147358039885E+02	  +1.5740732646944008E+02	  +1.7752470071548470E+02	  +2.2836604351388499E+02	
  +1.3925000000000000E+02	  +9.7169940373654696E+04	  +9.7169946280043194E+04	  +1.1231000453233316E+05	  +1.1231000000000000E+05	  +1.4794147329990318E+02	  +1.5740732608156998E+02	  +1.7752470082536468E+02	  +2.2836604487231256E+02	
  +1.3937500000000000E+02	  +9.7169939945659877E+04	  +9.7169948252807502E+04	  +1.1231000844711449E+05	  +1.1231000000000000E+05	  +1.4794147395993554E+02	  +1.5740732592546615E+02	  +1.7752469983223878E+02	  +2.2836604505151976E+02	
  +1.3950000000000000E+02	  +9.7169941394508933E+04	  +9.7169940373654696E+04	  +1.1231000042197312E+05	  +1.1231000000000000E+05	  +1.4794147262135371E+02	  +1.5740732547735385E+02	  +1.7752469966603684E+02	  +2.2836604366556597E+02	
  +1.3962500000000000E+02	  +9.7169934635286118E+04	  +9.7169939945659877E+04	  +1.1231000047712379E+05	  +1.1231000000000000E+05	  +1.4794147295666139E+02	  +1.5740732635073971E+02	  +1.7752470113700880E+02	  +2.2836604352747608E+02	
  +1.3975000000000000E+02	  +9.7169935703142575E+04	  +9.7169941394508933E+04	  +1.1231000132121894E+05	  +1.1231000000000000E+05	  +1.4794147304841198E+02	  +1.5740732616622012E+02	  +1.7752470073848582E+02	  +2.2836604377985367E+02	
  +1.3987500000000000E+02	  +9.7169938369283904E+04	  +9.7169934635286118E+04	  +1.1230999401254101E+05	  +1.1231000000000000E+05	  +1.4794147284780752E+02	  +1.5740732579420850E+02	  +1.7752470007633929E+02	  +2.2836604384306500E+02	
  +1.4000000000000000E+02	  +9.7169938262235679E+04	  +9.7169935703142575E+04	  +1.1230999596611719E+05	  +1.1231000000000000E+05	  +1.4794147636142387E+02	  +1.5740732732577936E+02	  +1.7752470015189536E+02	  +2.2836604380498395E+02	
  +1.4012500000000000E+02	  +9.7169946280043194E+04	  +9.7169938369283904E+04	  +1.1230999881041696E+05	  +1.1231000000000000E+05	  +1.4794147637102893E+02	  +1.5740732732920114E+02	  +1.7752469990446349E+02	  +2.2836604384294463E+02	
  +1.4025000000000000E+02	  +9.7169948252807502E+04	  +9.7169938262235679E+04	  +1.1230999601116133E+05	  +1.1231000000000000E+05	  +1.4794147358039885E+02	  +1.5740732646944008E+02	  +1.7752470071548470E+02	  +2.2836604351388499E+02	
  +1.4037500000000000E+02	  +9.7169940373654696E+04	  +9.7169946280043194E+04	  +1.1231000453233316E+05	  +1.1231000000000000E+05	  +1.4794147329990318E+02	  +1.5740732608156998E+02	  +1.7752470082536468E+02	  +2.2836604487231256E+02	
  +1.4050000000000000E+02	  +9.7169939945659877E+04	  +9.7169948252807502E+04	  +1.1231000844711449E+05	  +1.1231000000000000E+05	  +1.4794147395993554E+02	  +1.5740732592546615E+02	  +1.7752469983223878E+02	  +2.2836604505151976E+02	
  +1.4062500000000000E+02	  +9.7169941394508933E+04	  +9.7169940373654696E+04	  +1.1231000042197312E+05	  +1.1231000000000000E+05	  +1.4794147262135371E+02	  +1.5740732547735385E+02	  +1.7752469966603684E+02	  +2.2836604366556597E+02	
  +1.4075000000000000E+02	  +9.7169934635286118E+04	  +9.7169939945659877E+04	  +1.1231000047712379E+05	  +1.1231000000000000E+05	  +1.4794147295666139E+02	  +1.5740732635073971E+02	  +1.7752470113700880E+02	  +2.2836604352747608E+02	
  +1.4087500000000000E+02	  +9.7169935703142575E+04	  +9.7169941394508933E+04	  +1.1231000132121894E+05	  +1.1231000000000000E+05	  +1.4794147304841198E+02	  +1.5740732616622012E+02	  +1.7752470073848582E+02	  +2.2836604377985367E+02	
  +1.4100000000000000E+02	  +9.7169938369283904E+04	  +9.7169934635286118E+04	  +1.1230999401254101E+05	  +1.1231000000000000E+05	  +1.4794147284780752E+02	  +1.5740732579420850E+02	  +1.7752470007633929E+02	  +2.2836604384306500E+02	
  +1.4112500000000000E+02	  +9.7169938262235679E+04	  +9.7169935703142575E+04	  +1.1230999596611719E+05	  +1.1231000000000000E+05	  +1.4794147636142387E+02	  +1.5740732732577936E+02	  +1.7752470015189536E+02	  +2.2836604380498395E+02	
  +1.4125000000000000E+02	  +9.7169946280043194E+04	  +9.7169938369283904E+04	  +1.1230999881041696E+05	  +1.1231000000000000E+05	  +1.4794147637102893E+02	  +1.5740732732920114E+02	  +1.7752469990446349E+02	  +2.2836604384294463E+02	
  +1.4137500000000000E+02	  +9.7169948252807502E+04	  +9.7169938262235679E+04	  +1.1230999601116133E+05	  +1.1231000000000000E+05	  +1.4794147358039885E+02	  +1.5740732646944008E+02	  +1.7752470071548470E+02	  +2.2836604351388499E+02	
  +1.4150000000000000E+02	  +9.7169940373654696E+04	  +9.7169946280043194E+04	  +1.1231000453233316E+05	  +1.1231000000000000E+05	  +1.4794147329990318E+02	  +1.5740732608156998E+02	  +1.7752470082536468E+02	  +2.2836604487231256E+02	
  +1.4162500000000000E+02	  +9.7169939945659877E+04	  +9.7169948252807502E+04	  +1.1231000844711449E+05	  +1.1231000000000000E+05	  +1.4794147395993554E+02	  +1.5740732592546615E+02	  +1.7752469983223878E+02	  +2.2836604505151976E+02	
  +1.4175000000000000E+02	  +9.7169941394508933E+04	  +9.7169940373654696E+04	  +1.1231000042197312E+05	  +1.1231000000000000E+05	  +1.4794147262135371E+02	  +1.5740732547735385E+02	  +1.7752469966603684E+02	  +2.2836604366556597E+02	
  +1.4187500000000000E+02	  +9.7169934635286118E+04	  +9.7169939945659877E+04	  +1.1231000047712379E+05	  +1.1231000000000000E+05	  +1.4794147295666139E+02	  +1.5740732635073971E+02	  +1.7752470113700880E+02	  +2.2836604352747608E+02	
  +1.4200000000000000E+02	  +9.7169935703142575E+04	  +9.7169941394508933E+04	  +1.1231000132121894E+05	  +1.1231000000000000E+05	  +1.4794147304841198E+02	  +1.5740732616622012E+02	  +1.7752470073848582E+02	  +2.2836604377985367E+02	
  +1.4212500000000000E+02	  +9.7169938369283904E+04	  +9.7169934635286118E+04	  +1.1230999401254101E+05	  +1.1231000000000000E+05	  +1.4794147284780752E+02	  +1.5740732579420850E+02	  +1.7752470007633929E+02	  +2.2836604384306500E+02	
  +1.4225000000000000E+02	  +9.7169938262235679E+04	  +9.7169935703142575E+04	  +1.1230999596611719E+05	  +1.1231000000000000E+05	  +1.4794147636142387E+02	  +1.5740732732577936E+02	  +1.7752470015189536E+02	  +2.2836604380498395E+02	
  +1.4237500000000000E+02	  +9.7169946280043194E+04	  +9.7169938369283904E+04	  +1.1230999881041696E+05	  +1.1231000000000000E+05	  +1.4794147637102893E+02	  +1.5740732732920114E+02	  +1.7752469990446349E+02	  +2.2836604384294463E+02	
  +1.4250000000000000E+02	  +9.7169948252807502E+04	  +9.7169938262235679E+04	  +1.1230999601116133E+05	  +1.1231000000000000E+05	  +1.4794147358039885E+02	  +1.5740732646944008E+02	  +1.7752470071548470E+02	  +2.2836604351388499E+02	
  +1.4262500000000000E+02	  +9.7169940373654696E+04	  +9.7169946280043194E+04	  +1.1231000453233316E+05	  +1.1231000000000000E+05	  +1.4794147329990318E+02	  +1.5740732608156998E+02	  +1.7752470082536468E+02	  +2.2836604487231256E+02	
  +1.4275000000000000E+02	  +9.7169939945659877E+04	  +9.7169948252807502E+04	  +1.1231000844711449E+05	  +1.1231000000000000E+05	  +1.4794147395993554E+02	  +1.5740732592546615E+02	  +1.7752469983223878E+02	  +2.2836604505151976E+02	
  +1.4287500000000000E+02	  +9.7169941394508933E+04	  +9.7169940373654696E+04	  +1.1231000042197312E+05	  +1.1231000000000000E+05	  +1.4794147262135371E+02	  +1.5740732547735385E+02	  +1.7752469966603684E+02	  +2.2836604366556597E+02	
  +1.4300000000000000E+02	  +9.7169934635286118E+04	  +9.7169939945659877E+04	  +1.1231000047712379E+05	  +1.1231000000000000E+05	  +1.4794147295666139E+02	  +1.5740732635073971E+02	  +1.7752470113700880E+02	  +2.2836604352747608E+02	
  +1.4312500000000000E+02	  +9.7169935703142575E+04	  +9.7169941394508933E+04	  +1.1231000132121894E+05	  +1.1231000000000000E+05	  +1.4794147304841198E+02	  +1.5740732616622012E+02	  +1.7752470073848582E+02	  +2.2836604377985367E+02	
  +1.4325000000000000E+02	  +9.7169938369283904E+04	  +9.7169934635286118E+04	  +1.1230999401254101E+05	  +1.1231000000000000E+05	  +1.4794147284780752E+02	  +1.5740732579420850E+02	  +1.7752470007633929E+02	  +2.2836604384306500E+02	
  +1.4337500000000000E+02	  +9.7169938262235679E+04	  +9.7169935703142575E+04	  +1.1230999596611719E+05	  +1.1231000000000000E+05	  +1.4794147636142387E+02	  +1.5740732732577936E+02	  +1.7752470015189536E+02	  +2.2836604380498395E+02	
  +1.4350000000000000E+02	  +9.7169946280043194E+04	  +9.7169938369283904E+04	  +1.1230999881041696E+05	  +1.1231000000000000E+05	  +1.4794147637102893E+02	  +1.5740732732920114E+02	  +1.7752469990446349E+02	  +2.2836604384294463E+02	
  +1.4362500000000000E+02	  +9.7169948252807502E+04	  +9.7169938262235679E+04	  +1.1230999601116133E+05	  +1.1231000000000000E+05	  +1.4794147358039885E+02	  +1.5740732646944008E+02	  +1.7752470071548470E+02	  +2.2836604351388499E+02	
  +1.4375000000000000E+02	  +9.7169940373654696E+04	  +9.7169946280043194E+04	  +1.1231000453233316E+05	  +1.1231000000000000E+05	  +1.4794147329990318E+02	  +1.5740732608156998E+02	  +1.7752470082536468E+02	  +2.2836604487231256E+02	
  +1.4387500000000000E+02	  +9.7169939945659877E+04	  +9.7169948252807502E+04	  +1.1231000844711449E+05	  +1.1231000000000000E+05	  +1.4794147395993554E+02	  +1.5740732592546615E+02	  +1.7752469983223878E+02	  +2.2836604505151976E+02	
  +1.4400000000000000E+02	  +9.7169941394508933E+04	  +9.7169940373654696E+04	  +1.1231000042197312E+05	  +1.1231000000000000E+05	  +1.4794147262135371E+02	  +1.5740732547735385E+02	  +1.7752469966603684E+02	  +2.2836604366556597E+02	
  +1.4412500000000000E+02	  +9.7169934635286118E+04	  +9.7169939945659877E+04	  +1.1231000047712379E+05	  +1.1231000000000000E+05	  +1.4794147295666139E+02	  +1.5740732635073971E+02	  +1.7752470113700880E+02	  +2.2836604352747608E+02	
  +1.4425000000000000E+02	  +9.7169935703142575E+04	  +9.7169941394508933E+04	  +1.1231000132121894E+05	  +1.1231000000000000E+05	  +1.4794147304841198E+02	  +1.5740732616622012E+02	  +1.7752470073848582E+02	  +2.2836604377985367E+02	
  +1.4437500000000000E+02	  +9.7169938369283904E+04	  +9.7169934635286118E+04	  +1.1230999401254101E+05	  +1.1231000000000000E+05	  +1.4794147284780752E+02	  +1.5740732579420850E+02	  +1.7752470007633929E+02	  +2.2836604384306500E+02	
  +1.4450000000000000E+02	  +9.7169938262235679E+04	  +9.7169935703142575E+04	  +1.1230999596611719E+05	  +1.1231000000000000E+05	  +1.4794147636142387E+02	  +1.5740732732577936E+02	  +1.7752470015189536E+02	  +2.2836604380498395E+02	
  +1.4462500000000000E+02	  +9.7169946280043194E+04	  +9.7169938369283904E+04	  +1.1230999881041696E+05	  +1.1231000000000000E+05	  +1.4794147637102893E+02	  +1.5740732732920114E+02	  +1.7752469990446349E+02	  +2.2836604384294463E+02	
  +1.4475000000000000E+02	  +9.7169948252807502E+04	  +9.7169938262235679E+04	  +1.1230999601116133E+05	  +1.1231000000000000E+05	  +1.4794147358039885E+02	  +1.5740732646944008E+02	  +1.7752470071548470E+02	  +2.2836604351388499E+02	
  +1.4487500000000000E+02	  +9.7169940373654696E+04	  +9.7169946280043194E+04	  +1.1231000453233316E+05	  +1.1231000000000000E+05	  +1.4794147329990318E+02	  +1.5740732608156998E+02	  +1.7752470082536468E+02	  +2.2836604487231256E+02	
  +1.4500000000000000E+02	  +9.7169939945659877E+04	  +9.7169948252807502E+04	  +1.1231000844711449E+05	  +1.1231000000000000E+05	  +1.4794147395993554E+02	  +1.5740732592546615E+02	  +1.7752469983223878E+02	  +2.2836604505151976E+02	
  +1.4512500000000000E+02	  +9.7169941394508933E+04	  +9.7169940373654696E+04	  +1.1231000042197312E+05	  +1.1231000000000000E+05	  +1.4794147262135371E+02	  +1.5740732547735385E+02	  +1.7752469966603684E+02	  +2.2836604366556597E+02	
  +1.4525000000000000E+02	  +9.7169934635286118E+04	  +9.7169939945659877E+04	  +1.1231000047712379E+05	  +1.1231000000000000E+05	  +1.4794147295666139E+02	  +1.5740732635073971E+02	  +1.7752470113700880E+02	  +2.2836604352747608E+02	
  +1.4537500000000000E+02	  +9.7169935703142575E+04	  +9.7169941394508933E+04	  +1.1231000132121894E+05	  +1.1231000000000000E+05	  +1.4794147304841198E+02	  +1.5740732616622012E+02	  +1.7752470073848582E+02	  +2.2836604377985367E+02	
  +1.4550000000000000E+02	  +9.7169938369283904E+04	  +9.7169934635286118E+04	  +1.1230999401254101E+05	  +1.1231000000000000E+05	  +1.4794147284780752E+02	  +1.5740732579420850E+02	  +1.7752470007633929E+02	  +2.2836604384306500E+02	
  +1.4562500000000000E+02	  +9.7169938262235679E+04	  +9.7169935703142575E+04	  +1.1230999596611719E+05	  +1.1231000000000000E+05	  +1.4794147636142387E+02	  +1.5740732732577936E+02	  +1.7752470015189536E+02	  +2.2836604380498395E+02	
  +1.4575000000000000E+02	  +9.7169946280043194E+04	  +9.7169938369283904E+04	  +1.1230999881041696E+05	  +1.1231000000000000E+05	  +1.4794147637102893E+02	  +1.5740732732920114E+02	  +1.7752469990446349E+02	  +2.2836604384294463E+02	
  +1.4587500000000000E+02	  +9.7169948252807502E+04	  +9.7169938262235679E+04	  +1.1230999601116133E+05	  +1.1231000000000000E+05	  +1.4794147358039885E+02	  +1.5740732646944008E+02	  +1.7752470071548470E+02	  +2.2836604351388499E+02	
  +1.4600000000000000E+02	  +9.7169940373654696E+04	  +9.7169946280043194E+04	  +1.1231000453233316E+05	  +1.1231000000000000E+05	  +1.4794147329990318E+02	  +1.5740732608156998E+02	  +1.7752470082536468E+02	  +2.2836604487231256E+02	
  +1.4612500000000000E+02	  +9.7169939945659877E+04	  +9.7169948252807502E+04	  +1.1231000844711449E+05	  +1.1231000000000000E+05	  +1.4794147395993554E+02	  +1.5740732592546615E+02	  +1.7752469983223878E+02	  +2.2836604505151976E+02	
  +1.4625000000000000E+02	  +9.7169941394508933E+04	  +9.7169940373654696E+04	  +1.1231000042197312E+05	  +1.1231000000000000E+05	  +1.4794147262135371E+02	  +1.5740732547735385E+02	  +1.7752469966603684E+02	  +2.2836604366556597E+02	
  +1.4637500000000000E+02	  +9.7169934635286118E+04	  +9.7169939945659877E+04	  +1.1231000047712379E+05	  +1.1231000000000000E+05	  +1.4794147295666139E+02	  +1.5740732635073971E+02	  +1.7752470113700880E+02	  +2.2836604352747608E+02	
  +1.4650000000000000E+02	  +9.7169935703142575E+04	  +9.7169941394508933E+04	  +1.1231000132121894E+05	  +1.1231000000000000E+05	  +1.4794147304841198E+02	  +1.5740732616622012E+02	  +1.7752470073848582E+02	  +2.2836604377985367E+02	
  +1.4662500000000000E+02	  +9.7169938369283904E+04	  +9.7169934635286118E+04	  +1.1230999401254101E+05	  +1.1231000000000000E+05	  +1.4794147284780752E+02	  +1.5740732579420850E+02	  +1.7752470007633929E+02	  +2.2836604384306500E+02	
  +1.4675000000000000E+02	  +9.7169938262235679E+04	  +9.7169935703142575E+04	  +1.1230999596611719E+05	  +1.1231000000000000E+05	  +1.4794147636142387E+02	  +1.5740732732577936E+02	  +1.7752470015189536E+02	  +2.2836604380498395E+02	
  +1.4687500000000000E+02	  +9.7169946280043194E+04	  +9.7169938369283904E+04	  +1.1230999881041696E+05	  +1.1231000000000000E+05	  +1.4794147637102893E+02	  +1.5740732732920114E+02	  +1.7752469990446349E+02	  +2.2836604384294463E+02	
  +1.4700000000000000E+02	  +9.7169948252807502E+04	  +9.7169938262235679E+04	  +1.1230999601116133E+05	  +1.1231000000000000E+05	  +1.4794147358039885E+02	  +1.5740732646944008E+02	  +1.7752470071548470E+02	  +2.2836604351388499E+02	
  +1.4712500000000000E+02	  +9.7169940373654696E+04	  +9.7169946280043194E+04	  +1.1231000453233316E+05	  +1.1231000000000000E+05	  +1.4794147329990318E+02	  +1.5740732608156998E+02	  +1.7752470082536468E+02	  +2.2836604487231256E+02	
  +1.4725000000000000E+02	  +9.7169939945659877E+04	  +9.7169948252807502E+04	  +1.1231000844711449E+05	  +1.1231000000000000E+05	  +1.4794147395993554E+02	  +1.5740732592546615E+02	  +1.7752469983223878E+02	  +2.2836604505151976E+02	
  +1.4737500000000000E+02	  +9.7169941394508933E+04	  +9.7169940373654696E+04	  +1.1231000042197312E+05	  +1.1231000000000000E+05	  +1.4794147262135371E+02	  +1.5740732547735385E+02	  +1.7752469966603684E+02	  +2.2836604366556597E+02	
  +1.4750000000000000E+02	  +9.7169934635286118E+04	  +9.7169939945659877E+04	  +1.1231000047712379E+05	  +1.1231000000000000E+05	  +1.4794147295666139E+02	  +1.5740732635073971E+02	  +1.7752470113700880E+02	  +2.2836604352747608E+02	
  +1.4762500000000000E+02	  +9.7169935703142575E+04	  +9.7169941394508933E+04	  +1.1231000132121894E+05	  +1.1231000000000000E+05	  +1.4794147304841198E+02	  +1.5740732616622012E+02	  +1.7752470073848582E+02	  +2.2836604377985367E+02	
  +1.4775000000000000E+02	  +9.7169938369283904E+04	  +9.7169934635286118E+04	  +1.1230999401254101E+05	  +1.1231000000000000E+05	  +1.4794147284780752E+02	  +1.5740732579420850E+02	  +1.7752470007633929E+02	  +2.2836604384306500E+02	
  +1.4787500000000000E+02	  +9.7169938262235679E+04	  +9.7169935703142575E+04	  +1.1230999596611719E+05	  +1.1231000000000000E+05	  +1.4794147636142387E+02	  +1.5740732732577936E+02	  +1.7752470015189536E+02	  +2.2836604380498395E+02	
  +1.4800000000000000E+02	  +9.7169946280043194E+04	  +9.7169938369283904E+04	  +1.1230999881041696E+05	  +1.1231000000000000E+05	  +1.4794147637102893E+02	  +1.5740732732920114E+02	  +1.7752469990446349E+02	  +2.2836604384294463E+02	
  +1.4812500000000000E+02	  +9.7169948252807502E+04	  +9.7169938262235679E+04	  +1.1230999601116133E+05	  +1.1231000000000000E+05	  +1.4794147358039885E+02	  +1.5740732646944008E+02	  +1.7752470071548470E+02	  +2.2836604351388499E+02	
