Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),ZONE ONE:Zone Air Temperature [C](Hourly),ERV_1_HX:Heat Exchanger Total Heating Rate [W](Hourly),ERV_1_FANSUPPLY:Fan Electric Power [W](Hourly),ERV_1_FANSUPPLY:Fan Air Mass Flow Rate [kg/s](Hourly),ERV_1_FANEXHAUST:Fan Electric Power [W](Hourly),ERV_1_FANEXHAUST:Fan Air Mass Flow Rate [kg/s](Hourly),RADIATOR:Baseboard Total Heating Rate [W](Hourly),RADIATOR:Baseboard Hot Water Mass Flow Rate [kg/s](Hourly),RADIATOR:Baseboard Water Inlet Temperature [C](Hourly),RADIATOR:Baseboard Water Outlet Temperature [C](Hourly),DISTRICT HEATING 1:District Heating Rate [W](Hourly),DISTRICT HEATING 1:District Heating Inlet Temperature [C](Hourly),DISTRICT HEATING 1:District Heating Outlet Temperature [C](Hourly),DISTRICT HEATING 1:District Heating Mass Flow Rate [kg/s](Hourly),DistrictHeating:Facility [J](Hourly) 
 01/11  05:00:00,-6.2,15.296558659818187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.82745757863224,59.82745757863224,0.0,49.861190693337679,49.861190693337679,0.0,43200.0 
 01/11  06:00:00,-5.7,19.430213740436036,0.0,0.0,0.0,0.0,0.0,1238.8724072878663,0.04056677522836539,59.79066533024392,49.69860589003045,1685.1446794141027,49.84019621319873,59.818090021867138,0.04056677522836539,6109720.84589077 
 01/11  07:00:00,-5.2,19.880176690312906,0.0,0.0,0.0,0.0,0.0,1153.2694886846648,0.04606300942708333,59.78871759361599,50.10488798431918,1903.3600132297258,49.91668686538962,59.813866138483309,0.04606300942708333,7053696.047627012 
 01/11  08:00:00,-4.6,20.119495831430105,0.0,0.0,0.0,0.0,0.0,1071.3358630217285,0.04101144140625,59.86223805382128,49.9846386220716,1716.6568506979195,49.988514363836518,60.000000000000017,0.04101144140625,6532764.66251251 
 01/11  09:00:00,-4.1,18.62233876729697,0.0,0.0,0.0,0.0,0.0,1183.1311927434535,0.0499949,59.832258843630878,50.21947771394715,2000.0,50.09325719822533,59.661236988558638,0.0499949,7502400.0 
 01/11  10:00:00,-4.2,18.445258645254378,0.0,0.0,0.0,0.0,0.0,1271.0340779861156,0.0499949,59.76116024219495,49.967435492537749,2000.0,50.09638783657329,59.66436476112818,0.0499949,7430400.0 
 01/11  11:00:00,-4.0,18.64633729144606,0.0,0.0,0.0,0.0,0.0,1262.6647072370786,0.0499949,59.71505262249449,50.02537519715271,2000.0,50.08206781673986,59.65005784940702,0.0499949,7394400.0 
 01/11  12:00:00,-3.6,18.862157332599176,0.0,0.0,0.0,0.0,0.0,1253.090309084824,0.0499949,59.69013845032329,50.08250533824768,2000.0,50.100149844650058,59.6681233255827,0.0499949,7437600.0 
 01/11  13:00:00,-3.0,19.03521683405597,0.0,0.0,0.0,0.0,0.0,1245.973979993975,0.0499949,59.688889930801348,50.146475958758,2000.0,50.137546841493698,59.70548609054252,0.0499949,7495200.0 
 01/11  14:00:00,-2.5,19.064424389700795,0.0,0.0,0.0,0.0,0.0,1241.3383293922152,0.0499949,59.707485421763198,50.2064022357373,2000.0,50.18593096345527,59.75382592375931,0.0499949,7452000.0 
