     0.00000,     1.00000,    -0.00000,     0.00000,     0.00000,    18.80000,     0.00093
     1.00000,     1.00000,   -17.24140,     0.00000,     0.00000,    23.50000,     0.00093
     2.00000,     1.00000,   -32.44808,     0.00000,     0.00000,    27.95000,     0.00093
     3.00000,     1.00000,   -44.85254,     0.00000,     0.00000,    27.50000,     0.00093
     4.00000,     1.00000,   -54.74518,     0.00000,     0.00000,    27.05000,     0.00093
     5.00000,     1.00000,   -62.75711,     0.00000,     0.00000,    26.60000,     0.00093
     6.00000,     1.00000,   -69.48852,    10.74111,     0.00000,    26.15000,     0.00093
     7.00000,     1.00000,   -75.43953,    23.31663,   709.20000,    26.90000,     0.00093
     8.00000,     1.00000,   -81.07063,    36.22656,  1360.80000,    28.80000,     0.00093
     9.00000,     1.00000,   -86.96667,    49.33864,  1792.80000,    30.80000,     0.00093
    10.00000,     1.00000,   -94.36758,    62.52019,  2296.80000,    33.05000,     0.00093
    11.00000,     1.00000,  -108.33056,    75.46957,  2937.60000,    35.35000,     0.00093
    12.00000,     1.00000,     0.00000,    84.61582,  2876.40000,    37.40000,     0.00093
    13.00000,     1.00000,   108.33056,    75.46957,  2786.40000,    39.05000,     0.00093
    14.00000,     1.00000,    94.36758,    62.52019,  2833.20000,    40.30000,     0.00093
    15.00000,     1.00000,    86.96667,    49.33864,  2851.20000,    41.15000,     0.00093
    16.00000,     1.00000,    81.07063,    36.22656,  2811.60000,    41.00000,     0.00093
    17.00000,     1.00000,    75.43953,    23.31663,  2970.00000,    40.95000,     0.00093
    18.00000,     1.00000,    69.48852,    10.74111,  2563.20000,    40.95000,     0.00093
    19.00000,     1.00000,    62.75711,     0.00000,  2008.80000,    39.85000,     0.00093
    20.00000,     1.00000,    54.74518,     0.00000,     0.00000,    38.45000,     0.00093
    21.00000,     1.00000,    44.85254,     0.00000,     0.00000,    36.90000,     0.00093
    22.00000,     1.00000,    32.44808,     0.00000,     0.00000,    35.30000,     0.00093
    23.00000,     1.00000,    17.24140,     0.00000,     0.00000,    33.75000,     0.00093
    24.00000,     1.00000,    -0.00000,     0.00000,     0.00000,    32.20000,     0.00093
    25.00000,     2.00000,   -17.26972,     0.00000,     0.00000,    30.45000,     0.00093
    26.00000,     2.00000,   -32.49610,     0.00000,     0.00000,    28.45000,     0.00093
    27.00000,     2.00000,   -44.91120,     0.00000,     0.00000,    26.35000,     0.00093
    28.00000,     2.00000,   -54.80937,     0.00000,     0.00000,    24.30000,     0.00093
    29.00000,     2.00000,   -62.82532,     0.00000,     0.00000,    22.25000,     0.00093
    30.00000,     2.00000,   -69.56163,    10.70531,     0.00000,    20.15000,     0.00093
    31.00000,     2.00000,   -75.52035,    23.28611,   324.00000,    20.00000,     0.00093
    32.00000,     2.00000,   -81.16453,    36.20006,  1026.00000,    21.90000,     0.00093
    33.00000,     2.00000,   -87.08416,    49.31460,  1965.60000,    24.15000,     0.00093
    34.00000,     2.00000,   -94.53319,    62.49575,  2674.80000,    26.70000,     0.00093
    35.00000,     2.00000,  -108.62011,    75.43562,  3103.20000,    29.20000,     0.00093
    36.00000,     2.00000,     0.00000,    84.53556,  3337.20000,    31.45000,     0.00093
    37.00000,     2.00000,   108.62011,    75.43562,  3438.00000,    33.30000,     0.00093
    38.00000,     2.00000,    94.53319,    62.49575,  3481.20000,    34.70000,     0.00093
    39.00000,     2.00000,    87.08416,    49.31460,  3301.20000,    35.60000,     0.00093
    40.00000,     2.00000,    81.16453,    36.20006,  2800.80000,    35.85000,     0.00093
    41.00000,     2.00000,    75.52035,    23.28611,  2865.60000,    35.50000,     0.00093
    42.00000,     2.00000,    69.56163,    10.70531,  2588.40000,    34.60000,     0.00093
    43.00000,     2.00000,    62.82532,     0.00000,   972.00000,    33.05000,     0.00093
    44.00000,     2.00000,    54.80937,     0.00000,     0.00000,    31.10000,     0.00093
    45.00000,     2.00000,    44.91120,     0.00000,     0.00000,    29.55000,     0.00093
    46.00000,     2.00000,    32.49610,     0.00000,     0.00000,    28.45000,     0.00093
    47.00000,     2.00000,    17.26972,     0.00000,     0.00000,    27.35000,     0.00093
    48.00000,     2.00000,    -0.00000,     0.00000,     0.00000,    26.25000,     0.00093
    49.00000,     3.00000,   -17.30063,     0.00000,     0.00000,    25.40000,     0.00093
    50.00000,     3.00000,   -32.54848,     0.00000,     0.00000,    24.75000,     0.00093
    51.00000,     3.00000,   -44.97515,     0.00000,     0.00000,    24.10000,     0.00093
    52.00000,     3.00000,   -54.87931,     0.00000,     0.00000,    23.50000,     0.00093
    53.00000,     3.00000,   -62.89961,     0.00000,     0.00000,    22.85000,     0.00093
    54.00000,     3.00000,   -69.64123,    10.66631,     0.00000,    22.20000,     0.00093
    55.00000,     3.00000,   -75.60833,    23.25283,  1324.80000,    23.15000,     0.00093
    56.00000,     3.00000,   -81.26672,    36.17112,   892.80000,    25.25000,     0.00093
    57.00000,     3.00000,   -87.21198,    49.28829,  1663.20000,    27.25000,     0.00093
    58.00000,     3.00000,   -94.71323,    62.46891,  1220.40000,    29.30000,     0.00093
    59.00000,     3.00000,  -108.93391,    75.39825,  1069.20000,    31.00000,     0.00093
    60.00000,     3.00000,     0.00000,    84.44815,   637.20000,    32.25000,     0.00093
    61.00000,     3.00000,   108.93391,    75.39825,   982.80000,    33.20000,     0.00093
    62.00000,     3.00000,    94.71323,    62.46891,  1224.00000,    34.15000,     0.00093
    63.00000,     3.00000,    87.21198,    49.28829,   835.20000,    34.75000,     0.00093
    64.00000,     3.00000,    81.26672,    36.17112,   910.80000,    34.85000,     0.00093
    65.00000,     3.00000,    75.60833,    23.25283,  2804.40000,    34.95000,     0.00093
    66.00000,     3.00000,    69.64123,    10.66631,  2026.80000,    34.75000,     0.00093
    67.00000,     3.00000,    62.89961,     0.00000,  1576.80000,    33.70000,     0.00093
    68.00000,     3.00000,    54.87931,     0.00000,     0.00000,    32.20000,     0.00093
    69.00000,     3.00000,    44.97515,     0.00000,     0.00000,    30.70000,     0.00093
    70.00000,     3.00000,    32.54848,     0.00000,     0.00000,    29.30000,     0.00093
    71.00000,     3.00000,    17.30063,     0.00000,     0.00000,    27.90000,     0.00093
    72.00000,     3.00000,    -0.00000,     0.00000,     0.00000,    26.50000,     0.00093
    73.00000,     4.00000,   -17.33412,     0.00000,     0.00000,    25.25000,     0.00093
    74.00000,     4.00000,   -32.60521,     0.00000,     0.00000,    24.10000,     0.00093
    75.00000,     4.00000,   -45.04435,     0.00000,     0.00000,    22.90000,     0.00093
    76.00000,     4.00000,   -54.95497,     0.00000,     0.00000,    21.70000,     0.00093
    77.00000,     4.00000,   -62.97994,     0.00000,     0.00000,    20.50000,     0.00093
    78.00000,     4.00000,   -69.72728,    10.62411,     0.00000,    19.30000,     0.00093
    79.00000,     4.00000,   -75.70340,    23.21678,  1188.00000,    19.80000,     0.00093
    80.00000,     4.00000,   -81.37712,    36.13973,  2685.60000,    22.25000,     0.00093
    81.00000,     4.00000,   -87.35004,    49.25968,  3380.40000,    25.00000,     0.00093
    82.00000,     4.00000,   -94.90753,    62.43963,  3528.00000,    27.70000,     0.00093
    83.00000,     4.00000,  -109.27145,    75.35737,  3538.80000,    30.15000,     0.00093
    84.00000,     4.00000,     0.00000,    84.35365,  3261.60000,    32.20000,     0.00093
    85.00000,     4.00000,   109.27145,    75.35737,  3218.40000,    33.80000,     0.00093
    86.00000,     4.00000,    94.90753,    62.43963,  3297.60000,    35.00000,     0.00093
    87.00000,     4.00000,    87.35004,    49.25968,  3376.80000,    35.80000,     0.00093
    88.00000,     4.00000,    81.37712,    36.13973,  2955.60000,    36.10000,     0.00093
    89.00000,     4.00000,    75.70340,    23.21678,  2412.00000,    35.70000,     0.00093
